Filename:	D:\TGAdata\„∆√ŒœÈ\Ã∆–°º™\20%10mm.t6d
79.18	99.914
79.52	99.917
79.86	99.917
80.20	99.921
80.55	99.921
80.89	99.914
81.23	99.911
81.57	99.907
81.91	99.904
82.25	99.900
82.60	99.897
82.94	99.886
83.28	99.880
83.63	99.880
83.97	99.876
84.31	99.876
84.65	99.869
85.00	99.859
85.34	99.859
85.68	99.862
86.02	99.862
86.36	99.852
86.71	99.852
87.05	99.849
87.39	99.852
87.73	99.852
88.08	99.845
88.42	99.845
88.76	99.845
89.11	99.849
89.45	99.849
89.80	99.849
90.14	99.838
90.48	99.838
90.83	99.845
91.17	99.842
91.51	99.845
91.85	99.849
92.20	99.852
92.54	99.852
92.88	99.852
93.22	99.845
93.56	99.835
93.90	99.828
94.24	99.824
94.59	99.818
94.93	99.818
95.27	99.818
95.61	99.831
95.95	99.831
96.30	99.835
96.64	99.835
96.98	99.835
97.33	99.835
97.67	99.828
98.01	99.824
98.36	99.831
98.70	99.831
99.04	99.828
99.39	99.824
99.73	99.828
100.07	99.824
100.41	99.814
100.75	99.811
101.09	99.807
101.44	99.811
101.78	99.821
102.12	99.824
102.46	99.818
102.80	99.818
103.14	99.814
103.48	99.811
103.82	99.801
104.16	99.804
104.51	99.794
104.85	99.783
105.19	99.780
105.53	99.787
105.86	99.787
106.20	99.787
106.54	99.783
106.88	99.780
107.21	99.780
107.54	99.783
107.87	99.783
108.20	99.783
108.53	99.783
108.86	99.780
109.18	99.776
109.51	99.770
109.83	99.763
110.16	99.763
110.48	99.770
110.81	99.773
111.13	99.780
111.46	99.776
111.78	99.773
112.11	99.776
112.43	99.776
112.76	99.783
113.08	99.780
113.41	99.770
113.73	99.766
114.06	99.763
114.39	99.759
114.71	99.763
115.03	99.763
115.36	99.763
115.68	99.759
116.00	99.746
116.33	99.746
116.65	99.739
116.97	99.746
117.30	99.746
117.62	99.739
117.94	99.746
118.26	99.742
118.59	99.739
118.91	99.739
119.23	99.739
119.56	99.742
119.88	99.746
120.20	99.746
120.53	99.739
120.85	99.732
121.17	99.728
121.49	99.722
121.81	99.732
122.14	99.735
122.46	99.732
122.78	99.728
123.11	99.722
123.43	99.728
123.76	99.728
124.09	99.722
124.42	99.722
124.75	99.718
125.08	99.722
125.40	99.722
125.73	99.722
126.06	99.722
126.38	99.715
126.71	99.718
127.03	99.725
127.36	99.722
127.69	99.725
128.02	99.722
128.35	99.715
128.68	99.708
129.01	99.704
129.33	99.701
129.66	99.694
129.99	99.687
130.32	99.690
130.65	99.694
130.97	99.701
131.30	99.704
131.62	99.697
131.95	99.694
132.27	99.687
132.60	99.687
132.92	99.687
133.25	99.684
133.57	99.684
133.90	99.690
134.22	99.690
134.55	99.697
134.87	99.708
135.20	99.704
135.52	99.704
135.85	99.701
136.17	99.701
136.50	99.701
136.82	99.694
137.15	99.690
137.47	99.684
137.80	99.684
138.13	99.687
138.45	99.690
138.78	99.690
139.10	99.687
139.42	99.687
139.75	99.680
140.07	99.677
140.40	99.673
140.72	99.680
141.04	99.684
141.36	99.684
141.69	99.684
142.01	99.684
142.33	99.684
142.65	99.673
142.97	99.677
143.30	99.677
143.62	99.680
143.94	99.677
144.26	99.677
144.58	99.673
144.90	99.670
145.23	99.670
145.55	99.663
145.88	99.660
146.20	99.646
146.52	99.649
146.84	99.646
147.16	99.642
147.47	99.639
147.79	99.642
148.11	99.646
148.43	99.646
148.75	99.639
149.08	99.635
149.40	99.629
149.72	99.629
150.05	99.629
150.37	99.629
150.69	99.632
151.01	99.635
151.32	99.635
151.64	99.639
151.97	99.642
152.29	99.642
152.60	99.639
152.92	99.632
153.24	99.629
153.56	99.618
153.88	99.618
154.19	99.622
154.52	99.622
154.84	99.622
155.15	99.618
155.47	99.618
155.80	99.622
156.11	99.622
156.43	99.625
156.75	99.625
157.07	99.618
157.39	99.618
157.72	99.612
158.03	99.615
158.36	99.618
158.68	99.629
159.00	99.625
159.32	99.629
159.64	99.632
159.97	99.629
160.29	99.625
160.61	99.629
160.93	99.625
161.25	99.625
161.58	99.618
161.90	99.618
162.22	99.625
162.54	99.622
162.85	99.622
163.17	99.615
163.49	99.612
163.81	99.612
164.13	99.612
164.45	99.608
164.77	99.608
165.09	99.615
165.41	99.615
165.73	99.615
166.05	99.615
166.37	99.615
166.69	99.612
167.00	99.612
167.32	99.612
167.64	99.612
167.96	99.612
168.28	99.612
168.60	99.612
168.91	99.618
169.23	99.622
169.55	99.622
169.87	99.622
170.19	99.625
170.51	99.622
170.83	99.618
171.15	99.622
171.47	99.625
171.78	99.615
172.10	99.608
172.43	99.598
172.75	99.591
173.07	99.591
173.40	99.598
173.72	99.605
174.05	99.601
174.37	99.605
174.70	99.612
175.03	99.605
175.35	99.605
175.69	99.594
176.02	99.591
176.35	99.598
176.68	99.601
177.01	99.598
177.34	99.594
177.67	99.591
178.00	99.587
178.33	99.584
178.65	99.580
178.98	99.577
179.31	99.584
179.64	99.591
179.97	99.598
180.30	99.591
180.63	99.591
180.96	99.591
181.29	99.587
181.62	99.591
181.95	99.587
182.28	99.580
182.61	99.580
182.94	99.584
183.27	99.584
183.61	99.584
183.94	99.587
184.27	99.591
184.60	99.591
184.94	99.591
185.26	99.584
185.59	99.580
185.93	99.577
186.26	99.577
186.59	99.577
186.92	99.577
187.25	99.574
187.58	99.580
187.91	99.587
188.24	99.584
188.57	99.584
188.90	99.584
189.22	99.580
189.55	99.577
189.88	99.580
190.21	99.574
190.54	99.580
190.86	99.584
191.19	99.577
191.53	99.574
191.85	99.567
192.19	99.567
192.52	99.570
192.85	99.570
193.18	99.567
193.51	99.567
193.84	99.563
194.17	99.563
194.50	99.570
194.83	99.567
195.15	99.560
195.48	99.556
195.81	99.560
196.14	99.560
196.47	99.560
196.79	99.556
197.12	99.556
197.45	99.556
197.78	99.563
198.10	99.560
198.43	99.550
198.76	99.550
199.09	99.560
199.42	99.560
199.75	99.563
200.09	99.560
200.42	99.563
200.75	99.560
201.08	99.556
201.41	99.567
201.75	99.567
202.08	99.570
202.41	99.570
202.74	99.570
203.07	99.570
203.40	99.570
203.73	99.570
204.07	99.574
204.40	99.570
204.73	99.570
205.06	99.574
205.39	99.577
205.72	99.577
206.05	99.577
206.38	99.574
206.71	99.570
207.04	99.567
207.37	99.560
207.70	99.556
208.03	99.560
208.36	99.556
208.68	99.556
209.01	99.546
209.34	99.543
209.67	99.539
210.00	99.539
210.33	99.529
210.66	99.532
210.99	99.539
211.32	99.539
211.65	99.536
211.98	99.529
212.32	99.532
212.65	99.536
212.98	99.539
213.31	99.543
213.64	99.546
213.98	99.543
214.31	99.543
214.64	99.539
214.98	99.529
215.31	99.525
215.64	99.529
215.97	99.525
216.30	99.522
216.63	99.525
216.96	99.529
217.29	99.536
217.63	99.543
217.96	99.543
218.30	99.546
218.63	99.543
218.96	99.543
219.30	99.539
219.63	99.536
219.96	99.536
220.30	99.532
220.63	99.525
220.96	99.529
221.30	99.532
221.63	99.536
221.96	99.539
222.29	99.543
222.62	99.539
222.94	99.539
223.28	99.536
223.61	99.529
223.94	99.529
224.27	99.525
224.60	99.525
224.93	99.529
225.26	99.529
225.59	99.532
225.92	99.529
226.26	99.529
226.59	99.529
226.92	99.525
227.25	99.529
227.57	99.529
227.90	99.529
228.23	99.532
228.56	99.532
228.89	99.529
229.22	99.525
229.55	99.525
229.88	99.522
230.21	99.522
230.54	99.522
230.87	99.522
231.19	99.522
231.52	99.522
231.85	99.519
232.17	99.512
232.50	99.508
232.83	99.512
233.16	99.498
233.49	99.498
233.82	99.501
234.15	99.498
234.47	99.495
234.80	99.488
235.13	99.484
235.46	99.484
235.79	99.484
236.12	99.484
236.45	99.488
236.78	99.484
237.11	99.484
237.44	99.481
237.77	99.484
238.11	99.477
238.44	99.471
238.77	99.464
239.10	99.464
239.43	99.464
239.76	99.464
240.10	99.464
240.43	99.471
240.76	99.467
241.09	99.471
241.42	99.471
241.75	99.464
242.08	99.457
242.41	99.464
242.74	99.460
243.07	99.460
243.39	99.453
243.72	99.446
244.05	99.443
244.38	99.446
244.71	99.446
245.04	99.450
245.37	99.443
245.70	99.440
246.03	99.440
246.37	99.433
246.70	99.436
247.03	99.436
247.36	99.433
247.69	99.429
248.03	99.429
248.36	99.429
248.70	99.429
249.03	99.433
249.37	99.436
249.70	99.429
250.04	99.429
250.37	99.429
250.70	99.426
251.04	99.422
251.37	99.419
251.70	99.416
252.03	99.412
252.37	99.391
252.70	99.388
253.03	99.398
253.36	99.405
253.70	99.409
254.03	99.412
254.36	99.405
254.69	99.402
255.02	99.398
255.36	99.391
255.69	99.388
256.02	99.381
256.35	99.378
256.68	99.374
257.01	99.385
257.34	99.391
257.67	99.381
258.00	99.374
258.32	99.371
258.64	99.364
258.97	99.361
259.29	99.357
259.62	99.350
259.94	99.354
260.27	99.354
260.60	99.347
260.92	99.336
261.25	99.336
261.57	99.333
261.90	99.329
262.23	99.323
262.55	99.323
262.88	99.319
263.20	99.312
263.53	99.306
263.86	99.295
264.19	99.295
264.52	99.295
264.84	99.295
265.17	99.295
265.49	99.288
265.81	99.285
266.14	99.285
266.46	99.281
266.79	99.268
267.11	99.261
267.44	99.261
267.76	99.261
268.09	99.261
268.41	99.261
268.73	99.254
269.05	99.247
269.38	99.233
269.70	99.227
270.03	99.227
270.35	99.230
270.68	99.233
271.01	99.230
271.33	99.223
271.66	99.216
271.98	99.206
272.30	99.202
272.62	99.202
272.94	99.199
273.27	99.189
273.59	99.178
273.91	99.172
274.23	99.165
274.55	99.161
274.87	99.161
275.19	99.158
275.51	99.151
275.83	99.144
276.15	99.140
276.47	99.134
276.79	99.127
277.11	99.117
277.43	99.117
277.75	99.113
278.07	99.110
278.39	99.110
278.71	99.106
279.03	99.092
279.36	99.096
279.68	99.092
280.00	99.082
280.32	99.079
280.64	99.075
280.96	99.068
281.28	99.065
281.61	99.065
281.93	99.058
282.25	99.055
282.58	99.048
282.91	99.044
283.23	99.041
283.55	99.027
283.88	99.024
284.20	99.020
284.52	99.010
284.84	99.003
285.16	98.993
285.49	98.986
285.81	98.979
286.13	98.976
286.46	98.965
286.78	98.958
287.10	98.951
287.42	98.945
287.75	98.934
288.07	98.927
288.38	98.921
288.70	98.910
289.03	98.907
289.35	98.907
289.67	98.900
289.99	98.893
290.31	98.896
290.64	98.890
290.96	98.883
291.29	98.862
291.61	98.852
291.94	98.845
292.26	98.831
292.59	98.828
292.92	98.828
293.24	98.831
293.57	98.824
293.89	98.817
294.21	98.811
294.54	98.807
294.86	98.800
295.18	98.797
295.51	98.793
295.83	98.793
296.16	98.780
296.48	98.769
296.81	98.766
297.13	98.759
297.45	98.752
297.78	98.745
298.10	98.735
298.42	98.732
298.75	98.718
299.07	98.707
299.39	98.700
299.72	98.697
300.04	98.694
300.36	98.697
300.69	98.690
301.02	98.687
301.35	98.673
301.68	98.666
302.01	98.659
302.34	98.645
302.67	98.635
303.00	98.625
303.34	98.608
303.67	98.590
304.00	98.580
304.34	98.573
304.67	98.570
305.01	98.570
305.34	98.570
305.68	98.556
306.02	98.542
306.36	98.539
306.69	98.525
307.03	98.511
307.37	98.501
307.70	98.494
308.03	98.484
308.36	98.481
308.70	98.470
309.03	98.456
309.37	98.443
309.70	98.432
310.04	98.415
310.38	98.405
310.71	98.391
311.05	98.384
311.39	98.377
311.73	98.364
312.06	98.353
312.40	98.346
312.74	98.339
313.07	98.329
313.41	98.316
313.74	98.298
314.08	98.292
314.42	98.281
314.76	98.264
315.09	98.247
315.43	98.230
315.77	98.223
316.10	98.212
316.44	98.195
316.78	98.175
317.12	98.154
317.45	98.137
317.79	98.126
318.12	98.113
318.46	98.099
318.80	98.075
319.13	98.054
319.47	98.041
319.80	98.027
320.13	98.013
320.47	97.992
320.80	97.975
321.14	97.965
321.47	97.958
321.80	97.937
322.14	97.913
322.47	97.896
322.81	97.876
323.14	97.851
323.48	97.831
323.81	97.807
324.14	97.786
324.48	97.772
324.81	97.745
325.14	97.717
325.48	97.704
325.82	97.680
326.15	97.659
326.48	97.642
326.81	97.625
327.15	97.594
327.48	97.566
327.82	97.539
328.15	97.515
328.49	97.491
328.82	97.460
329.15	97.432
329.48	97.405
329.82	97.377
330.15	97.353
330.48	97.322
330.82	97.291
331.15	97.257
331.49	97.229
331.82	97.202
332.16	97.181
332.50	97.160
332.83	97.123
333.17	97.085
333.50	97.051
333.84	97.020
334.18	96.989
334.51	96.958
334.85	96.923
335.18	96.882
335.52	96.844
335.85	96.813
336.19	96.772
336.52	96.731
336.85	96.697
337.19	96.659
337.52	96.621
337.86	96.580
338.19	96.531
338.53	96.494
338.86	96.459
339.19	96.411
339.53	96.363
339.86	96.312
340.20	96.270
340.53	96.219
340.87	96.170
341.21	96.119
341.55	96.074
341.89	96.016
342.23	95.957
342.56	95.913
342.90	95.868
343.24	95.820
343.57	95.775
343.91	95.727
344.25	95.675
344.59	95.621
344.92	95.562
345.26	95.507
345.59	95.452
345.93	95.394
346.26	95.325
346.59	95.267
346.92	95.205
347.26	95.143
347.59	95.088
347.93	95.026
348.27	94.961
348.60	94.892
348.94	94.827
349.28	94.761
349.62	94.692
349.96	94.620
350.30	94.551
350.64	94.476
350.98	94.407
351.32	94.335
351.66	94.263
352.00	94.180
352.33	94.101
352.67	94.026
353.01	93.946
353.35	93.864
353.69	93.792
354.03	93.713
354.36	93.634
354.70	93.555
355.04	93.469
355.38	93.379
355.72	93.290
356.06	93.204
356.41	93.111
356.75	93.015
357.09	92.926
357.43	92.833
357.77	92.733
358.11	92.640
358.44	92.544
358.78	92.444
359.13	92.352
359.47	92.252
359.81	92.156
360.16	92.059
360.50	91.963
360.84	91.860
361.18	91.757
361.52	91.657
361.86	91.551
362.19	91.444
362.53	91.337
362.86	91.228
363.19	91.117
363.53	91.007
363.86	90.901
364.19	90.784
364.53	90.667
364.86	90.554
365.19	90.433
365.53	90.320
365.86	90.203
366.20	90.086
366.53	89.966
366.86	89.845
367.19	89.722
367.53	89.595
367.86	89.471
368.19	89.340
368.52	89.216
368.84	89.093
369.18	88.962
369.51	88.828
369.84	88.691
370.17	88.560
370.51	88.429
370.84	88.299
371.17	88.175
371.50	88.041
371.83	87.907
372.16	87.769
372.49	87.635
372.82	87.505
373.15	87.374
373.48	87.236
373.81	87.096
374.14	86.958
374.47	86.814
374.80	86.673
375.13	86.525
375.46	86.384
375.78	86.240
376.11	86.092
376.44	85.947
376.76	85.810
377.09	85.672
377.42	85.538
377.75	85.398
378.09	85.250
378.42	85.109
378.75	84.957
379.08	84.813
379.41	84.665
379.74	84.524
380.07	84.380
380.40	84.236
380.73	84.091
381.06	83.947
381.39	83.792
381.72	83.644
382.05	83.493
382.38	83.342
382.72	83.194
383.05	83.053
383.38	82.905
383.72	82.754
384.06	82.606
384.39	82.455
384.72	82.311
385.06	82.163
385.39	82.012
385.72	81.853
386.05	81.702
386.38	81.554
386.71	81.410
387.04	81.262
387.37	81.107
387.70	80.949
388.03	80.788
388.37	80.630
388.70	80.475
389.04	80.317
389.37	80.155
389.70	79.994
390.03	79.836
390.37	79.671
390.70	79.502
391.04	79.337
391.37	79.176
391.70	79.014
392.03	78.846
392.36	78.670
392.69	78.502
393.03	78.334
393.36	78.158
393.69	77.986
394.02	77.811
394.35	77.632
394.68	77.450
395.01	77.264
395.34	77.086
395.67	76.896
396.00	76.704
396.33	76.522
396.67	76.333
397.00	76.133
397.34	75.927
397.67	75.721
398.00	75.521
398.33	75.322
398.66	75.116
399.00	74.910
399.32	74.697
399.66	74.497
399.99	74.287
400.32	74.074
400.65	73.854
400.98	73.638
401.31	73.418
401.64	73.194
401.97	72.957
402.31	72.730
402.63	72.493
402.97	72.266
403.31	72.022
403.64	71.782
403.97	71.541
404.30	71.293
404.63	71.053
404.95	70.809
405.28	70.561
405.61	70.321
405.94	70.066
406.26	69.808
406.59	69.558
406.91	69.300
407.24	69.032
407.57	68.777
407.90	68.519
408.23	68.251
408.56	67.983
408.89	67.705
409.22	67.426
409.55	67.151
409.88	66.870
410.21	66.584
410.54	66.306
410.87	66.017
411.20	65.725
411.54	65.436
411.87	65.147
412.20	64.855
412.53	64.552
412.86	64.250
413.19	63.941
413.52	63.635
413.85	63.322
414.18	63.009
414.51	62.696
414.84	62.377
415.17	62.057
415.50	61.737
415.83	61.418
416.16	61.094
416.48	60.775
416.82	60.441
417.14	60.111
417.47	59.774
417.80	59.441
418.12	59.101
418.45	58.764
418.77	58.423
419.10	58.076
419.42	57.719
419.75	57.354
420.07	56.993
420.40	56.643
420.73	56.289
421.05	55.928
421.38	55.560
421.71	55.185
422.04	54.821
422.37	54.450
422.70	54.082
423.03	53.704
423.36	53.329
423.69	52.944
424.02	52.563
424.35	52.181
424.68	51.793
425.00	51.404
425.33	51.002
425.66	50.607
425.98	50.211
426.30	49.816
426.63	49.410
426.96	49.001
427.29	48.596
427.62	48.187
427.95	47.767
428.28	47.365
428.61	46.949
428.94	46.523
429.27	46.104
429.60	45.684
429.93	45.268
430.26	44.849
430.59	44.416
430.92	43.990
431.26	43.567
431.59	43.141
431.92	42.707
432.25	42.274
432.58	41.845
432.90	41.411
433.23	40.978
433.56	40.549
433.89	40.102
434.22	39.658
434.56	39.208
434.89	38.771
435.22	38.331
435.55	37.885
435.88	37.438
436.21	36.984
436.55	36.537
436.88	36.100
437.21	35.657
437.54	35.220
437.87	34.770
438.19	34.327
438.52	33.887
438.85	33.440
439.18	32.990
439.51	32.539
439.84	32.096
440.17	31.652
440.51	31.202
440.84	30.765
441.17	30.329
441.50	29.899
441.84	29.463
442.16	29.033
442.50	28.600
442.82	28.160
443.15	27.730
443.49	27.307
443.82	26.874
444.15	26.441
444.49	26.008
444.82	25.589
445.16	25.159
445.49	24.733
445.83	24.313
446.16	23.894
446.50	23.485
446.83	23.076
447.17	22.663
447.50	22.258
447.84	21.856
448.17	21.453
448.51	21.065
448.85	20.683
449.18	20.298
449.52	19.917
449.86	19.525
450.19	19.154
450.53	18.782
450.86	18.415
451.19	18.054
451.53	17.693
451.87	17.346
452.20	17.002
452.54	16.662
452.87	16.331
453.21	16.008
453.55	15.685
453.88	15.369
454.22	15.060
454.56	14.761
454.90	14.468
455.24	14.183
455.58	13.908
455.92	13.626
456.25	13.358
456.59	13.093
456.93	12.839
457.27	12.598
457.61	12.351
457.95	12.121
458.29	11.901
458.63	11.677
458.97	11.474
459.31	11.275
459.66	11.079
460.00	10.887
460.34	10.698
460.68	10.519
461.02	10.367
461.36	10.203
461.70	10.044
462.04	9.883
462.37	9.725
462.71	9.587
463.05	9.439
463.39	9.298
463.73	9.168
464.07	9.044
464.41	8.910
464.75	8.779
465.09	8.652
465.43	8.542
465.77	8.436
466.11	8.329
466.44	8.229
466.78	8.133
467.12	8.037
467.45	7.934
467.79	7.834
468.13	7.745
468.46	7.659
468.80	7.580
469.13	7.504
469.47	7.429
469.81	7.353
470.15	7.281
470.49	7.208
470.82	7.129
471.16	7.064
471.50	6.985
471.84	6.923
472.18	6.868
472.53	6.806
472.87	6.741
473.21	6.683
473.55	6.624
473.89	6.562
474.23	6.511
474.57	6.452
474.91	6.404
475.25	6.349
475.59	6.298
475.93	6.260
476.27	6.218
476.60	6.177
476.94	6.143
477.28	6.112
477.62	6.088
477.95	6.060
478.29	6.033
478.63	5.999
478.96	5.971
479.30	5.940
479.64	5.923
479.98	5.906
480.31	5.895
480.65	5.882
480.98	5.875
481.32	5.868
481.65	5.857
481.99	5.854
482.32	5.851
482.66	5.837
483.00	5.813
483.33	5.803
483.67	5.796
484.00	5.796
484.34	5.789
484.68	5.778
485.01	5.772
485.35	5.761
485.69	5.751
486.03	5.754
486.36	5.761
486.70	5.761
487.04	5.765
487.37	5.758
487.71	5.748
488.05	5.741
488.38	5.734
488.72	5.723
489.06	5.723
489.39	5.717
489.73	5.706
490.07	5.689
490.40	5.679
490.74	5.668
491.08	5.668
491.42	5.665
491.76	5.661
492.10	5.661
492.43	5.651
492.77	5.644
493.10	5.641
493.44	5.644
493.77	5.634
494.10	5.624
494.44	5.617
494.77	5.606
495.11	5.596
495.45	5.589
495.79	5.589
496.12	5.589
496.46	5.583
496.80	5.579
497.14	5.583
497.48	5.586
497.81	5.579
498.15	5.572
498.49	5.572
498.83	5.562
499.16	5.555
499.50	5.548
499.83	5.538
500.17	5.531
500.51	5.524
500.84	5.514
501.18	5.521
501.51	5.517
501.85	5.510
502.19	5.504
502.52	5.504
502.86	5.504
503.19	5.500
503.53	5.500
503.87	5.500
504.21	5.490
504.55	5.479
504.89	5.469
505.23	5.459
505.57	5.449
505.90	5.445
506.24	5.428
506.58	5.424
506.92	5.428
507.25	5.417
507.59	5.397
507.92	5.387
508.26	5.397
508.59	5.393
508.92	5.387
509.25	5.376
509.58	5.376
509.91	5.373
510.24	5.373
510.56	5.366
510.89	5.352
511.22	5.345
511.55	5.342
511.88	5.338
512.22	5.335
512.55	5.321
512.88	5.321
513.21	5.318
513.54	5.314
513.88	5.318
514.21	5.314
514.54	5.308
514.88	5.297
515.21	5.290
515.54	5.287
515.87	5.287
516.21	5.280
516.54	5.273
516.87	5.256
517.19	5.242
517.52	5.239
517.85	5.232
518.18	5.225
518.51	5.222
518.85	5.222
519.18	5.218
519.51	5.222
519.85	5.218
520.18	5.215
520.51	5.204
520.84	5.194
521.17	5.187
521.50	5.187
521.83	5.184
522.16	5.184
522.50	5.177
522.83	5.163
523.16	5.160
523.49	5.160
523.82	5.156
524.15	5.139
524.49	5.125
524.82	5.118
525.15	5.112
525.49	5.108
525.82	5.108
526.16	5.112
526.49	5.115
526.81	5.112
527.14	5.105
527.47	5.101
527.79	5.094
528.12	5.074
528.45	5.057
528.78	5.046
529.12	5.032
529.45	5.022
529.79	5.022
530.12	5.015
530.45	5.012
530.78	5.002
531.12	4.995
531.46	4.988
531.80	4.984
532.13	4.977
532.46	4.971
532.79	4.971
533.12	4.974
533.45	4.960
533.78	4.960
534.11	4.957
534.43	4.957
534.76	4.964
535.09	4.957
535.42	4.943
535.75	4.933
536.08	4.919
536.42	4.909
536.75	4.905
537.08	4.905
537.41	4.892
537.75	4.888
538.09	4.878
538.43	4.874
538.76	4.867
539.10	4.867
539.43	4.864
539.76	4.854
540.10	4.843
540.42	4.837
540.75	4.837
541.08	4.833
541.41	4.819
541.74	4.813
542.07	4.799
542.40	4.792
542.74	4.795
543.07	4.795
543.40	4.795
543.74	4.788
544.07	4.768
544.40	4.747
544.74	4.737
545.07	4.733
545.41	4.737
545.75	4.733
546.08	4.730
546.41	4.720
546.75	4.709
547.08	4.709
547.41	4.699
547.75	4.696
548.08	4.689
548.41	4.685
548.75	4.675
549.09	4.668
549.42	4.671
549.76	4.668
550.10	4.654
550.43	4.644
550.76	4.637
551.10	4.623
551.43	4.613
551.76	4.603
552.10	4.596
552.43	4.582
552.77	4.582
553.10	4.582
553.44	4.582
553.77	4.572
554.11	4.565
554.45	4.558
554.79	4.544
555.13	4.544
555.47	4.544
555.80	4.527
556.13	4.520
556.46	4.514
556.79	4.507
557.12	4.496
557.45	4.486
557.78	4.476
558.11	4.465
558.44	4.465
558.77	4.465
559.11	4.459
559.45	4.455
559.78	4.448
560.12	4.438
560.46	4.431
560.80	4.427
561.14	4.417
561.48	4.410
561.81	4.407
562.15	4.393
562.49	4.397
562.82	4.390
563.15	4.383
563.48	4.379
563.81	4.376
564.15	4.369
564.49	4.355
564.83	4.345
565.17	4.342
565.51	4.335
565.85	4.328
566.18	4.324
566.52	4.318
566.85	4.311
567.19	4.307
567.52	4.297
567.85	4.283
568.19	4.266
568.52	4.252
568.86	4.242
569.20	4.238
569.53	4.232
569.87	4.228
570.21	4.225
570.55	4.214
570.89	4.211
571.22	4.208
571.56	4.197
571.90	4.187
572.23	4.187
572.57	4.180
572.90	4.173
573.24	4.170
573.57	4.163
573.91	4.153
574.24	4.142
574.58	4.135
574.92	4.132
575.26	4.132
575.60	4.125
575.94	4.115
576.27	4.098
576.61	4.087
576.94	4.087
577.28	4.080
577.62	4.074
577.96	4.067
578.31	4.060
578.65	4.046
579.00	4.032
579.35	4.029
579.69	4.022
580.03	4.015
580.36	4.012
580.71	4.015
581.05	4.012
581.39	3.998
581.72	3.984
582.06	3.974
582.40	3.970
582.75	3.967
583.09	3.957
583.44	3.950
583.78	3.946
584.13	3.939
584.48	3.929
584.83	3.922
585.18	3.908
585.53	3.902
585.88	3.891
586.22	3.884
586.56	3.881
586.91	3.874
587.25	3.867
587.60	3.860
587.95	3.853
588.30	3.847
