Filename:	D:\TGAdata\ãÆÃÎÏé\ÌÆÐ¡¼ª\´¿PP.t6d

Temperature (¡ãC)	Weight % (%)
585.10	1.718
585.44	1.730
585.79	1.734
586.15	1.722
586.50	1.718
586.83	1.726
587.17	1.730
587.50	1.734
587.84	1.734
588.19	1.730
588.54	1.730
588.88	1.730
589.23	1.734
589.58	1.726
589.93	1.722
590.28	1.726
590.61	1.730
590.95	1.730
591.28	1.734
591.61	1.734
591.94	1.730
592.27	1.739
592.61	1.743
592.95	1.747
593.28	1.751
593.61	1.751
593.94	1.751
594.27	1.751
594.61	1.759
594.96	1.755
595.30	1.747
595.64	1.743
595.99	1.747
596.33	1.751
596.68	1.739
597.02	1.730
597.36	1.726
597.70	1.726
598.04	1.743
598.39	1.739
598.74	1.743
599.08	1.747
599.43	1.739
599.78	1.722
600.13	1.710
600.47	1.706
600.81	1.710
601.16	1.710
601.51	1.710
601.85	1.722
602.20	1.726
602.54	1.730
602.88	1.734
603.22	1.743
603.56	1.739
603.90	1.734
604.24	1.730
604.58	1.734
604.93	1.730
605.28	1.718
605.63	1.726
605.97	1.726
606.31	1.722
606.66	1.714
607.01	1.710
607.37	1.710
607.73	1.718
608.09	1.714
608.45	1.714
608.81	1.722
609.16	1.718
609.52	1.714
609.87	1.706
610.23	1.698
610.57	1.690
610.91	1.694
611.25	1.694
611.59	1.698
611.93	1.706
612.27	1.710
612.60	1.706
612.93	1.706
613.26	1.706
613.59	1.702
613.92	1.694
614.25	1.694
614.59	1.698
614.92	1.710
615.26	1.718
615.60	1.718
615.95	1.714
616.29	1.714
616.64	1.710
616.99	1.710
617.35	1.706
617.70	1.694
618.06	1.686
618.41	1.686
618.76	1.698
619.10	1.702
619.43	1.714
619.76	1.710
620.10	1.714
620.43	1.714
620.76	1.706
621.09	1.706
621.42	1.702
621.74	1.706
622.07	1.710
622.41	1.714
622.75	1.714
623.09	1.706
623.43	1.702
623.78	1.702
624.13	1.702
624.49	1.702
624.84	1.706
625.19	1.702
625.54	1.698
625.88	1.702
626.22	1.694
626.56	1.702
626.89	1.702
627.23	1.702
627.56	1.702
627.89	1.698
628.23	1.698
628.56	1.698
628.89	1.698
629.22	1.706
629.54	1.710
629.87	1.718
630.20	1.726
630.53	1.722
630.87	1.710
631.21	1.710
631.56	1.710
631.90	1.710
632.24	1.718
632.58	1.710
632.91	1.710
633.24	1.714
633.57	1.710
633.89	1.706
634.22	1.710
634.55	1.714
634.88	1.714
635.22	1.718
635.56	1.722
635.89	1.722
636.24	1.726
636.58	1.722
636.91	1.718
637.25	1.714
637.59	1.710
637.92	1.710
638.25	1.714
638.58	1.710
638.92	1.702
639.26	1.702
639.60	1.702
639.94	1.706
640.28	1.714
640.62	1.710
640.96	1.710
641.29	1.698
641.62	1.690
641.96	1.682
642.29	1.686
642.61	1.690
642.96	1.690
643.30	1.682
643.66	1.682
644.02	1.686
644.38	1.694
644.74	1.694
645.09	1.694
645.45	1.694
645.80	1.694
646.15	1.694
646.49	1.690
646.84	1.694
647.18	1.694
647.51	1.694
647.84	1.690
648.16	1.682
648.48	1.674
648.80	1.674
649.12	1.682
649.44	1.686
649.76	1.690
650.07	1.694
650.38	1.702
650.68	1.702
650.98	1.706
651.29	1.702
651.60	1.698
651.90	1.690
652.22	1.682
652.53	1.678
652.84	1.670
653.16	1.666
653.48	1.670
653.80	1.666
654.12	1.653
654.44	1.653
654.76	1.666
655.09	1.666
655.41	1.662
655.73	1.653
656.05	1.657
656.37	1.670
656.69	1.670
657.01	1.666
657.33	1.666
657.65	1.670
657.97	1.678
658.29	1.674
658.62	1.670
658.96	1.666
659.29	1.666
659.63	1.666
659.97	1.670
660.32	1.674
660.66	1.670
661.00	1.666
661.33	1.657
661.66	1.662
661.99	1.670
662.32	1.670
662.64	1.666
662.96	1.662
663.29	1.657
663.61	1.653
663.93	1.657
664.25	1.666
664.57	1.670
664.89	1.666
665.20	1.662
665.52	1.653
665.83	1.653
666.15	1.653
666.47	1.653
666.78	1.653
667.10	1.657
667.41	1.657
667.72	1.653
668.04	1.653
668.36	1.657
668.67	1.657
668.99	1.653
669.31	1.653
669.63	1.662
669.95	1.649
670.27	1.645
670.59	1.641
670.90	1.649
671.22	1.653
671.54	1.641
671.86	1.641
672.18	1.641
672.50	1.645
672.82	1.649
673.14	1.653
673.45	1.645
673.76	1.641
674.07	1.645
674.38	1.649
674.69	1.649
675.00	1.653
675.32	1.657
675.63	1.653
675.95	1.649
676.27	1.645
676.59	1.653
676.91	1.662
677.23	1.662
677.54	1.653
677.86	1.649
678.18	1.649
678.50	1.653
678.82	1.645
679.14	1.649
679.47	1.645
679.79	1.645
680.11	1.641
680.43	1.633
680.76	1.629
681.10	1.625
681.43	1.625
681.76	1.629
682.08	1.633
682.40	1.633
682.71	1.637
683.03	1.637
683.36	1.645
683.69	1.645
684.01	1.641
684.33	1.633
684.64	1.633
684.95	1.633
685.25	1.641
685.56	1.637
685.86	1.629
686.17	1.629
686.48	1.629
686.78	1.633
687.08	1.641
687.38	1.653
687.68	1.649
687.98	1.637
688.28	1.633
688.59	1.629
688.89	1.629
689.19	1.621
689.50	1.625
689.81	1.629
690.11	1.629
690.42	1.629
690.72	1.637
691.03	1.637
691.33	1.629
691.64	1.621
691.97	1.621
692.31	1.613
692.64	1.605
692.98	1.597
693.32	1.601
693.66	1.605
694.01	1.605
694.36	1.605
694.71	1.609
695.06	1.613
695.41	1.605
695.75	1.601
696.08	1.609
696.41	1.621
696.74	1.621
697.07	1.625
697.40	1.629
697.74	1.629
698.08	1.625
698.41	1.617
698.75	1.613
699.08	1.617
699.41	1.605
699.75	1.597
700.10	1.605
700.45	1.609
700.80	1.617
701.15	1.625
701.50	1.621
701.85	1.617
702.19	1.625
702.54	1.621
702.89	1.625
703.23	1.617
703.57	1.609
703.90	1.605
704.25	1.605
704.59	1.609
704.95	1.625
705.31	1.633
705.67	1.633
706.02	1.629
706.37	1.629
706.72	1.629
707.06	1.641
707.41	1.641
707.75	1.637
708.07	1.629
708.39	1.625
708.71	1.613
709.03	1.601
709.36	1.601
709.69	1.597
710.02	1.601
710.36	1.601
710.70	1.609
711.05	1.613
711.40	1.613
711.75	1.617
712.09	1.617
712.43	1.613
712.77	1.609
713.12	1.605
713.47	1.609
713.83	1.601
714.20	1.592
714.56	1.592
714.92	1.592
715.27	1.601
715.61	1.609
715.96	1.613
716.30	1.613
716.64	1.609
716.99	1.609
717.34	1.609
717.69	1.613
718.04	1.613
718.39	1.613
718.74	1.613
719.08	1.609
719.43	1.609
719.78	1.605
720.13	1.597
720.48	1.601
720.82	1.609
721.16	1.601
721.50	1.597
721.84	1.601
722.18	1.605
722.52	1.609
722.86	1.605
723.20	1.605
723.53	1.613
723.87	1.617
724.21	1.617
724.56	1.633
724.89	1.633
725.23	1.629
725.57	1.629
725.91	1.617
726.26	1.609
726.62	1.605
726.97	1.588
727.32	1.584
727.67	1.597
728.02	1.605
728.38	1.605
728.73	1.605
729.07	1.609
729.41	1.605
729.75	1.605
730.09	1.609
730.43	1.605
730.76	1.613
731.10	1.617
731.45	1.617
731.79	1.613
732.14	1.617
732.49	1.613
732.83	1.617
733.18	1.609
733.52	1.613
733.85	1.609
734.16	1.609
734.48	1.613
734.80	1.601
735.13	1.592
735.46	1.592
735.79	1.597
736.13	1.605
736.47	1.609
736.81	1.609
737.15	1.605
737.48	1.609
737.81	1.617
738.15	1.617
738.48	1.617
738.82	1.617
739.16	1.609
739.50	1.601
739.84	1.597
740.18	1.597
740.52	1.601
740.86	1.601
741.20	1.597
741.54	1.588
741.88	1.588
742.22	1.584
742.54	1.584
742.86	1.588
743.18	1.588
743.49	1.588
743.81	1.592
744.13	1.597
744.45	1.592
744.78	1.588
745.12	1.592
745.46	1.584
745.79	1.584
746.11	1.576
746.43	1.572
746.75	1.580
747.08	1.580
747.41	1.592
747.75	1.592
748.10	1.584
748.45	1.584
748.80	1.584
749.13	1.580
749.44	1.572
749.73	1.568
750.02	1.568
750.31	1.572
750.58	1.572
750.85	1.576
751.13	1.584
751.44	1.588
751.76	1.584
752.10	1.592
752.44	1.592
752.79	1.605
753.15	1.609
753.50	1.605
753.84	1.601
754.19	1.597
754.52	1.592
754.85	1.597
755.16	1.601
755.46	1.597
755.76	1.597
756.07	1.592
756.38	1.588
756.68	1.584
756.98	1.584
757.28	1.588
757.59	1.588
757.90	1.576
758.23	1.576
758.56	1.572
758.89	1.576
759.22	1.580
759.55	1.580
759.88	1.580
760.20	1.584
760.53	1.588
760.86	1.601
761.19	1.605
761.51	1.605
761.83	1.605
762.16	1.597
762.48	1.584
762.81	1.580
763.13	1.597
763.44	1.613
763.75	1.617
764.07	1.617
764.39	1.605
764.71	1.597
765.04	1.601
765.36	1.605
765.68	1.609
766.01	1.617
766.33	1.621
766.66	1.617
767.01	1.605
767.35	1.613
767.69	1.613
768.02	1.605
768.35	1.601
768.68	1.605
769.00	1.613
769.33	1.613
769.65	1.613
769.97	1.613
770.29	1.617
770.61	1.625
770.93	1.633
771.25	1.641
771.57	1.633
771.89	1.625
772.22	1.621
772.54	1.617
772.87	1.617
773.20	1.625
773.53	1.621
773.86	1.621
774.18	1.617
774.51	1.617
774.84	1.609
775.17	1.609
775.50	1.613
775.84	1.625
776.18	1.633
776.51	1.633
776.82	1.629
777.14	1.625
777.46	1.625
777.78	1.621
778.10	1.613
778.43	1.609
778.75	1.613
779.08	1.617
779.41	1.625
779.75	1.625
780.09	1.637
780.43	1.637
780.77	1.637
781.10	1.633
781.43	1.641
781.75	1.637
782.07	1.633
782.39	1.641
782.72	1.645
783.05	1.657
783.37	1.670
783.70	1.670
784.03	1.666
784.36	1.662
784.69	1.657
785.01	1.657
785.32	1.649
785.63	1.637
785.95	1.645
786.27	1.653
786.59	1.645
786.91	1.653
787.25	1.657
787.59	1.653
787.92	1.649
788.24	1.657
788.55	1.662
