Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\10.pdid

Temperature (°„C)	Heat Flow Endo Up (mW)
35.64	4.0333
35.66	4.0337
35.67	4.0343
35.69	4.0347
35.70	4.0350
35.73	4.0353
35.74	4.0356
35.75	4.0360
35.77	4.0365
35.79	4.0373
35.80	4.0380
35.82	4.0388
35.84	4.0395
35.85	4.0401
35.87	4.0406
35.89	4.0412
35.91	4.0417
35.92	4.0421
35.94	4.0426
35.95	4.0429
35.97	4.0434
35.99	4.0438
36.00	4.0445
36.02	4.0448
36.04	4.0452
36.05	4.0456
36.07	4.0461
36.08	4.0465
36.11	4.0470
36.13	4.0475
36.14	4.0481
36.15	4.0488
36.17	4.0496
36.18	4.0502
36.20	4.0509
36.22	4.0513
36.24	4.0520
36.25	4.0524
36.27	4.0529
36.29	4.0534
36.30	4.0539
36.32	4.0543
36.33	4.0547
36.35	4.0551
36.37	4.0558
36.38	4.0562
36.40	4.0567
36.42	4.0572
36.44	4.0576
36.45	4.0579
36.47	4.0583
36.48	4.0587
36.50	4.0594
36.52	4.0601
36.53	4.0607
36.55	4.0615
36.57	4.0621
36.58	4.0627
36.60	4.0633
36.62	4.0638
36.63	4.0643
36.65	4.0647
36.67	4.0653
36.69	4.0657
36.70	4.0661
36.72	4.0666
36.73	4.0670
36.75	4.0672
36.77	4.0677
36.79	4.0681
36.80	4.0683
36.82	4.0687
36.84	4.0690
36.85	4.0698
36.87	4.0705
36.88	4.0713
36.90	4.0720
36.92	4.0725
36.94	4.0730
36.95	4.0735
36.96	4.0740
36.98	4.0745
36.99	4.0750
37.01	4.0757
37.03	4.0761
37.05	4.0766
37.07	4.0770
37.08	4.0774
37.09	4.0776
37.11	4.0781
37.13	4.0784
37.15	4.0787
37.16	4.0793
37.18	4.0799
37.20	4.0807
37.22	4.0814
37.23	4.0821
37.24	4.0828
37.27	4.0834
37.28	4.0839
37.30	4.0846
37.31	4.0850
37.33	4.0856
37.35	4.0861
37.36	4.0868
37.38	4.0872
37.40	4.0877
37.42	4.0882
37.43	4.0885
37.45	4.0889
37.47	4.0895
37.48	4.0900
37.49	4.0904
37.51	4.0910
37.53	4.0915
37.55	4.0922
37.57	4.0929
37.58	4.0936
37.59	4.0942
37.61	4.0948
37.63	4.0954
37.65	4.0960
37.66	4.0965
37.68	4.0970
37.70	4.0977
37.71	4.0982
37.73	4.0987
37.74	4.0992
37.76	4.0996
37.78	4.1000
37.79	4.1005
37.81	4.1008
37.83	4.1013
37.84	4.1018
37.86	4.1024
37.88	4.1029
37.89	4.1035
37.91	4.1041
37.93	4.1048
37.95	4.1053
37.96	4.1058
37.98	4.1063
37.99	4.1067
38.01	4.1072
38.02	4.1076
38.04	4.1083
38.06	4.1087
38.08	4.1090
38.09	4.1094
38.11	4.1099
38.13	4.1102
38.15	4.1106
38.16	4.1111
38.18	4.1114
38.20	4.1117
38.21	4.1123
38.23	4.1127
38.24	4.1132
38.26	4.1139
38.28	4.1145
38.30	4.1150
38.31	4.1155
38.33	4.1160
38.34	4.1165
38.36	4.1169
38.38	4.1174
38.39	4.1179
38.41	4.1181
38.43	4.1187
38.44	4.1192
38.46	4.1195
38.48	4.1198
38.49	4.1203
38.51	4.1207
38.52	4.1211
38.54	4.1218
38.56	4.1221
38.58	4.1225
38.59	4.1233
38.61	4.1238
38.63	4.1244
38.64	4.1251
38.65	4.1256
38.67	4.1262
38.69	4.1269
38.72	4.1275
38.73	4.1280
38.74	4.1285
38.75	4.1290
38.77	4.1294
38.79	4.1299
38.81	4.1303
38.83	4.1306
38.84	4.1311
38.86	4.1313
38.88	4.1316
38.89	4.1321
38.91	4.1323
38.93	4.1329
38.94	4.1336
38.96	4.1344
38.98	4.1351
38.99	4.1358
39.00	4.1366
39.02	4.1371
39.04	4.1377
39.05	4.1380
39.08	4.1385
39.09	4.1392
39.10	4.1395
39.12	4.1399
39.14	4.1404
39.15	4.1409
39.17	4.1414
39.19	4.1419
39.20	4.1421
39.22	4.1424
39.24	4.1429
39.25	4.1433
39.27	4.1439
39.29	4.1445
39.30	4.1451
39.32	4.1456
39.34	4.1463
39.35	4.1467
39.38	4.1475
39.39	4.1481
39.40	4.1487
39.42	4.1492
39.44	4.1496
39.45	4.1501
39.48	4.1504
39.49	4.1510
39.50	4.1515
39.52	4.1519
39.53	4.1525
39.55	4.1528
39.57	4.1530
39.59	4.1535
39.60	4.1540
39.62	4.1545
39.63	4.1552
39.65	4.1558
39.67	4.1566
39.69	4.1573
39.70	4.1578
39.72	4.1584
39.73	4.1590
39.75	4.1595
39.77	4.1600
39.79	4.1606
39.81	4.1610
39.82	4.1613
39.84	4.1619
39.85	4.1624
39.87	4.1628
39.88	4.1634
39.90	4.1637
39.92	4.1640
39.93	4.1644
39.95	4.1648
39.96	4.1654
39.98	4.1661
40.00	4.1668
40.02	4.1674
40.04	4.1680
40.05	4.1687
40.07	4.1694
40.08	4.1699
40.10	4.1703
40.12	4.1710
40.13	4.1714
40.15	4.1720
40.16	4.1727
40.18	4.1732
40.19	4.1737
40.21	4.1742
40.23	4.1747
40.24	4.1748
40.27	4.1752
40.28	4.1755
40.30	4.1759
40.31	4.1766
40.33	4.1773
40.34	4.1780
40.36	4.1789
40.38	4.1797
40.40	4.1803
40.42	4.1808
40.43	4.1813
40.45	4.1818
40.46	4.1822
40.48	4.1826
40.50	4.1831
40.52	4.1836
40.53	4.1841
40.55	4.1845
40.57	4.1849
40.58	4.1854
40.59	4.1858
40.62	4.1863
40.63	4.1869
40.65	4.1872
40.66	4.1877
40.68	4.1883
40.70	4.1890
40.72	4.1897
40.73	4.1904
40.74	4.1911
40.76	4.1916
40.78	4.1922
40.80	4.1926
40.81	4.1931
40.83	4.1936
40.84	4.1940
40.86	4.1944
40.88	4.1949
40.90	4.1954
40.91	4.1960
40.93	4.1965
40.95	4.1969
40.96	4.1973
40.98	4.1978
40.99	4.1983
41.01	4.1988
41.03	4.1994
41.05	4.2000
41.06	4.2006
41.08	4.2012
41.09	4.2015
41.11	4.2022
41.13	4.2026
41.15	4.2031
41.16	4.2036
41.18	4.2041
41.20	4.2046
41.22	4.2051
41.23	4.2055
41.24	4.2059
41.26	4.2063
41.27	4.2070
41.29	4.2074
41.31	4.2077
41.33	4.2082
41.34	4.2086
41.36	4.2093
41.37	4.2100
41.39	4.2106
41.41	4.2112
41.43	4.2118
41.44	4.2124
41.46	4.2130
41.48	4.2136
41.49	4.2142
41.51	4.2147
41.52	4.2152
41.54	4.2157
41.56	4.2161
41.58	4.2166
41.59	4.2170
41.61	4.2176
41.63	4.2182
41.65	4.2186
41.66	4.2190
41.68	4.2196
41.69	4.2201
41.70	4.2208
41.73	4.2216
41.74	4.2222
41.76	4.2228
41.77	4.2234
41.80	4.2240
41.80	4.2245
41.82	4.2250
41.84	4.2255
41.86	4.2263
41.88	4.2268
41.89	4.2272
41.91	4.2276
41.93	4.2281
41.94	4.2286
41.95	4.2290
41.98	4.2294
41.99	4.2299
42.01	4.2304
42.02	4.2308
42.04	4.2313
42.06	4.2321
42.08	4.2326
42.09	4.2332
42.11	4.2340
42.13	4.2345
42.14	4.2352
42.16	4.2357
42.18	4.2363
42.19	4.2368
42.21	4.2372
42.23	4.2377
42.24	4.2382
42.25	4.2387
42.27	4.2392
42.29	4.2396
42.31	4.2401
42.33	4.2407
42.34	4.2412
42.36	4.2418
42.38	4.2422
42.39	4.2428
42.40	4.2435
42.43	4.2441
42.44	4.2447
42.45	4.2455
42.47	4.2462
42.49	4.2467
42.50	4.2472
42.52	4.2478
42.54	4.2481
42.55	4.2488
42.57	4.2492
42.59	4.2497
42.61	4.2502
42.63	4.2509
42.64	4.2514
42.65	4.2520
42.67	4.2525
42.69	4.2529
42.70	4.2534
42.72	4.2538
42.74	4.2541
42.75	4.2547
42.77	4.2552
42.79	4.2560
42.80	4.2567
42.83	4.2574
42.84	4.2580
42.85	4.2587
42.87	4.2592
42.88	4.2597
42.90	4.2602
42.93	4.2606
42.94	4.2610
42.95	4.2615
42.97	4.2620
42.99	4.2627
43.00	4.2631
43.02	4.2635
43.04	4.2640
43.05	4.2644
43.07	4.2649
43.08	4.2653
43.10	4.2658
43.12	4.2663
43.14	4.2668
43.15	4.2674
43.17	4.2680
43.19	4.2686
43.20	4.2692
43.22	4.2699
43.23	4.2705
43.25	4.2709
43.27	4.2714
43.28	4.2718
43.30	4.2723
43.32	4.2727
43.33	4.2730
43.35	4.2736
43.37	4.2738
43.38	4.2744
43.40	4.2749
43.42	4.2755
43.44	4.2759
43.45	4.2767
43.47	4.2774
43.49	4.2781
43.50	4.2788
43.51	4.2793
43.53	4.2796
43.55	4.2803
43.57	4.2807
43.58	4.2812
43.60	4.2816
43.62	4.2821
43.63	4.2826
43.65	4.2831
43.66	4.2836
43.68	4.2839
43.70	4.2844
43.71	4.2848
43.73	4.2852
43.75	4.2857
43.77	4.2861
43.78	4.2865
43.80	4.2872
43.81	4.2879
43.83	4.2886
43.85	4.2894
43.87	4.2899
43.88	4.2905
43.90	4.2911
43.91	4.2915
43.93	4.2921
43.94	4.2925
43.96	4.2928
43.98	4.2934
43.99	4.2941
44.01	4.2943
44.03	4.2949
44.05	4.2953
44.07	4.2957
44.08	4.2962
44.10	4.2966
44.12	4.2972
44.13	4.2978
44.15	4.2983
44.16	4.2989
44.18	4.2995
44.19	4.3001
44.21	4.3006
44.23	4.3011
44.24	4.3016
44.26	4.3021
44.28	4.3028
44.30	4.3035
44.31	4.3040
44.33	4.3044
44.34	4.3048
44.36	4.3054
44.38	4.3060
44.39	4.3064
44.41	4.3067
44.43	4.3072
44.44	4.3076
44.46	4.3082
44.48	4.3087
44.49	4.3095
44.50	4.3101
44.52	4.3108
44.55	4.3115
44.56	4.3120
44.58	4.3126
44.59	4.3131
44.61	4.3137
44.63	4.3142
44.64	4.3145
44.65	4.3148
44.67	4.3153
44.69	4.3157
44.71	4.3161
44.72	4.3165
44.74	4.3168
44.76	4.3172
44.78	4.3177
44.79	4.3181
44.80	4.3186
44.82	4.3193
44.84	4.3200
44.86	4.3206
44.88	4.3211
44.89	4.3218
44.91	4.3223
44.93	4.3231
44.94	4.3235
44.96	4.3242
44.98	4.3246
44.99	4.3252
45.01	4.3257
45.03	4.3262
45.04	4.3266
45.05	4.3270
45.08	4.3276
45.09	4.3281
45.10	4.3285
45.12	4.3289
45.14	4.3294
45.16	4.3299
45.17	4.3306
45.19	4.3310
45.20	4.3316
45.22	4.3322
45.24	4.3329
45.26	4.3333
45.27	4.3339
45.29	4.3345
45.30	4.3350
45.32	4.3356
45.34	4.3361
45.35	4.3367
45.37	4.3371
45.39	4.3376
45.41	4.3380
45.43	4.3385
45.44	4.3389
45.46	4.3395
45.47	4.3401
45.49	4.3407
45.50	4.3414
45.52	4.3423
45.54	4.3430
45.55	4.3436
45.57	4.3444
45.59	4.3451
45.60	4.3456
45.62	4.3461
45.64	4.3466
45.65	4.3471
45.67	4.3475
45.68	4.3481
45.70	4.3486
45.72	4.3492
45.74	4.3497
45.75	4.3501
45.77	4.3506
45.79	4.3509
45.81	4.3514
45.82	4.3517
45.83	4.3524
45.85	4.3530
45.87	4.3538
45.89	4.3545
45.90	4.3551
45.91	4.3560
45.93	4.3567
45.95	4.3574
45.97	4.3580
45.99	4.3584
46.00	4.3589
46.02	4.3593
46.04	4.3600
46.05	4.3604
46.07	4.3607
46.09	4.3613
46.10	4.3616
46.12	4.3622
46.13	4.3629
46.15	4.3632
46.17	4.3637
46.19	4.3642
46.20	4.3649
46.22	4.3655
46.23	4.3660
46.25	4.3667
46.27	4.3674
46.29	4.3682
46.30	4.3687
46.32	4.3694
46.33	4.3698
46.35	4.3704
46.38	4.3708
46.39	4.3714
46.40	4.3717
46.42	4.3722
46.44	4.3728
46.45	4.3734
46.47	4.3737
46.48	4.3743
46.50	4.3745
46.52	4.3751
46.53	4.3757
46.55	4.3765
46.57	4.3771
46.58	4.3778
46.60	4.3784
46.62	4.3789
46.64	4.3795
46.65	4.3800
46.67	4.3805
46.69	4.3809
46.70	4.3815
46.72	4.3818
46.73	4.3823
46.75	4.3830
46.77	4.3833
46.78	4.3837
46.80	4.3840
46.82	4.3845
46.83	4.3848
46.84	4.3853
46.87	4.3858
46.88	4.3865
46.90	4.3872
46.92	4.3878
46.93	4.3884
46.95	4.3892
46.97	4.3898
46.98	4.3905
47.00	4.3910
47.02	4.3916
47.03	4.3921
47.05	4.3924
47.07	4.3927
47.08	4.3932
47.09	4.3937
47.11	4.3943
47.13	4.3947
47.15	4.3952
47.16	4.3955
47.18	4.3962
47.20	4.3965
47.22	4.3972
47.23	4.3978
47.25	4.3982
47.27	4.3988
47.28	4.3994
47.30	4.4000
47.31	4.4006
47.33	4.4012
47.35	4.4018
47.37	4.4024
47.39	4.4029
47.40	4.4033
47.41	4.4038
47.43	4.4045
47.45	4.4050
47.46	4.4056
47.48	4.4059
47.50	4.4066
47.51	4.4069
47.53	4.4073
47.55	4.4077
47.57	4.4085
47.58	4.4093
47.59	4.4098
47.62	4.4106
47.63	4.4112
47.65	4.4117
47.66	4.4123
47.68	4.4130
47.70	4.4134
47.72	4.4141
47.73	4.4146
47.75	4.4151
47.77	4.4158
47.78	4.4162
47.80	4.4165
47.81	4.4171
47.83	4.4175
47.84	4.4179
47.86	4.4183
47.88	4.4189
47.90	4.4195
47.92	4.4202
47.94	4.4208
47.95	4.4216
47.97	4.4222
47.98	4.4229
48.00	4.4236
48.01	4.4241
48.03	4.4250
48.05	4.4255
48.06	4.4262
48.08	4.4266
48.10	4.4271
48.12	4.4276
48.13	4.4283
48.15	4.4289
48.17	4.4295
48.18	4.4300
48.20	4.4302
48.21	4.4304
48.23	4.4311
48.25	4.4317
48.26	4.4324
48.28	4.4333
48.30	4.4339
48.31	4.4347
48.33	4.4354
48.34	4.4361
48.35	4.4367
48.38	4.4372
48.39	4.4377
48.41	4.4382
48.43	4.4387
48.44	4.4391
48.46	4.4396
48.48	4.4399
48.49	4.4403
48.51	4.4409
48.52	4.4413
48.54	4.4418
48.56	4.4423
48.58	4.4429
48.59	4.4434
48.61	4.4440
48.63	4.4446
48.64	4.4452
48.66	4.4460
48.68	4.4464
48.69	4.4470
48.71	4.4476
48.73	4.4480
48.74	4.4487
48.76	4.4493
48.77	4.4498
48.79	4.4504
48.81	4.4510
48.83	4.4514
48.84	4.4519
48.86	4.4525
48.88	4.4528
48.89	4.4533
48.91	4.4537
48.93	4.4543
48.94	4.4552
48.96	4.4558
48.98	4.4564
48.99	4.4571
49.00	4.4577
49.02	4.4581
49.04	4.4586
49.06	4.4592
49.08	4.4598
49.09	4.4603
49.11	4.4608
49.13	4.4612
49.14	4.4618
49.15	4.4623
49.17	4.4626
49.19	4.4631
49.21	4.4634
49.23	4.4637
49.24	4.4642
49.25	4.4649
49.27	4.4655
49.29	4.4663
49.31	4.4668
49.33	4.4675
49.34	4.4679
49.36	4.4683
49.38	4.4687
49.39	4.4693
49.41	4.4698
49.42	4.4702
49.44	4.4707
49.45	4.4710
49.48	4.4714
49.49	4.4718
49.50	4.4722
49.52	4.4728
49.54	4.4731
49.55	4.4736
49.57	4.4738
49.59	4.4744
49.60	4.4749
49.62	4.4757
49.64	4.4763
49.66	4.4770
49.67	4.4777
49.69	4.4782
49.70	4.4789
49.72	4.4794
49.74	4.4800
49.75	4.4806
49.77	4.4810
49.79	4.4817
49.80	4.4823
49.83	4.4828
49.84	4.4834
49.85	4.4838
49.87	4.4842
49.89	4.4849
49.90	4.4853
49.92	4.4858
49.93	4.4865
49.95	4.4872
49.98	4.4876
49.99	4.4884
50.00	4.4891
50.02	4.4896
50.04	4.4900
50.05	4.4907
50.07	4.4912
50.09	4.4918
50.10	4.4925
50.12	4.4929
50.13	4.4935
50.15	4.4942
50.18	4.4944
50.19	4.4950
50.20	4.4955
50.22	4.4961
50.24	4.4965
50.25	4.4969
50.27	4.4973
50.29	4.4978
50.30	4.4986
50.32	4.4992
50.33	4.4999
50.35	4.5007
50.37	4.5013
50.39	4.5019
50.40	4.5024
50.42	4.5031
50.43	4.5035
50.45	4.5042
50.47	4.5047
50.48	4.5054
50.50	4.5059
50.52	4.5064
50.53	4.5068
50.55	4.5074
50.56	4.5078
50.58	4.5082
50.60	4.5087
50.62	4.5092
50.63	4.5099
50.65	4.5106
50.66	4.5111
50.68	4.5120
50.70	4.5128
50.72	4.5133
50.73	4.5139
50.75	4.5145
50.76	4.5148
50.78	4.5154
50.80	4.5161
50.81	4.5165
50.83	4.5172
50.84	4.5176
50.86	4.5182
50.88	4.5185
50.90	4.5190
50.92	4.5195
50.93	4.5202
50.95	4.5206
50.96	4.5212
50.98	4.5218
51.00	4.5227
51.02	4.5235
51.03	4.5241
51.05	4.5248
51.06	4.5254
51.08	4.5261
51.10	4.5267
51.12	4.5272
51.14	4.5275
51.15	4.5281
51.17	4.5286
51.18	4.5291
51.20	4.5297
51.22	4.5301
51.23	4.5307
51.25	4.5312
51.27	4.5316
51.28	4.5321
51.30	4.5329
51.31	4.5335
51.33	4.5343
51.34	4.5350
51.36	4.5357
51.38	4.5364
51.40	4.5369
51.42	4.5374
51.43	4.5380
51.45	4.5384
51.46	4.5389
51.48	4.5395
51.49	4.5400
51.51	4.5404
51.53	4.5410
51.55	4.5417
51.56	4.5420
51.58	4.5425
51.59	4.5429
51.61	4.5432
51.63	4.5437
51.65	4.5444
51.67	4.5452
51.68	4.5458
51.70	4.5465
51.71	4.5470
51.73	4.5478
51.75	4.5484
51.76	4.5489
51.77	4.5495
51.80	4.5501
51.82	4.5505
51.83	4.5511
51.84	4.5516
51.86	4.5520
51.88	4.5524
51.90	4.5530
51.91	4.5535
51.93	4.5543
51.95	4.5547
51.96	4.5554
51.98	4.5560
52.00	4.5567
52.01	4.5575
52.03	4.5581
52.05	4.5589
52.06	4.5597
52.08	4.5604
52.09	4.5611
52.11	4.5617
52.13	4.5623
52.15	4.5629
52.16	4.5635
52.18	4.5640
52.19	4.5643
52.21	4.5647
52.23	4.5652
52.25	4.5657
52.26	4.5662
52.27	4.5667
52.29	4.5673
52.31	4.5679
52.33	4.5688
52.34	4.5695
52.36	4.5703
52.38	4.5713
52.39	4.5719
52.41	4.5726
52.43	4.5732
52.44	4.5738
52.46	4.5744
52.48	4.5748
52.49	4.5755
52.51	4.5759
52.52	4.5764
52.54	4.5770
52.56	4.5774
52.57	4.5779
52.59	4.5785
52.61	4.5788
52.63	4.5792
52.65	4.5798
52.66	4.5804
52.68	4.5812
52.70	4.5820
52.71	4.5827
52.73	4.5832
52.74	4.5839
52.76	4.5843
52.77	4.5850
52.79	4.5856
52.81	4.5859
52.83	4.5865
52.84	4.5871
52.85	4.5877
52.87	4.5882
52.89	4.5888
52.90	4.5892
52.92	4.5897
52.94	4.5901
52.96	4.5905
52.97	4.5909
52.99	4.5913
53.00	4.5920
53.02	4.5925
53.04	4.5933
53.05	4.5939
53.07	4.5944
53.08	4.5952
53.10	4.5958
53.13	4.5963
53.14	4.5967
53.15	4.5973
53.17	4.5976
53.19	4.5982
53.20	4.5986
53.23	4.5991
53.24	4.5997
53.25	4.6002
53.27	4.6006
53.29	4.6012
53.30	4.6017
53.33	4.6022
53.34	4.6029
53.36	4.6033
53.38	4.6042
53.39	4.6050
53.40	4.6058
53.42	4.6065
53.44	4.6071
53.46	4.6077
53.48	4.6084
53.48	4.6091
53.50	4.6095
53.52	4.6102
53.54	4.6109
53.55	4.6115
53.57	4.6121
53.59	4.6127
53.60	4.6132
53.63	4.6138
53.64	4.6145
53.66	4.6147
53.68	4.6153
53.69	4.6159
53.70	4.6168
53.73	4.6176
53.74	4.6182
53.75	4.6188
53.77	4.6195
53.79	4.6202
53.80	4.6208
53.82	4.6214
53.83	4.6219
53.85	4.6227
53.87	4.6232
53.89	4.6237
53.90	4.6242
53.92	4.6247
53.93	4.6253
53.95	4.6259
53.97	4.6263
53.99	4.6269
54.00	4.6274
54.02	4.6280
54.04	4.6286
54.05	4.6294
54.07	4.6301
54.08	4.6307
54.10	4.6315
54.12	4.6320
54.14	4.6326
54.15	4.6332
54.17	4.6336
54.19	4.6341
54.20	4.6347
54.22	4.6351
54.23	4.6355
54.25	4.6362
54.27	4.6367
54.28	4.6371
54.30	4.6376
54.32	4.6382
54.34	4.6385
54.35	4.6391
54.37	4.6398
54.38	4.6404
54.40	4.6411
54.42	4.6417
54.43	4.6423
54.45	4.6432
54.47	4.6439
54.48	4.6442
54.50	4.6448
54.52	4.6455
54.53	4.6459
54.55	4.6466
54.57	4.6471
54.58	4.6477
54.60	4.6482
54.62	4.6486
54.63	4.6490
54.65	4.6493
54.67	4.6498
54.68	4.6502
54.70	4.6508
54.72	4.6514
54.73	4.6523
54.75	4.6532
54.77	4.6537
54.79	4.6546
54.80	4.6554
54.82	4.6559
54.84	4.6565
54.85	4.6571
54.87	4.6577
54.88	4.6581
54.90	4.6587
54.92	4.6595
54.93	4.6598
54.95	4.6606
54.97	4.6613
54.98	4.6618
55.00	4.6623
55.02	4.6629
55.04	4.6635
55.05	4.6641
55.07	4.6648
55.08	4.6655
55.09	4.6664
55.12	4.6672
55.13	4.6678
55.15	4.6687
55.17	4.6693
55.18	4.6698
55.20	4.6703
55.22	4.6709
55.23	4.6713
55.25	4.6718
55.26	4.6722
55.29	4.6728
55.30	4.6733
55.32	4.6740
55.33	4.6743
55.35	4.6750
55.37	4.6755
55.38	4.6763
55.40	4.6772
55.40	4.6779
55.43	4.6785
55.46	4.6792
55.47	4.6799
55.48	4.6802
55.48	4.6809
55.50	4.6814
55.52	4.6816
55.53	4.6822
55.55	4.6826
55.57	4.6829
55.59	4.6834
55.62	4.6839
55.63	4.6843
55.65	4.6846
55.67	4.6851
55.68	4.6855
55.70	4.6862
55.72	4.6872
55.73	4.6878
55.75	4.6885
55.76	4.6893
55.78	4.6899
55.80	4.6905
55.81	4.6911
55.83	4.6918
55.85	4.6925
55.86	4.6931
55.88	4.6935
55.90	4.6940
55.92	4.6947
55.93	4.6951
55.95	4.6957
55.96	4.6962
55.98	4.6964
56.00	4.6969
56.01	4.6974
56.03	4.6979
56.05	4.6986
56.06	4.6993
56.08	4.7003
56.09	4.7009
56.11	4.7018
56.13	4.7026
56.15	4.7034
56.16	4.7039
56.18	4.7043
56.20	4.7048
56.21	4.7054
56.23	4.7059
56.25	4.7063
56.26	4.7070
56.27	4.7076
56.29	4.7083
56.31	4.7089
56.33	4.7094
56.34	4.7102
56.36	4.7110
56.38	4.7115
56.39	4.7122
56.41	4.7130
56.43	4.7138
56.45	4.7146
56.46	4.7153
56.48	4.7159
56.50	4.7165
56.51	4.7172
56.52	4.7178
56.55	4.7184
56.56	4.7188
56.58	4.7192
56.59	4.7200
56.61	4.7207
56.63	4.7212
56.64	4.7219
56.66	4.7224
56.68	4.7230
56.69	4.7235
56.71	4.7241
56.73	4.7248
56.74	4.7254
56.76	4.7263
56.77	4.7270
56.79	4.7276
56.81	4.7282
56.83	4.7288
56.84	4.7295
56.86	4.7303
56.88	4.7309
56.90	4.7315
56.91	4.7320
56.93	4.7325
56.94	4.7331
56.96	4.7338
56.98	4.7345
56.99	4.7350
57.00	4.7356
57.02	4.7361
57.04	4.7365
57.06	4.7370
57.07	4.7378
57.09	4.7385
57.11	4.7392
57.13	4.7399
57.14	4.7405
57.16	4.7411
57.18	4.7416
57.19	4.7421
57.21	4.7427
57.23	4.7434
57.24	4.7441
57.26	4.7446
57.27	4.7449
57.29	4.7454
57.31	4.7461
57.33	4.7465
57.34	4.7470
57.36	4.7476
57.38	4.7482
57.39	4.7488
57.41	4.7496
57.43	4.7503
57.45	4.7510
57.46	4.7519
57.48	4.7524
57.49	4.7531
57.50	4.7537
57.52	4.7543
57.54	4.7550
57.55	4.7555
57.57	4.7561
57.59	4.7566
57.60	4.7572
57.63	4.7577
57.64	4.7584
57.66	4.7590
57.68	4.7596
57.69	4.7602
57.70	4.7607
57.72	4.7613
57.74	4.7619
57.75	4.7626
57.77	4.7633
57.79	4.7639
57.80	4.7646
57.82	4.7651
57.84	4.7657
57.86	4.7664
57.88	4.7669
57.89	4.7675
57.91	4.7681
57.92	4.7688
57.94	4.7694
57.96	4.7699
57.97	4.7704
57.99	4.7708
58.01	4.7716
58.02	4.7722
58.04	4.7728
58.05	4.7735
58.07	4.7742
58.09	4.7748
58.11	4.7755
58.13	4.7762
58.14	4.7769
58.16	4.7776
58.17	4.7780
58.19	4.7786
58.20	4.7790
58.22	4.7797
58.24	4.7803
58.25	4.7809
58.27	4.7815
58.29	4.7819
58.30	4.7823
58.32	4.7828
58.34	4.7833
58.35	4.7840
58.37	4.7846
58.39	4.7851
58.40	4.7859
58.42	4.7867
58.43	4.7874
58.45	4.7881
58.47	4.7888
58.49	4.7896
58.50	4.7903
58.52	4.7908
58.54	4.7916
58.55	4.7924
58.57	4.7930
58.59	4.7937
58.60	4.7943
58.62	4.7950
58.64	4.7954
58.65	4.7960
58.67	4.7965
58.68	4.7971
58.70	4.7978
58.71	4.7981
58.73	4.7987
58.75	4.7994
58.77	4.8002
58.78	4.8009
58.80	4.8017
58.82	4.8024
58.83	4.8033
58.85	4.8041
58.87	4.8047
58.88	4.8052
58.90	4.8061
58.92	4.8067
58.93	4.8072
58.95	4.8077
58.97	4.8083
58.99	4.8088
59.00	4.8094
59.02	4.8101
59.03	4.8108
59.05	4.8112
59.07	4.8118
59.09	4.8126
59.10	4.8132
59.12	4.8141
59.13	4.8150
59.15	4.8158
59.17	4.8165
59.18	4.8173
59.20	4.8179
59.22	4.8184
59.23	4.8191
59.25	4.8197
59.27	4.8203
59.29	4.8209
59.30	4.8216
59.32	4.8222
59.34	4.8227
59.35	4.8232
59.37	4.8238
59.38	4.8244
59.40	4.8253
59.42	4.8262
59.43	4.8270
59.45	4.8277
59.47	4.8286
59.49	4.8293
59.50	4.8299
59.51	4.8306
59.53	4.8314
59.55	4.8322
59.57	4.8329
59.58	4.8335
59.60	4.8340
59.62	4.8346
59.63	4.8353
59.65	4.8359
59.67	4.8366
59.68	4.8372
59.70	4.8377
59.71	4.8382
59.73	4.8389
59.75	4.8395
59.76	4.8403
59.78	4.8411
59.80	4.8419
59.82	4.8427
59.83	4.8435
59.85	4.8440
59.87	4.8446
59.88	4.8453
59.90	4.8461
59.91	4.8465
59.93	4.8472
59.95	4.8476
59.96	4.8481
59.98	4.8486
60.00	4.8492
60.01	4.8497
60.03	4.8502
60.05	4.8506
60.07	4.8513
60.08	4.8521
60.09	4.8528
60.11	4.8536
60.13	4.8543
60.15	4.8550
60.16	4.8557
60.18	4.8564
60.20	4.8569
60.21	4.8576
60.23	4.8581
60.25	4.8586
60.26	4.8591
60.28	4.8597
60.29	4.8602
60.31	4.8605
60.33	4.8611
60.34	4.8617
60.36	4.8624
60.38	4.8628
60.40	4.8634
60.41	4.8641
60.43	4.8648
60.45	4.8654
60.46	4.8662
60.48	4.8670
60.50	4.8676
60.51	4.8684
60.53	4.8692
60.55	4.8699
60.56	4.8706
60.58	4.8713
60.60	4.8718
60.61	4.8723
60.63	4.8729
60.65	4.8735
60.66	4.8742
60.68	4.8749
60.70	4.8752
60.71	4.8757
60.73	4.8764
60.75	4.8770
60.76	4.8778
60.77	4.8785
60.79	4.8793
60.81	4.8803
60.83	4.8811
60.84	4.8816
60.86	4.8822
60.88	4.8830
60.90	4.8837
60.91	4.8845
60.93	4.8852
60.94	4.8857
60.96	4.8863
60.98	4.8870
60.99	4.8877
61.01	4.8881
61.02	4.8886
61.04	4.8891
61.06	4.8895
61.08	4.8904
61.09	4.8912
61.11	4.8919
61.13	4.8928
61.14	4.8934
61.16	4.8944
61.18	4.8951
61.19	4.8960
61.21	4.8968
61.23	4.8974
61.24	4.8979
61.26	4.8987
61.27	4.8993
61.29	4.8999
61.31	4.9005
