Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\10.pdid

Temperature (°„C)	Heat Flow Endo Up (mW)
61.33	4.9010
61.34	4.9015
61.35	4.9020
61.37	4.9028
61.39	4.9034
61.40	4.9041
61.42	4.9049
61.44	4.9057
61.46	4.9067
61.48	4.9073
61.49	4.9079
61.51	4.9086
61.52	4.9093
61.54	4.9101
61.56	4.9107
61.58	4.9115
61.59	4.9122
61.61	4.9127
61.62	4.9135
61.64	4.9141
61.65	4.9147
61.67	4.9153
61.69	4.9158
61.70	4.9164
61.73	4.9170
61.74	4.9176
61.76	4.9184
61.77	4.9193
61.79	4.9199
61.80	4.9207
61.82	4.9214
61.84	4.9221
61.86	4.9229
61.88	4.9237
61.89	4.9241
61.90	4.9248
61.92	4.9256
61.93	4.9262
61.95	4.9270
61.97	4.9276
61.99	4.9283
62.00	4.9289
62.02	4.9295
62.04	4.9301
62.05	4.9307
62.07	4.9313
62.09	4.9322
62.11	4.9329
62.12	4.9337
62.14	4.9344
62.15	4.9352
62.17	4.9360
62.18	4.9366
62.20	4.9373
62.22	4.9381
62.24	4.9390
62.26	4.9397
62.27	4.9402
62.28	4.9406
62.30	4.9411
62.32	4.9418
62.34	4.9423
62.35	4.9428
62.37	4.9434
62.39	4.9438
62.40	4.9445
62.42	4.9453
62.44	4.9459
62.45	4.9466
62.47	4.9473
62.48	4.9480
62.50	4.9485
62.52	4.9493
62.53	4.9499
62.55	4.9506
62.57	4.9513
62.58	4.9519
62.59	4.9526
62.62	4.9532
62.64	4.9536
62.66	4.9542
62.67	4.9546
62.69	4.9553
62.70	4.9558
62.72	4.9564
62.73	4.9569
62.75	4.9576
62.77	4.9584
62.79	4.9591
62.80	4.9599
62.82	4.9606
62.83	4.9612
62.85	4.9618
62.87	4.9626
62.88	4.9633
62.90	4.9640
62.92	4.9647
62.93	4.9651
62.95	4.9656
62.97	4.9661
62.98	4.9669
63.00	4.9674
63.01	4.9680
63.03	4.9687
63.05	4.9693
63.06	4.9700
63.08	4.9707
63.09	4.9716
63.11	4.9724
63.13	4.9734
63.15	4.9742
63.17	4.9750
63.18	4.9756
63.20	4.9764
63.22	4.9771
63.23	4.9776
63.25	4.9783
63.26	4.9788
63.28	4.9795
63.30	4.9802
63.32	4.9809
63.34	4.9814
63.35	4.9822
63.36	4.9829
63.38	4.9836
63.40	4.9842
63.42	4.9850
63.43	4.9858
63.45	4.9867
63.46	4.9875
63.48	4.9883
63.50	4.9891
63.51	4.9898
63.53	4.9904
63.55	4.9911
63.57	4.9916
63.58	4.9923
63.60	4.9927
63.62	4.9934
63.63	4.9939
63.65	4.9944
63.67	4.9950
63.68	4.9955
63.70	4.9961
63.71	4.9967
63.73	4.9972
63.75	4.9980
63.76	4.9988
63.78	4.9993
63.80	5.0002
63.81	5.0009
63.83	5.0016
63.85	5.0022
63.87	5.0030
63.88	5.0036
63.90	5.0042
63.92	5.0047
63.93	5.0054
63.95	5.0060
63.97	5.0066
63.98	5.0070
64.00	5.0074
64.02	5.0078
64.04	5.0084
64.05	5.0089
64.07	5.0095
64.08	5.0101
64.10	5.0109
64.12	5.0116
64.13	5.0127
64.15	5.0135
64.17	5.0140
64.18	5.0148
64.20	5.0157
64.21	5.0164
64.23	5.0170
64.25	5.0178
64.27	5.0184
64.28	5.0191
64.30	5.0195
64.32	5.0202
64.33	5.0209
64.34	5.0216
64.36	5.0222
64.38	5.0228
64.40	5.0234
64.42	5.0243
64.43	5.0250
64.45	5.0256
64.46	5.0264
64.48	5.0271
64.50	5.0279
64.51	5.0284
64.53	5.0291
64.55	5.0299
64.57	5.0305
64.58	5.0312
64.59	5.0319
64.62	5.0325
64.63	5.0331
64.64	5.0337
64.67	5.0343
64.68	5.0348
64.70	5.0355
64.72	5.0361
64.73	5.0368
64.75	5.0374
64.76	5.0381
64.78	5.0390
64.80	5.0397
64.81	5.0406
64.83	5.0413
64.84	5.0419
64.87	5.0425
64.88	5.0433
64.89	5.0439
64.91	5.0447
64.93	5.0453
64.95	5.0459
64.96	5.0465
64.98	5.0472
65.00	5.0481
65.01	5.0487
65.03	5.0494
65.04	5.0501
65.06	5.0508
65.08	5.0514
65.09	5.0521
65.11	5.0528
65.13	5.0535
65.14	5.0542
65.16	5.0549
65.18	5.0557
65.20	5.0564
65.21	5.0571
65.23	5.0579
65.25	5.0585
65.26	5.0592
65.28	5.0598
65.30	5.0605
65.31	5.0611
65.33	5.0617
65.34	5.0623
65.36	5.0628
65.38	5.0633
65.40	5.0639
65.41	5.0647
65.43	5.0654
65.45	5.0663
65.46	5.0669
65.48	5.0678
65.49	5.0686
65.51	5.0692
65.53	5.0700
65.55	5.0706
65.56	5.0712
65.58	5.0720
65.59	5.0725
65.61	5.0731
65.63	5.0737
65.64	5.0742
65.66	5.0749
65.68	5.0754
65.70	5.0760
65.71	5.0766
65.72	5.0771
65.74	5.0777
65.76	5.0784
65.78	5.0794
65.80	5.0800
65.81	5.0805
65.83	5.0812
65.84	5.0821
65.86	5.0827
65.88	5.0833
65.89	5.0839
65.91	5.0846
65.93	5.0852
65.95	5.0859
65.96	5.0865
65.98	5.0870
65.99	5.0876
66.01	5.0883
66.03	5.0890
66.04	5.0897
66.06	5.0901
66.08	5.0910
66.09	5.0918
66.11	5.0924
66.13	5.0931
66.14	5.0939
66.16	5.0945
66.18	5.0951
66.20	5.0961
66.22	5.0965
66.23	5.0971
66.25	5.0977
66.26	5.0982
66.27	5.0988
66.29	5.0993
66.31	5.0998
66.33	5.1003
66.34	5.1007
66.36	5.1012
66.38	5.1017
66.39	5.1022
66.41	5.1030
66.42	5.1037
66.44	5.1044
66.46	5.1050
66.47	5.1056
66.49	5.1063
66.51	5.1070
66.53	5.1078
66.55	5.1084
66.56	5.1088
66.58	5.1094
66.59	5.1101
66.61	5.1106
66.63	5.1110
66.64	5.1115
66.66	5.1121
66.67	5.1126
66.70	5.1131
66.71	5.1138
66.72	5.1143
66.74	5.1151
66.76	5.1160
66.78	5.1170
66.79	5.1176
66.81	5.1185
66.83	5.1191
66.84	5.1196
66.86	5.1201
66.88	5.1207
66.89	5.1212
66.91	5.1216
66.93	5.1222
66.94	5.1228
66.96	5.1232
66.97	5.1238
66.99	5.1244
67.01	5.1251
67.03	5.1256
67.05	5.1261
67.06	5.1267
67.08	5.1274
67.09	5.1282
67.11	5.1290
67.13	5.1298
67.15	5.1307
67.16	5.1315
67.17	5.1322
67.19	5.1330
67.21	5.1336
67.23	5.1342
67.25	5.1349
67.25	5.1353
67.27	5.1359
67.29	5.1366
67.31	5.1371
67.33	5.1376
67.34	5.1384
67.35	5.1386
67.38	5.1393
67.39	5.1399
67.40	5.1405
67.42	5.1413
67.44	5.1418
67.45	5.1426
67.47	5.1433
67.49	5.1440
67.51	5.1446
67.53	5.1452
67.54	5.1458
67.56	5.1465
67.58	5.1471
67.59	5.1476
67.61	5.1481
67.63	5.1486
67.64	5.1491
67.65	5.1499
67.67	5.1504
67.69	5.1512
67.71	5.1519
67.72	5.1526
67.74	5.1535
67.76	5.1541
67.77	5.1550
67.79	5.1555
67.80	5.1562
67.82	5.1567
67.84	5.1574
67.85	5.1579
67.87	5.1587
67.89	5.1594
67.90	5.1600
67.92	5.1606
67.94	5.1614
67.95	5.1619
67.97	5.1623
67.99	5.1629
68.00	5.1634
68.02	5.1638
68.03	5.1645
68.05	5.1652
68.07	5.1660
68.09	5.1667
68.10	5.1674
68.12	5.1681
68.13	5.1686
68.15	5.1695
68.17	5.1701
68.20	5.1707
68.21	5.1714
68.22	5.1721
68.23	5.1728
68.25	5.1733
68.27	5.1739
68.29	5.1745
68.30	5.1749
68.32	5.1755
68.34	5.1761
68.35	5.1767
68.37	5.1772
68.39	5.1779
68.40	5.1784
68.42	5.1793
68.44	5.1800
68.45	5.1806
68.47	5.1814
68.49	5.1820
68.50	5.1826
68.52	5.1833
68.54	5.1840
68.55	5.1844
68.57	5.1850
68.59	5.1857
68.60	5.1862
68.62	5.1867
68.63	5.1873
68.65	5.1878
68.67	5.1885
68.69	5.1890
68.70	5.1895
68.72	5.1902
68.73	5.1910
68.75	5.1918
68.77	5.1925
68.79	5.1932
68.80	5.1940
68.82	5.1947
68.84	5.1953
68.85	5.1957
68.86	5.1962
68.88	5.1965
68.90	5.1973
68.92	5.1979
68.94	5.1985
68.95	5.1991
68.97	5.1995
68.98	5.2000
69.00	5.2004
69.02	5.2012
69.03	5.2017
69.05	5.2026
69.07	5.2032
69.09	5.2040
69.10	5.2046
69.12	5.2053
69.14	5.2060
69.15	5.2065
69.17	5.2070
69.19	5.2078
69.20	5.2083
69.22	5.2089
69.24	5.2096
69.25	5.2098
69.27	5.2104
69.28	5.2110
69.30	5.2114
69.31	5.2121
69.33	5.2126
69.35	5.2129
69.37	5.2137
69.38	5.2142
69.40	5.2152
69.42	5.2160
69.43	5.2166
69.45	5.2174
69.47	5.2180
69.48	5.2189
69.50	5.2195
69.52	5.2202
69.53	5.2208
69.55	5.2215
69.57	5.2220
69.59	5.2225
69.60	5.2230
69.62	5.2233
69.63	5.2239
69.65	5.2243
69.67	5.2248
69.68	5.2253
69.70	5.2258
69.72	5.2264
69.73	5.2272
69.75	5.2281
69.76	5.2289
69.78	5.2296
69.80	5.2304
69.82	5.2311
69.83	5.2316
69.85	5.2324
69.86	5.2330
69.88	5.2334
69.90	5.2340
69.91	5.2344
69.93	5.2350
69.95	5.2356
69.97	5.2361
69.98	5.2366
70.00	5.2372
70.02	5.2377
70.03	5.2382
70.05	5.2388
70.07	5.2395
70.08	5.2400
70.10	5.2407
70.12	5.2414
70.13	5.2422
70.15	5.2428
70.17	5.2435
70.18	5.2441
70.20	5.2446
70.22	5.2453
70.23	5.2459
70.25	5.2465
70.27	5.2470
70.28	5.2477
70.30	5.2481
70.31	5.2487
70.33	5.2492
70.35	5.2498
70.37	5.2505
70.38	5.2512
70.40	5.2520
70.41	5.2528
70.43	5.2534
70.45	5.2541
70.46	5.2549
70.48	5.2557
70.50	5.2564
70.51	5.2572
70.53	5.2577
70.55	5.2585
70.56	5.2589
70.58	5.2594
70.60	5.2602
70.61	5.2607
70.63	5.2611
70.64	5.2617
70.66	5.2625
70.68	5.2629
70.70	5.2637
70.72	5.2644
70.73	5.2652
70.75	5.2659
70.76	5.2666
70.78	5.2672
70.80	5.2680
70.81	5.2687
70.83	5.2694
70.84	5.2700
70.86	5.2708
70.88	5.2713
70.89	5.2718
70.91	5.2725
70.93	5.2731
70.94	5.2736
70.96	5.2740
70.98	5.2746
71.00	5.2751
71.01	5.2757
71.03	5.2766
71.05	5.2772
71.06	5.2780
71.08	5.2787
71.09	5.2793
71.11	5.2801
71.13	5.2806
71.14	5.2814
71.16	5.2820
71.17	5.2827
71.20	5.2830
71.21	5.2835
71.23	5.2840
71.25	5.2845
71.26	5.2849
71.28	5.2853
71.30	5.2857
71.31	5.2863
71.33	5.2869
71.35	5.2875
71.36	5.2881
71.38	5.2886
71.39	5.2894
71.41	5.2900
71.42	5.2907
71.44	5.2914
71.46	5.2921
71.48	5.2925
71.50	5.2932
71.51	5.2939
71.53	5.2944
71.55	5.2949
71.56	5.2955
71.58	5.2960
71.59	5.2965
71.61	5.2970
71.63	5.2973
71.64	5.2976
71.65	5.2982
71.67	5.2987
71.69	5.2995
71.71	5.3003
71.73	5.3009
71.74	5.3017
71.76	5.3024
71.78	5.3031
71.79	5.3038
71.81	5.3044
71.83	5.3050
71.84	5.3056
71.86	5.3062
71.88	5.3068
71.89	5.3073
71.91	5.3082
71.92	5.3085
71.94	5.3092
71.96	5.3098
71.97	5.3103
72.00	5.3109
72.01	5.3113
72.03	5.3120
72.05	5.3125
72.06	5.3133
72.08	5.3139
72.09	5.3146
72.11	5.3153
72.12	5.3159
72.14	5.3166
72.16	5.3172
72.17	5.3177
72.19	5.3184
72.21	5.3191
72.23	5.3195
72.25	5.3201
72.26	5.3206
72.28	5.3211
72.29	5.3217
72.31	5.3222
72.33	5.3229
72.34	5.3235
72.35	5.3243
72.37	5.3251
72.39	5.3258
72.40	5.3268
72.42	5.3275
72.44	5.3280
72.46	5.3288
72.47	5.3296
72.49	5.3303
72.51	5.3310
72.53	5.3316
72.54	5.3323
72.56	5.3329
72.58	5.3334
72.59	5.3340
72.61	5.3345
72.62	5.3351
72.64	5.3357
72.66	5.3364
72.67	5.3367
72.69	5.3375
72.70	5.3383
72.72	5.3389
72.74	5.3396
72.75	5.3403
72.77	5.3410
72.79	5.3416
72.81	5.3422
72.83	5.3429
72.84	5.3436
72.86	5.3443
72.88	5.3448
72.89	5.3454
72.90	5.3459
72.92	5.3466
72.94	5.3471
72.96	5.3478
72.97	5.3482
72.99	5.3489
73.01	5.3496
73.03	5.3502
73.04	5.3511
73.05	5.3518
73.08	5.3524
73.09	5.3531
73.11	5.3536
73.13	5.3541
73.14	5.3546
73.16	5.3553
73.17	5.3559
73.19	5.3564
73.20	5.3572
73.23	5.3575
73.24	5.3582
73.26	5.3588
73.28	5.3593
73.29	5.3599
73.31	5.3605
73.33	5.3610
73.34	5.3617
73.36	5.3625
73.38	5.3632
73.39	5.3639
73.41	5.3646
73.42	5.3652
73.44	5.3657
73.46	5.3665
73.48	5.3668
73.50	5.3676
73.51	5.3682
73.53	5.3689
73.55	5.3695
73.56	5.3699
73.58	5.3704
73.59	5.3709
73.61	5.3715
73.63	5.3717
73.64	5.3724
73.66	5.3727
73.67	5.3737
73.69	5.3740
73.70	5.3751
73.72	5.3756
73.74	5.3760
73.75	5.3769
73.77	5.3777
73.79	5.3785
73.81	5.3787
73.83	5.3792
73.84	5.3800
73.85	5.3807
73.87	5.3817
73.89	5.3825
73.91	5.3827
73.92	5.3829
73.94	5.3833
73.95	5.3845
73.97	5.3845
73.99	5.3852
74.00	5.3856
74.02	5.3865
74.04	5.3870
74.05	5.3879
74.08	5.3886
74.09	5.3892
74.11	5.3899
74.13	5.3906
74.14	5.3913
74.16	5.3918
74.18	5.3925
74.19	5.3933
74.20	5.3938
74.22	5.3944
74.24	5.3950
74.25	5.3956
74.27	5.3960
74.29	5.3966
74.30	5.3971
74.33	5.3979
74.34	5.3985
74.36	5.3993
74.37	5.4001
74.39	5.4008
74.40	5.4016
74.42	5.4026
74.44	5.4032
74.46	5.4039
74.47	5.4044
74.49	5.4051
74.51	5.4056
74.53	5.4062
74.54	5.4068
74.56	5.4072
74.58	5.4079
74.59	5.4088
74.60	5.4092
74.63	5.4095
74.64	5.4103
74.66	5.4108
74.67	5.4116
74.69	5.4123
74.70	5.4132
74.73	5.4139
74.74	5.4148
74.76	5.4155
74.78	5.4161
74.79	5.4167
74.80	5.4173
74.82	5.4178
74.84	5.4185
74.85	5.4190
74.88	5.4196
74.89	5.4201
74.91	5.4204
74.92	5.4209
74.94	5.4216
74.96	5.4220
74.98	5.4226
74.99	5.4234
75.00	5.4241
75.02	5.4250
75.04	5.4257
75.05	5.4263
75.07	5.4267
75.09	5.4273
75.10	5.4279
75.13	5.4285
75.14	5.4293
75.16	5.4298
75.17	5.4305
75.19	5.4310
75.20	5.4317
75.22	5.4323
75.24	5.4328
75.25	5.4332
75.28	5.4336
75.29	5.4343
75.31	5.4347
75.33	5.4353
75.34	5.4360
75.35	5.4369
75.37	5.4377
75.39	5.4383
75.40	5.4391
75.42	5.4399
75.43	5.4402
75.45	5.4406
75.47	5.4413
75.49	5.4419
75.50	5.4425
75.52	5.4431
75.54	5.4437
75.55	5.4442
75.57	5.4448
75.59	5.4455
75.61	5.4458
75.63	5.4465
75.64	5.4472
75.65	5.4478
75.67	5.4487
75.69	5.4492
75.70	5.4500
75.72	5.4506
75.73	5.4514
75.75	5.4520
75.77	5.4526
75.79	5.4534
75.81	5.4538
75.83	5.4545
75.84	5.4552
75.86	5.4558
75.88	5.4563
75.89	5.4568
75.90	5.4573
75.92	5.4580
75.93	5.4586
75.95	5.4592
75.98	5.4600
75.99	5.4607
76.00	5.4614
76.02	5.4623
76.03	5.4630
76.05	5.4637
76.07	5.4643
76.09	5.4649
76.10	5.4654
76.12	5.4660
76.14	5.4668
76.15	5.4673
76.17	5.4679
76.19	5.4686
76.20	5.4691
76.22	5.4698
76.24	5.4705
76.25	5.4711
76.27	5.4716
76.29	5.4723
76.30	5.4730
76.32	5.4738
76.34	5.4748
76.35	5.4756
76.37	5.4763
76.39	5.4770
76.40	5.4775
76.42	5.4782
76.44	5.4787
76.45	5.4790
76.47	5.4795
76.49	5.4802
76.50	5.4808
76.52	5.4815
76.53	5.4822
76.55	5.4829
76.57	5.4833
76.59	5.4840
76.60	5.4846
76.62	5.4855
76.63	5.4861
76.65	5.4870
76.67	5.4875
76.69	5.4884
76.70	5.4891
76.72	5.4897
76.74	5.4904
76.75	5.4908
76.77	5.4915
76.78	5.4920
76.80	5.4925
76.82	5.4931
76.84	5.4938
76.85	5.4943
76.87	5.4947
76.88	5.4951
76.90	5.4955
76.92	5.4962
76.93	5.4964
76.95	5.4971
76.97	5.4976
76.98	5.4984
77.00	5.4991
77.02	5.4996
77.03	5.5004
77.05	5.5012
77.07	5.5017
77.08	5.5023
77.10	5.5029
77.11	5.5034
77.13	5.5038
77.15	5.5045
77.17	5.5049
77.18	5.5055
77.21	5.5060
77.22	5.5067
77.24	5.5070
77.25	5.5075
77.27	5.5081
77.28	5.5087
77.30	5.5093
77.32	5.5099
77.34	5.5106
77.35	5.5109
77.37	5.5117
77.39	5.5123
77.40	5.5129
77.42	5.5136
77.44	5.5141
77.45	5.5147
77.47	5.5153
77.48	5.5158
77.50	5.5163
77.52	5.5171
77.53	5.5177
77.55	5.5180
77.57	5.5187
77.58	5.5192
77.60	5.5198
77.61	5.5205
77.63	5.5214
77.65	5.5221
77.67	5.5229
77.68	5.5237
77.70	5.5243
77.71	5.5252
77.73	5.5258
77.75	5.5264
77.77	5.5271
77.78	5.5278
77.80	5.5283
77.82	5.5288
77.83	5.5297
77.85	5.5302
77.87	5.5309
77.88	5.5316
77.89	5.5321
77.92	5.5327
77.94	5.5335
77.95	5.5342
77.96	5.5349
77.98	5.5357
78.00	5.5362
78.02	5.5368
78.04	5.5377
78.05	5.5383
78.07	5.5390
78.08	5.5395
78.10	5.5402
78.12	5.5408
78.13	5.5414
78.14	5.5419
78.17	5.5426
78.18	5.5434
78.20	5.5439
78.21	5.5445
78.23	5.5454
78.25	5.5458
78.26	5.5466
78.28	5.5474
78.30	5.5481
78.32	5.5489
78.34	5.5494
78.35	5.5502
78.36	5.5509
78.38	5.5517
78.40	5.5522
78.42	5.5528
78.43	5.5535
78.45	5.5540
78.47	5.5546
78.48	5.5551
78.50	5.5557
78.51	5.5565
78.53	5.5572
78.55	5.5577
78.57	5.5583
78.58	5.5590
78.59	5.5598
78.61	5.5605
78.63	5.5612
78.64	5.5620
78.66	5.5628
78.68	5.5633
78.70	5.5640
78.72	5.5648
78.73	5.5655
78.75	5.5662
78.77	5.5669
78.78	5.5675
78.80	5.5679
78.81	5.5685
78.83	5.5692
78.84	5.5698
78.86	5.5703
78.88	5.5709
78.89	5.5716
78.91	5.5720
78.92	5.5727
78.95	5.5734
78.96	5.5741
78.98	5.5742
79.00	5.5750
79.02	5.5758
79.03	5.5765
79.05	5.5771
79.06	5.5778
79.08	5.5782
79.09	5.5787
79.11	5.5795
79.13	5.5801
79.15	5.5804
79.17	5.5810
79.18	5.5814
79.20	5.5820
79.21	5.5825
79.23	5.5831
79.25	5.5835
79.27	5.5843
79.28	5.5850
79.30	5.5856
79.31	5.5865
79.33	5.5874
79.34	5.5880
79.36	5.5885
79.38	5.5891
79.40	5.5899
79.41	5.5905
79.42	5.5910
79.45	5.5914
79.46	5.5921
79.48	5.5924
79.50	5.5930
79.52	5.5936
79.53	5.5941
79.55	5.5947
79.57	5.5954
79.58	5.5959
79.59	5.5968
79.61	5.5975
79.63	5.5980
79.64	5.5989
79.66	5.5997
79.68	5.6002
79.70	5.6009
79.71	5.6016
79.73	5.6019
79.75	5.6026
79.76	5.6032
79.78	5.6035
79.80	5.6042
79.81	5.6047
79.83	5.6052
79.84	5.6058
79.86	5.6064
79.88	5.6069
79.89	5.6076
79.91	5.6084
79.93	5.6091
79.95	5.6095
79.96	5.6102
79.98	5.6108
79.99	5.6117
80.01	5.6123
80.03	5.6129
80.05	5.6136
80.06	5.6141
80.08	5.6147
80.09	5.6154
80.11	5.6159
80.13	5.6163
80.14	5.6170
80.16	5.6178
80.18	5.6183
80.20	5.6189
80.22	5.6196
80.23	5.6202
80.24	5.6209
80.26	5.6218
80.28	5.6224
80.30	5.6231
80.31	5.6240
80.33	5.6248
80.34	5.6255
80.36	5.6263
80.38	5.6267
80.39	5.6273
80.41	5.6281
80.42	5.6286
80.44	5.6291
80.46	5.6296
80.48	5.6303
80.50	5.6309
80.51	5.6317
80.53	5.6327
80.54	5.6335
80.56	5.6342
80.58	5.6350
80.59	5.6357
80.61	5.6365
80.63	5.6370
80.64	5.6379
80.66	5.6387
80.67	5.6395
80.69	5.6402
80.71	5.6410
80.73	5.6417
80.74	5.6422
80.75	5.6427
80.77	5.6434
80.79	5.6443
80.81	5.6450
80.82	5.6457
80.84	5.6464
80.86	5.6474
80.88	5.6482
80.89	5.6488
80.91	5.6497
80.92	5.6501
80.94	5.6509
80.96	5.6519
80.98	5.6523
80.99	5.6530
81.01	5.6536
81.03	5.6542
81.04	5.6549
81.05	5.6557
81.08	5.6563
81.09	5.6573
81.11	5.6580
81.13	5.6587
81.14	5.6593
81.16	5.6600
81.17	5.6606
81.19	5.6614
81.20	5.6621
81.22	5.6628
81.24	5.6634
81.25	5.6641
81.28	5.6646
81.29	5.6654
81.31	5.6662
81.32	5.6670
81.34	5.6675
81.35	5.6683
81.37	5.6691
81.39	5.6699
81.40	5.6705
81.42	5.6712
81.44	5.6718
81.45	5.6725
81.47	5.6731
81.49	5.6738
81.51	5.6744
81.53	5.6746
81.54	5.6754
81.56	5.6761
81.58	5.6768
81.59	5.6775
81.61	5.6781
81.63	5.6787
81.64	5.6794
81.65	5.6801
81.67	5.6805
81.69	5.6811
81.71	5.6817
81.72	5.6823
81.74	5.6829
81.75	5.6834
81.77	5.6838
81.79	5.6844
81.80	5.6852
81.82	5.6860
81.84	5.6868
81.85	5.6873
81.87	5.6879
81.89	5.6884
81.90	5.6892
81.92	5.6897
81.93	5.6902
81.95	5.6907
81.97	5.6913
81.99	5.6918
82.00	5.6922
82.02	5.6928
82.04	5.6934
82.05	5.6939
82.07	5.6947
82.09	5.6952
82.10	5.6959
82.12	5.6966
82.14	5.6974
82.15	5.6979
82.17	5.6985
82.18	5.6990
82.20	5.6996
82.22	5.7001
82.23	5.7005
82.25	5.7010
82.27	5.7014
82.28	5.7017
82.30	5.7024
82.32	5.7030
82.33	5.7038
82.34	5.7045
82.36	5.7051
82.38	5.7055
82.40	5.7061
82.42	5.7066
82.44	5.7071
82.45	5.7077
82.47	5.7082
82.48	5.7085
82.50	5.7090
82.52	5.7095
82.53	5.7098
82.55	5.7107
82.57	5.7113
82.58	5.7119
82.60	5.7125
82.62	5.7132
82.63	5.7137
82.64	5.7142
82.67	5.7148
82.68	5.7155
82.70	5.7160
82.72	5.7165
82.74	5.7170
82.75	5.7176
82.77	5.7180
82.78	5.7184
82.80	5.7190
82.82	5.7196
82.83	5.7206
82.85	5.7212
82.87	5.7217
82.88	5.7225
82.90	5.7231
82.92	5.7235
82.93	5.7240
82.95	5.7246
82.97	5.7251
82.98	5.7257
83.00	5.7262
83.02	5.7268
83.03	5.7274
83.05	5.7279
83.07	5.7285
83.08	5.7290
83.09	5.7297
83.11	5.7304
83.13	5.7312
83.14	5.7318
83.16	5.7324
83.18	5.7332
83.20	5.7337
83.22	5.7343
83.23	5.7348
83.25	5.7354
83.26	5.7358
83.28	5.7364
83.30	5.7369
83.31	5.7375
83.33	5.7382
83.35	5.7390
83.36	5.7397
83.38	5.7402
83.39	5.7409
83.41	5.7416
83.42	5.7421
83.44	5.7429
83.46	5.7435
83.48	5.7440
83.50	5.7447
83.51	5.7452
83.53	5.7458
83.55	5.7464
83.56	5.7469
83.58	5.7476
83.60	5.7483
83.62	5.7490
83.63	5.7496
83.65	5.7502
83.66	5.7509
83.68	5.7516
83.69	5.7524
83.71	5.7530
83.73	5.7534
83.75	5.7542
83.76	5.7546
83.78	5.7552
83.80	5.7559
83.81	5.7567
83.83	5.7574
83.84	5.7582
83.86	5.7589
83.88	5.7597
83.89	5.7604
83.91	5.7609
83.92	5.7618
83.94	5.7623
83.96	5.7629
83.98	5.7635
83.99	5.7643
84.01	5.7649
84.03	5.7653
84.05	5.7657
84.06	5.7663
84.08	5.7670
84.09	5.7676
84.11	5.7685
84.13	5.7691
84.14	5.7697
84.16	5.7705
84.17	5.7713
84.20	5.7720
84.21	5.7727
84.23	5.7733
84.24	5.7738
84.26	5.7744
84.28	5.7751
84.30	5.7756
84.31	5.7761
84.33	5.7768
84.34	5.7773
84.35	5.7781
84.37	5.7789
84.39	5.7796
84.41	5.7804
84.42	5.7809
84.44	5.7815
84.45	5.7823
84.48	5.7829
84.50	5.7836
84.51	5.7842
84.53	5.7849
84.54	5.7855
84.56	5.7860
84.58	5.7864
84.59	5.7871
84.61	5.7879
84.63	5.7886
84.64	5.7894
84.66	5.7902
84.67	5.7910
84.69	5.7916
84.70	5.7925
84.73	5.7932
84.74	5.7938
84.76	5.7944
84.78	5.7950
84.79	5.7956
84.81	5.7962
84.83	5.7968
84.84	5.7974
84.86	5.7984
84.88	5.7993
84.89	5.8003
84.90	5.8009
84.92	5.8018
84.93	5.8025
84.95	5.8032
84.97	5.8039
84.99	5.8047
85.00	5.8053
85.03	5.8061
85.04	5.8067
85.05	5.8074
85.07	5.8079
85.09	5.8086
85.11	5.8092
85.12	5.8099
85.14	5.8105
85.15	5.8114
85.17	5.8121
85.18	5.8129
85.20	5.8137
85.22	5.8144
85.24	5.8147
85.26	5.8156
85.28	5.8161
85.29	5.8168
85.30	5.8175
85.32	5.8180
85.34	5.8187
85.35	5.8193
85.37	5.8201
85.39	5.8209
85.40	5.8216
85.42	5.8220
85.44	5.8226
85.45	5.8233
85.47	5.8240
85.48	5.8245
85.50	5.8250
85.52	5.8256
85.53	5.8260
85.55	5.8267
85.57	5.8271
85.59	5.8276
85.60	5.8281
85.62	5.8287
85.64	5.8294
85.65	5.8302
85.67	5.8310
85.69	5.8315
85.70	5.8320
85.72	5.8326
85.74	5.8331
85.75	5.8337
85.77	5.8343
85.78	5.8349
85.80	5.8355
85.82	5.8361
85.83	5.8367
85.85	5.8372
85.87	5.8378
85.88	5.8383
85.90	5.8394
85.92	5.8400
85.93	5.8406
85.95	5.8414
85.97	5.8422
85.98	5.8429
86.00	5.8436
86.01	5.8442
86.03	5.8447
86.05	5.8454
86.07	5.8458
86.08	5.8463
86.10	5.8468
86.12	5.8475
86.13	5.8481
86.15	5.8488
86.17	5.8496
86.18	5.8503
86.20	5.8512
86.22	5.8518
86.23	5.8524
86.25	5.8530
86.26	5.8537
86.28	5.8543
86.30	5.8548
86.32	5.8555
86.34	5.8560
86.35	5.8566
86.36	5.8572
86.38	5.8578
86.40	5.8585
86.42	5.8592
86.43	5.8600
86.45	5.8607
86.46	5.8615
86.48	5.8621
86.50	5.8629
86.52	5.8634
86.53	5.8640
86.55	5.8645
86.56	5.8651
86.58	5.8658
86.59	5.8662
86.62	5.8670
86.63	5.8677
86.65	5.8684
86.66	5.8691
86.68	5.8697
86.69	5.8705
86.71	5.8713
86.73	5.8717
86.75	5.8725
86.76	5.8729
86.78	5.8734
86.80	5.8742
86.81	5.8749
86.83	5.8754
86.85	5.8762
86.86	5.8771
86.88	5.8776
86.89	5.8783
86.91	5.8792
86.93	5.8799
86.95	5.8807
86.96	5.8815
86.98	5.8822
87.00	5.8828
87.01	5.8834
87.03	5.8841
