Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\20%10mm.pdid
11.52	-0.3620
11.54	-0.3215
11.56	-0.2814
11.58	-0.2413
11.59	-0.2019
11.61	-0.1625
11.63	-0.1235
11.65	-0.0847
11.66	-0.0464
11.68	-0.0083
11.69	0.0294
11.71	0.0668
11.72	0.1039
11.74	0.1402
11.76	0.1766
11.78	0.2128
11.79	0.2489
11.80	0.2847
11.82	0.3200
11.84	0.3549
11.85	0.3894
11.88	0.4236
11.89	0.4575
11.91	0.4908
11.93	0.5238
11.94	0.5562
11.96	0.5882
11.97	0.6198
11.99	0.6509
12.01	0.6816
12.02	0.7120
12.03	0.7422
12.05	0.7721
12.08	0.8014
12.09	0.8305
12.11	0.8593
12.12	0.8877
12.14	0.9156
12.16	0.9431
12.18	0.9704
12.19	0.9976
12.21	1.0243
12.23	1.0508
12.25	1.0767
12.26	1.1023
12.28	1.1277
12.29	1.1527
12.31	1.1773
12.33	1.2015
12.34	1.2254
12.36	1.2490
12.38	1.2723
12.40	1.2953
12.41	1.3178
12.43	1.3400
12.44	1.3621
12.46	1.3836
12.48	1.4052
12.49	1.4266
12.51	1.4474
12.52	1.4681
12.54	1.4883
12.56	1.5084
12.58	1.5281
12.59	1.5474
12.61	1.5664
12.63	1.5852
12.64	1.6035
12.66	1.6219
12.68	1.6398
12.70	1.6577
12.71	1.6752
12.73	1.6925
12.74	1.7093
12.76	1.7261
12.77	1.7426
12.79	1.7588
12.81	1.7748
12.83	1.7904
12.84	1.8059
12.85	1.8214
12.87	1.8366
12.89	1.8515
12.91	1.8662
12.92	1.8807
12.94	1.8949
12.96	1.9090
12.98	1.9227
13.00	1.9361
13.01	1.9493
13.03	1.9624
13.04	1.9754
13.05	1.9882
13.07	2.0008
13.09	2.0134
13.11	2.0256
13.13	2.0377
13.15	2.0496
13.16	2.0614
13.17	2.0733
13.19	2.0848
13.21	2.0963
13.23	2.1073
13.24	2.1183
13.26	2.1289
13.28	2.1393
13.29	2.1497
13.31	2.1598
13.33	2.1696
13.34	2.1796
13.35	2.1893
13.37	2.1988
13.39	2.2081
13.40	2.2173
13.42	2.2266
13.44	2.2358
13.46	2.2446
13.48	2.2533
13.49	2.2619
13.51	2.2706
13.53	2.2790
13.54	2.2875
13.56	2.2956
13.58	2.3037
13.59	2.3117
13.61	2.3194
13.63	2.3271
13.64	2.3346
13.66	2.3421
13.68	2.3495
13.70	2.3567
13.71	2.3639
13.73	2.3708
13.74	2.3779
13.76	2.3846
13.78	2.3912
13.80	2.3978
13.81	2.4043
13.83	2.4108
13.85	2.4173
13.86	2.4238
13.88	2.4303
13.90	2.4366
13.91	2.4426
13.93	2.4483
13.94	2.4543
13.96	2.4599
13.98	2.4655
13.99	2.4711
14.01	2.4765
14.03	2.4819
14.05	2.4871
14.07	2.4924
14.08	2.4973
14.09	2.5025
14.11	2.5075
14.13	2.5121
14.15	2.5170
14.16	2.5217
14.18	2.5264
14.19	2.5312
14.21	2.5358
14.23	2.5403
14.24	2.5450
14.26	2.5495
14.28	2.5537
14.30	2.5581
14.31	2.5623
14.33	2.5664
14.35	2.5705
14.37	2.5746
14.38	2.5784
14.40	2.5824
14.41	2.5863
14.43	2.5899
14.45	2.5935
14.47	2.5973
14.48	2.6007
14.50	2.6041
14.52	2.6077
14.53	2.6113
14.55	2.6151
14.56	2.6188
14.58	2.6224
14.60	2.6258
14.61	2.6293
14.63	2.6324
14.65	2.6356
14.66	2.6388
14.68	2.6418
14.70	2.6448
14.72	2.6477
14.73	2.6504
14.75	2.6532
14.76	2.6559
14.78	2.6587
14.80	2.6615
14.81	2.6641
14.83	2.6668
14.85	2.6695
14.86	2.6722
14.88	2.6748
14.90	2.6777
14.91	2.6802
14.93	2.6826
14.95	2.6850
14.96	2.6876
14.98	2.6900
14.99	2.6924
15.01	2.6950
15.03	2.6972
15.05	2.6995
15.06	2.7019
15.08	2.7041
15.10	2.7064
15.12	2.7084
15.13	2.7104
15.15	2.7124
15.16	2.7144
15.18	2.7165
15.20	2.7187
15.21	2.7209
15.23	2.7230
15.25	2.7252
15.26	2.7273
15.28	2.7289
15.30	2.7307
15.31	2.7328
15.33	2.7348
15.35	2.7366
15.37	2.7386
15.38	2.7403
15.40	2.7420
15.42	2.7436
15.44	2.7451
15.45	2.7467
15.47	2.7482
15.48	2.7499
15.50	2.7516
15.52	2.7534
15.53	2.7551
15.55	2.7570
15.57	2.7586
15.59	2.7604
15.61	2.7618
15.62	2.7634
15.63	2.7649
15.65	2.7663
15.66	2.7678
15.68	2.7692
15.70	2.7708
15.71	2.7724
15.73	2.7739
15.75	2.7755
15.76	2.7767
15.78	2.7779
15.80	2.7791
15.82	2.7805
15.83	2.7814
15.85	2.7826
15.87	2.7838
15.88	2.7853
15.90	2.7870
15.92	2.7886
15.93	2.7902
15.95	2.7917
15.97	2.7929
15.98	2.7943
16.00	2.7956
16.01	2.7968
16.03	2.7982
16.05	2.7997
16.07	2.8007
16.08	2.8019
16.10	2.8030
16.12	2.8041
16.13	2.8051
16.15	2.8062
16.17	2.8074
16.19	2.8084
16.20	2.8093
16.22	2.8104
16.23	2.8114
16.25	2.8125
16.27	2.8134
16.28	2.8144
16.30	2.8157
16.32	2.8168
16.33	2.8179
16.34	2.8188
16.36	2.8199
16.38	2.8208
16.40	2.8217
16.41	2.8225
16.43	2.8236
16.45	2.8246
16.47	2.8253
16.48	2.8262
16.50	2.8273
16.52	2.8282
16.53	2.8291
16.55	2.8300
16.57	2.8310
16.58	2.8321
16.60	2.8332
16.62	2.8342
16.64	2.8350
16.65	2.8357
16.67	2.8366
16.69	2.8373
16.70	2.8380
16.72	2.8387
16.73	2.8396
16.75	2.8404
16.77	2.8413
16.78	2.8419
16.80	2.8426
16.82	2.8434
16.83	2.8441
16.85	2.8450
16.87	2.8456
16.88	2.8464
16.90	2.8471
16.92	2.8478
16.94	2.8485
16.95	2.8494
16.97	2.8500
16.99	2.8507
17.00	2.8515
17.02	2.8523
17.04	2.8530
17.05	2.8539
17.07	2.8547
17.09	2.8557
17.10	2.8567
17.12	2.8577
17.14	2.8586
17.15	2.8594
17.17	2.8605
17.19	2.8614
17.20	2.8622
17.22	2.8630
17.24	2.8639
17.25	2.8647
17.27	2.8655
17.29	2.8662
17.30	2.8666
17.32	2.8673
17.34	2.8679
17.35	2.8686
17.37	2.8692
17.38	2.8700
17.40	2.8708
17.42	2.8717
17.44	2.8726
17.46	2.8734
17.48	2.8743
17.48	2.8752
17.50	2.8761
17.52	2.8771
17.53	2.8780
17.55	2.8790
17.57	2.8797
17.58	2.8806
17.60	2.8815
17.62	2.8821
17.64	2.8828
17.65	2.8835
17.67	2.8844
17.69	2.8851
17.70	2.8860
17.72	2.8865
17.74	2.8872
17.75	2.8877
17.77	2.8885
17.79	2.8891
17.80	2.8900
17.82	2.8909
17.84	2.8916
17.85	2.8927
17.87	2.8936
17.88	2.8945
17.90	2.8953
17.92	2.8958
17.94	2.8965
17.95	2.8973
17.97	2.8980
17.99	2.8986
18.01	2.8994
18.02	2.9000
18.03	2.9006
18.05	2.9010
18.07	2.9017
18.08	2.9024
18.10	2.9031
18.12	2.9036
18.14	2.9043
18.15	2.9048
18.17	2.9054
18.18	2.9061
18.20	2.9068
18.22	2.9076
18.23	2.9085
18.25	2.9092
18.26	2.9099
18.28	2.9105
18.30	2.9110
18.32	2.9117
18.33	2.9123
18.35	2.9128
18.37	2.9133
18.38	2.9137
18.40	2.9145
18.42	2.9150
18.44	2.9153
18.45	2.9160
18.47	2.9166
18.48	2.9169
18.50	2.9175
18.52	2.9178
18.53	2.9183
18.55	2.9187
18.57	2.9194
18.59	2.9201
18.60	2.9208
18.62	2.9215
18.64	2.9221
18.65	2.9226
18.67	2.9231
18.68	2.9236
18.70	2.9241
18.72	2.9245
18.73	2.9250
18.75	2.9252
18.77	2.9257
18.78	2.9261
18.80	2.9265
18.82	2.9271
18.84	2.9274
18.85	2.9277
18.87	2.9280
18.88	2.9284
18.90	2.9287
18.92	2.9291
18.94	2.9297
18.96	2.9303
18.97	2.9310
18.99	2.9315
19.01	2.9321
19.02	2.9326
19.03	2.9332
19.05	2.9337
19.07	2.9342
19.08	2.9346
19.10	2.9349
19.12	2.9353
19.13	2.9357
19.15	2.9361
19.17	2.9364
19.19	2.9367
19.20	2.9373
19.22	2.9374
19.24	2.9376
19.25	2.9379
19.27	2.9381
19.28	2.9384
19.30	2.9388
19.32	2.9392
19.33	2.9397
19.35	2.9404
19.37	2.9411
19.38	2.9417
19.40	2.9422
19.42	2.9425
19.43	2.9430
19.45	2.9435
19.47	2.9438
19.49	2.9444
19.50	2.9448
19.52	2.9449
19.53	2.9452
19.55	2.9454
19.57	2.9457
19.58	2.9462
19.60	2.9465
19.62	2.9468
19.63	2.9471
19.65	2.9474
19.67	2.9478
19.69	2.9486
19.70	2.9492
19.72	2.9497
19.74	2.9503
19.75	2.9507
19.77	2.9512
19.78	2.9516
19.80	2.9520
19.82	2.9523
19.84	2.9528
19.85	2.9533
19.87	2.9535
19.89	2.9540
19.90	2.9544
19.92	2.9544
19.93	2.9549
19.95	2.9551
19.96	2.9555
19.98	2.9558
20.00	2.9560
20.02	2.9564
20.03	2.9569
20.05	2.9575
20.07	2.9581
20.08	2.9588
20.10	2.9594
20.12	2.9598
20.13	2.9604
20.15	2.9609
20.17	2.9612
20.18	2.9616
20.20	2.9621
20.22	2.9625
20.23	2.9630
20.25	2.9633
20.27	2.9637
20.28	2.9640
20.30	2.9643
20.32	2.9646
20.34	2.9651
20.35	2.9653
20.37	2.9653
20.38	2.9655
20.40	2.9660
20.42	2.9666
20.44	2.9673
20.45	2.9678
20.46	2.9682
20.48	2.9687
20.50	2.9694
20.52	2.9700
20.54	2.9704
20.55	2.9710
20.57	2.9713
20.58	2.9717
20.60	2.9719
20.62	2.9724
20.64	2.9725
20.65	2.9728
20.66	2.9731
20.68	2.9734
20.70	2.9738
20.72	2.9742
20.73	2.9745
20.75	2.9748
20.77	2.9753
20.78	2.9760
20.80	2.9768
20.82	2.9774
20.83	2.9782
20.85	2.9786
20.87	2.9792
20.89	2.9796
20.90	2.9803
20.92	2.9808
20.93	2.9811
20.95	2.9817
20.96	2.9819
20.98	2.9820
21.00	2.9823
21.02	2.9826
21.04	2.9829
21.05	2.9833
21.07	2.9836
21.09	2.9842
21.10	2.9845
21.12	2.9848
21.13	2.9852
21.15	2.9857
21.17	2.9864
21.18	2.9870
21.20	2.9877
21.21	2.9881
21.23	2.9885
21.25	2.9890
21.27	2.9894
21.28	2.9899
21.30	2.9903
21.32	2.9908
21.33	2.9911
21.34	2.9915
21.36	2.9919
21.38	2.9927
21.40	2.9932
21.42	2.9934
21.43	2.9938
21.45	2.9941
21.47	2.9945
21.49	2.9949
21.50	2.9956
21.52	2.9962
21.53	2.9967
21.55	2.9974
21.57	2.9980
21.58	2.9986
21.60	2.9990
21.61	2.9994
21.63	3.0001
21.65	3.0004
21.67	3.0008
21.68	3.0013
21.70	3.0018
21.72	3.0020
21.73	3.0026
21.75	3.0029
21.76	3.0031
21.78	3.0036
21.80	3.0039
21.81	3.0041
21.83	3.0044
21.84	3.0048
21.86	3.0054
21.89	3.0061
21.90	3.0070
21.92	3.0076
21.93	3.0081
21.95	3.0087
21.97	3.0091
21.98	3.0096
22.00	3.0101
22.01	3.0105
22.03	3.0109
22.05	3.0114
22.07	3.0118
22.08	3.0122
22.10	3.0127
22.12	3.0129
22.13	3.0134
22.15	3.0137
22.16	3.0142
22.18	3.0145
22.20	3.0151
22.22	3.0154
22.23	3.0159
22.25	3.0168
22.27	3.0174
22.28	3.0180
22.30	3.0187
22.32	3.0192
22.33	3.0198
22.35	3.0203
22.37	3.0207
22.38	3.0211
22.40	3.0216
22.41	3.0219
22.43	3.0222
22.45	3.0226
22.47	3.0229
22.48	3.0232
22.50	3.0236
22.51	3.0237
22.53	3.0241
22.55	3.0244
22.56	3.0246
22.58	3.0251
22.60	3.0257
22.62	3.0262
22.64	3.0269
22.65	3.0276
22.67	3.0281
22.69	3.0287
22.70	3.0294
22.72	3.0298
22.73	3.0305
22.75	3.0311
22.77	3.0315
22.78	3.0319
22.80	3.0323
22.82	3.0326
22.83	3.0329
22.84	3.0332
22.86	3.0335
22.88	3.0340
22.90	3.0346
22.91	3.0349
22.93	3.0352
22.95	3.0356
22.97	3.0363
22.98	3.0370
23.00	3.0375
23.01	3.0384
23.03	3.0390
23.04	3.0397
23.06	3.0404
23.08	3.0409
23.09	3.0413
23.11	3.0418
23.13	3.0421
23.15	3.0425
23.17	3.0430
23.18	3.0436
23.20	3.0442
23.21	3.0448
23.23	3.0453
23.24	3.0457
23.26	3.0460
23.28	3.0464
23.30	3.0468
23.31	3.0472
23.32	3.0478
23.34	3.0484
23.36	3.0491
23.38	3.0498
23.40	3.0505
23.41	3.0511
23.43	3.0516
23.45	3.0520
23.46	3.0525
23.48	3.0530
23.50	3.0537
23.51	3.0542
23.53	3.0547
23.55	3.0552
23.56	3.0554
23.58	3.0559
23.59	3.0564
23.62	3.0568
23.63	3.0574
23.65	3.0577
23.66	3.0582
23.68	3.0589
23.69	3.0593
23.71	3.0603
23.73	3.0611
23.75	3.0616
23.76	3.0624
23.78	3.0630
23.80	3.0637
23.81	3.0641
23.83	3.0645
23.85	3.0648
23.86	3.0653
23.88	3.0657
23.90	3.0663
23.91	3.0665
23.93	3.0668
23.95	3.0672
23.96	3.0675
23.98	3.0679
24.00	3.0682
24.02	3.0686
24.03	3.0691
24.05	3.0698
24.06	3.0706
24.08	3.0712
24.09	3.0719
24.12	3.0724
24.13	3.0729
24.14	3.0735
24.17	3.0739
24.18	3.0744
24.20	3.0746
24.21	3.0751
24.23	3.0756
24.25	3.0759
24.26	3.0765
24.28	3.0768
24.29	3.0773
24.31	3.0776
24.32	3.0777
24.34	3.0780
24.36	3.0783
24.38	3.0788
24.40	3.0793
24.42	3.0797
24.43	3.0803
24.44	3.0807
24.46	3.0813
24.48	3.0818
24.50	3.0822
24.51	3.0827
24.53	3.0832
24.55	3.0838
24.56	3.0844
24.57	3.0850
24.59	3.0853
24.61	3.0856
24.63	3.0861
24.65	3.0862
24.66	3.0866
24.68	3.0868
24.69	3.0872
24.71	3.0876
24.73	3.0879
24.74	3.0883
24.76	3.0887
24.78	3.0893
24.80	3.0901
24.81	3.0907
24.82	3.0913
24.84	3.0919
24.86	3.0927
24.88	3.0933
24.90	3.0937
24.91	3.0941
24.93	3.0947
24.95	3.0951
24.96	3.0955
24.98	3.0959
24.99	3.0962
25.01	3.0965
25.03	3.0968
25.05	3.0974
25.06	3.0977
25.07	3.0982
25.09	3.0986
25.10	3.0991
25.13	3.0996
25.15	3.1001
25.16	3.1008
25.17	3.1015
25.19	3.1021
25.21	3.1027
25.23	3.1034
25.25	3.1038
25.27	3.1043
25.28	3.1048
25.29	3.1051
25.31	3.1055
25.33	3.1058
25.34	3.1064
25.36	3.1069
25.37	3.1072
25.39	3.1076
25.40	3.1080
25.42	3.1085
25.44	3.1086
25.46	3.1089
25.48	3.1093
25.50	3.1100
25.51	3.1105
25.53	3.1112
25.54	3.1118
25.56	3.1125
25.57	3.1131
25.59	3.1136
25.60	3.1141
25.63	3.1147
25.64	3.1150
25.66	3.1152
25.67	3.1154
25.69	3.1158
25.71	3.1162
25.73	3.1165
25.74	3.1169
25.75	3.1172
25.78	3.1178
25.79	3.1180
25.81	3.1185
25.83	3.1188
25.84	3.1191
25.86	3.1197
25.88	3.1207
25.89	3.1214
25.91	3.1219
25.93	3.1226
25.94	3.1230
25.95	3.1234
25.98	3.1239
26.00	3.1244
26.01	3.1248
26.03	3.1254
26.04	3.1258
26.06	3.1263
26.07	3.1266
26.09	3.1270
26.10	3.1274
26.12	3.1277
26.14	3.1281
26.16	3.1286
26.18	3.1290
26.19	3.1294
26.21	3.1297
26.23	3.1305
26.24	3.1313
26.25	3.1320
26.27	3.1327
26.29	3.1331
26.30	3.1337
26.32	3.1342
26.34	3.1347
26.35	3.1351
26.38	3.1356
26.39	3.1361
26.40	3.1366
26.43	3.1371
26.45	3.1376
26.45	3.1380
26.48	3.1385
26.50	3.1389
26.51	3.1395
26.52	3.1401
26.54	3.1406
26.55	3.1412
26.57	3.1417
26.59	3.1423
26.60	3.1430
26.62	3.1435
26.64	3.1443
26.65	3.1449
26.68	3.1456
26.69	3.1461
26.71	3.1466
26.73	3.1472
26.74	3.1477
26.76	3.1481
26.77	3.1487
26.79	3.1494
26.81	3.1499
26.83	3.1504
26.84	3.1508
26.86	3.1513
26.87	3.1516
26.89	3.1520
26.91	3.1523
26.93	3.1527
26.94	3.1532
26.95	3.1540
26.97	3.1545
26.99	3.1552
27.01	3.1556
27.03	3.1562
27.04	3.1566
27.06	3.1571
27.07	3.1576
27.09	3.1577
27.11	3.1581
27.13	3.1584
27.14	3.1587
27.16	3.1591
27.18	3.1597
27.19	3.1599
27.20	3.1605
27.22	3.1610
27.24	3.1612
27.26	3.1616
27.28	3.1622
27.29	3.1626
27.30	3.1631
27.32	3.1636
27.34	3.1639
27.36	3.1644
27.38	3.1649
27.39	3.1655
27.41	3.1657
27.43	3.1661
27.44	3.1664
27.46	3.1666
27.48	3.1669
27.49	3.1671
27.51	3.1674
27.53	3.1677
27.54	3.1681
27.55	3.1683
27.57	3.1687
27.59	3.1688
27.61	3.1693
27.63	3.1695
27.64	3.1698
27.66	3.1705
27.68	3.1711
27.69	3.1717
27.70	3.1724
27.73	3.1729
27.74	3.1733
27.75	3.1739
27.78	3.1743
27.79	3.1748
27.81	3.1752
27.82	3.1756
27.84	3.1759
27.86	3.1762
27.88	3.1767
27.89	3.1772
27.91	3.1776
27.93	3.1780
27.94	3.1783
27.96	3.1787
27.97	3.1789
27.99	3.1794
28.01	3.1799
28.03	3.1804
28.04	3.1810
28.05	3.1820
28.07	3.1827
28.09	3.1835
28.10	3.1842
28.13	3.1850
28.14	3.1854
28.16	3.1860
28.18	3.1865
28.19	3.1871
28.21	3.1877
28.23	3.1881
28.25	3.1886
28.26	3.1892
28.28	3.1897
28.29	3.1901
28.31	3.1904
28.32	3.1909
28.34	3.1915
28.36	3.1921
28.38	3.1928
28.40	3.1939
28.41	3.1946
28.43	3.1954
28.45	3.1960
28.46	3.1965
28.48	3.1973
28.49	3.1979
28.50	3.1987
28.53	3.1990
28.54	3.1998
28.56	3.2003
28.57	3.2010
28.59	3.2015
28.60	3.2019
28.63	3.2022
28.65	3.2027
28.66	3.2033
28.68	3.2038
28.69	3.2044
28.71	3.2048
28.73	3.2054
28.74	3.2060
28.76	3.2068
28.78	3.2074
28.79	3.2082
28.80	3.2087
28.82	3.2094
28.84	3.2102
28.86	3.2108
28.88	3.2113
28.89	3.2119
28.91	3.2125
28.93	3.2128
28.94	3.2134
28.96	3.2138
28.98	3.2142
29.00	3.2146
29.01	3.2151
29.03	3.2155
29.04	3.2161
29.06	3.2167
29.08	3.2172
29.09	3.2177
29.11	3.2182
29.13	3.2189
29.15	3.2196
29.16	3.2205
29.18	3.2209
29.20	3.2216
29.21	3.2224
29.23	3.2229
29.24	3.2233
29.25	3.2238
29.28	3.2244
29.29	3.2250
29.31	3.2253
29.32	3.2258
29.34	3.2260
29.36	3.2264
29.38	3.2268
29.39	3.2273
29.41	3.2278
29.43	3.2281
29.44	3.2286
29.46	3.2293
29.48	3.2299
29.49	3.2305
29.51	3.2309
29.53	3.2317
29.55	3.2324
29.56	3.2329
29.58	3.2334
29.59	3.2340
29.61	3.2345
29.63	3.2349
29.64	3.2351
29.66	3.2354
29.68	3.2358
29.70	3.2363
29.71	3.2364
29.73	3.2369
29.75	3.2373
29.76	3.2380
29.78	3.2383
29.79	3.2387
29.81	3.2393
29.82	3.2399
29.84	3.2404
29.86	3.2410
29.88	3.2416
29.89	3.2421
29.91	3.2427
29.93	3.2433
29.94	3.2435
29.96	3.2441
29.98	3.2444
30.00	3.2449
30.01	3.2453
30.03	3.2457
30.05	3.2461
30.06	3.2464
30.07	3.2467
30.09	3.2473
30.11	3.2478
30.13	3.2482
30.14	3.2485
30.16	3.2491
30.18	3.2496
30.19	3.2503
30.21	3.2512
30.23	3.2519
30.25	3.2527
30.26	3.2534
30.28	3.2540
30.30	3.2544
30.31	3.2549
30.33	3.2551
30.34	3.2555
30.36	3.2559
30.38	3.2563
30.40	3.2567
30.41	3.2572
30.43	3.2576
30.44	3.2582
30.46	3.2588
30.48	3.2593
30.49	3.2598
30.51	3.2602
30.53	3.2607
30.54	3.2616
30.56	3.2622
30.57	3.2627
30.59	3.2634
30.61	3.2641
30.63	3.2647
30.65	3.2653
30.66	3.2657
30.68	3.2662
30.70	3.2665
30.71	3.2670
30.73	3.2678
30.75	3.2683
30.76	3.2688
30.78	3.2692
30.80	3.2696
30.82	3.2702
30.83	3.2709
30.85	3.2715
30.86	3.2718
30.88	3.2723
30.89	3.2728
30.91	3.2735
30.93	3.2740
30.94	3.2749
30.96	3.2754
30.98	3.2761
31.00	3.2767
31.01	3.2773
31.03	3.2778
31.04	3.2783
31.06	3.2788
31.07	3.2792
31.09	3.2795
31.11	3.2800
31.13	3.2803
31.15	3.2809
31.16	3.2813
31.18	3.2818
31.19	3.2822
31.20	3.2827
31.23	3.2830
31.25	3.2837
31.26	3.2844
31.28	3.2852
31.30	3.2855
31.31	3.2863
31.33	3.2866
31.35	3.2871
31.36	3.2877
31.38	3.2883
31.40	3.2888
31.41	3.2895
31.43	3.2899
31.44	3.2904
31.46	3.2908
31.48	3.2913
31.50	3.2916
31.51	3.2921
31.53	3.2924
31.55	3.2929
31.56	3.2933
31.57	3.2938
31.59	3.2944
31.61	3.2951
31.63	3.2957
31.64	3.2963
31.66	3.2969
31.68	3.2973
31.70	3.2978
31.71	3.2985
31.73	3.2990
31.74	3.2996
31.76	3.3000
31.78	3.3004
31.79	3.3009
31.81	3.3014
31.83	3.3019
31.85	3.3023
31.86	3.3027
31.88	3.3032
31.90	3.3036
31.91	3.3041
31.93	3.3047
31.95	3.3051
31.96	3.3058
31.98	3.3064
32.00	3.3072
32.01	3.3076
32.02	3.3082
32.04	3.3088
32.06	3.3094
32.07	3.3099
32.09	3.3104
32.11	3.3108
32.13	3.3112
32.14	3.3118
32.16	3.3122
32.17	3.3124
32.20	3.3129
32.22	3.3133
32.23	3.3136
32.24	3.3141
32.26	3.3145
32.27	3.3150
32.29	3.3156
32.31	3.3161
32.33	3.3166
32.34	3.3173
32.36	3.3179
32.38	3.3185
32.39	3.3189
32.41	3.3195
32.43	3.3200
32.44	3.3203
32.46	3.3208
32.48	3.3210
32.49	3.3215
32.51	3.3218
32.53	3.3222
32.56	3.3226
32.57	3.3231
32.57	3.3235
32.59	3.3241
32.60	3.3244
32.63	3.3248
32.64	3.3252
32.66	3.3256
32.68	3.3264
32.70	3.3269
32.71	3.3276
32.73	3.3281
32.74	3.3288
32.76	3.3293
32.78	3.3298
32.80	3.3303
32.81	3.3310
32.83	3.3314
32.84	3.3318
32.86	3.3324
32.88	3.3328
32.89	3.3334
32.91	3.3339
32.92	3.3343
32.94	3.3347
32.97	3.3351
32.98	3.3353
32.99	3.3359
33.01	3.3363
33.02	3.3371
33.05	3.3378
33.06	3.3382
33.08	3.3390
33.09	3.3398
33.11	3.3404
33.13	3.3409
33.14	3.3417
33.16	3.3423
33.18	3.3427
33.20	3.3431
33.21	3.3435
33.23	3.3439
33.24	3.3441
33.26	3.3446
33.28	3.3449
33.29	3.3452
33.31	3.3455
33.32	3.3459
33.34	3.3463
33.36	3.3467
33.38	3.3472
33.39	3.3478
33.41	3.3484
33.42	3.3490
33.44	3.3500
33.46	3.3504
33.48	3.3510
33.49	3.3514
33.51	3.3518
33.52	3.3521
33.55	3.3526
33.56	3.3529
33.58	3.3534
33.59	3.3539
33.61	3.3542
33.63	3.3546
33.64	3.3548
33.65	3.3550
33.67	3.3554
33.69	3.3559
33.71	3.3564
33.72	3.3570
33.74	3.3576
33.75	3.3581
33.77	3.3587
33.79	3.3592
33.81	3.3597
33.83	3.3603
33.84	3.3608
33.86	3.3613
33.88	3.3618
33.89	3.3622
33.91	3.3625
33.92	3.3629
33.94	3.3634
33.96	3.3637
33.98	3.3643
33.99	3.3648
34.01	3.3652
34.02	3.3656
34.04	3.3661
34.06	3.3665
34.08	3.3670
34.09	3.3677
34.11	3.3685
34.13	3.3694
34.15	3.3699
34.16	3.3705
34.17	3.3712
34.19	3.3718
34.21	3.3722
34.23	3.3727
34.24	3.3732
34.26	3.3736
34.27	3.3743
34.29	3.3746
34.31	3.3751
34.33	3.3758
34.34	3.3763
34.36	3.3767
34.38	3.3772
34.40	3.3778
34.41	3.3782
34.43	3.3788
34.45	3.3794
34.45	3.3802
34.48	3.3810
34.49	3.3816
34.51	3.3824
34.53	3.3830
34.54	3.3837
34.55	3.3844
34.58	3.3849
34.59	3.3853
34.61	3.3857
34.63	3.3861
34.64	3.3866
34.66	3.3871
34.68	3.3876
34.69	3.3880
34.71	3.3884
34.73	3.3886
34.74	3.3891
34.76	3.3895
34.77	3.3899
34.79	3.3904
34.81	3.3911
34.83	3.3917
34.84	3.3925
34.86	3.3930
34.88	3.3938
34.90	3.3945
34.91	3.3950
34.93	3.3954
34.94	3.3962
34.96	3.3967
34.98	3.3972
34.99	3.3977
35.01	3.3979
35.02	3.3986
35.04	3.3991
35.06	3.3997
35.08	3.4004
35.09	3.4007
35.11	3.4013
35.13	3.4015
35.14	3.4021
35.16	3.4027
35.17	3.4033
35.19	3.4042
35.20	3.4049
35.22	3.4057
35.24	3.4062
35.26	3.4066
35.27	3.4070
35.29	3.4074
35.31	3.4081
35.33	3.4087
35.34	3.4091
35.35	3.4097
35.37	3.4104
35.39	3.4110
35.41	3.4114
