Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\30%10mm.pdid
11.64	2.5646
11.65	2.5825
11.67	2.6000
11.68	2.6171
11.70	2.6340
11.73	2.6507
11.74	2.6669
11.76	2.6827
11.78	2.6980
11.79	2.7130
11.80	2.7278
11.82	2.7422
11.84	2.7561
11.85	2.7694
11.88	2.7825
11.89	2.7955
11.90	2.8079
11.92	2.8201
11.93	2.8320
11.95	2.8436
11.97	2.8547
11.98	2.8658
12.00	2.8769
12.02	2.8874
12.04	2.8978
12.06	2.9080
12.07	2.9176
12.09	2.9272
12.10	2.9366
12.12	2.9457
12.14	2.9546
12.16	2.9632
12.18	2.9716
12.19	2.9798
12.20	2.9879
12.23	2.9956
12.24	3.0034
12.25	3.0109
12.28	3.0181
12.29	3.0253
12.30	3.0321
12.32	3.0386
12.34	3.0451
12.35	3.0514
12.37	3.0576
12.39	3.0637
12.40	3.0696
12.42	3.0755
12.43	3.0812
12.45	3.0867
12.47	3.0922
12.49	3.0975
12.50	3.1027
12.52	3.1078
12.54	3.1127
12.55	3.1172
12.58	3.1217
12.59	3.1261
12.60	3.1304
12.62	3.1346
12.64	3.1385
12.66	3.1424
12.67	3.1464
12.68	3.1501
12.70	3.1538
12.72	3.1575
12.73	3.1610
12.75	3.1643
12.77	3.1677
12.78	3.1710
12.80	3.1743
12.82	3.1776
12.83	3.1805
12.85	3.1833
12.87	3.1861
12.89	3.1889
12.90	3.1915
12.92	3.1941
12.93	3.1967
12.95	3.1990
12.97	3.2014
12.99	3.2040
13.01	3.2063
13.03	3.2085
13.04	3.2107
13.05	3.2128
13.08	3.2148
13.09	3.2171
13.10	3.2195
13.13	3.2215
13.14	3.2235
13.15	3.2255
13.17	3.2274
13.19	3.2293
13.21	3.2312
13.22	3.2332
13.24	3.2350
13.25	3.2365
13.28	3.2381
13.29	3.2396
13.30	3.2411
13.32	3.2425
13.34	3.2439
13.36	3.2455
13.37	3.2470
13.39	3.2485
13.40	3.2498
13.42	3.2511
13.43	3.2523
13.45	3.2536
13.47	3.2549
13.49	3.2562
13.50	3.2574
13.52	3.2587
13.54	3.2599
13.55	3.2610
13.57	3.2621
13.59	3.2632
13.61	3.2640
13.63	3.2651
13.64	3.2663
13.65	3.2675
13.67	3.2684
13.69	3.2694
13.70	3.2704
13.72	3.2713
13.73	3.2722
13.75	3.2732
13.78	3.2744
13.79	3.2756
13.80	3.2768
13.82	3.2781
13.84	3.2795
13.85	3.2803
13.88	3.2813
13.89	3.2822
13.90	3.2831
13.92	3.2840
13.93	3.2848
13.96	3.2855
13.98	3.2864
13.99	3.2873
14.00	3.2881
14.02	3.2890
14.04	3.2897
14.05	3.2903
14.07	3.2910
14.08	3.2915
14.10	3.2923
14.12	3.2929
14.14	3.2936
14.15	3.2942
14.17	3.2951
14.19	3.2958
14.21	3.2964
14.23	3.2969
14.24	3.2977
14.25	3.2984
14.27	3.2993
14.29	3.3000
14.30	3.3007
14.32	3.3013
14.34	3.3019
14.35	3.3026
14.37	3.3032
14.39	3.3036
14.40	3.3041
14.43	3.3047
14.45	3.3053
14.46	3.3062
14.47	3.3069
14.49	3.3079
14.50	3.3088
14.52	3.3095
14.54	3.3101
14.56	3.3109
14.57	3.3117
14.59	3.3124
14.61	3.3132
14.63	3.3138
14.64	3.3144
14.65	3.3149
14.68	3.3155
14.69	3.3160
14.71	3.3167
14.73	3.3172
14.74	3.3179
14.76	3.3183
14.78	3.3191
14.79	3.3196
14.80	3.3201
14.82	3.3206
14.84	3.3211
14.86	3.3216
14.88	3.3221
14.89	3.3225
14.90	3.3231
14.92	3.3236
14.94	3.3241
14.96	3.3245
14.97	3.3251
14.98	3.3257
15.00	3.3261
15.02	3.3267
15.04	3.3272
15.06	3.3276
15.07	3.3282
15.09	3.3287
15.11	3.3292
15.13	3.3298
15.14	3.3305
15.15	3.3310
15.17	3.3317
15.19	3.3325
15.20	3.3329
15.22	3.3334
15.24	3.3338
15.26	3.3345
15.28	3.3351
15.30	3.3355
15.31	3.3361
15.33	3.3366
15.34	3.3371
15.36	3.3375
15.38	3.3379
15.39	3.3384
15.41	3.3388
15.43	3.3392
15.44	3.3397
15.46	3.3401
15.47	3.3406
15.49	3.3412
15.51	3.3415
15.53	3.3420
15.55	3.3425
15.56	3.3431
15.58	3.3436
15.60	3.3442
15.61	3.3446
15.63	3.3451
15.64	3.3457
15.66	3.3461
15.68	3.3465
15.69	3.3470
15.70	3.3474
15.73	3.3479
15.74	3.3484
15.76	3.3486
15.78	3.3491
15.79	3.3498
15.81	3.3505
15.83	3.3513
15.84	3.3519
15.86	3.3526
15.88	3.3534
15.90	3.3540
15.91	3.3544
15.93	3.3548
15.94	3.3553
15.95	3.3557
15.98	3.3562
15.99	3.3567
16.01	3.3572
16.02	3.3577
16.04	3.3581
16.05	3.3583
16.07	3.3587
16.09	3.3593
16.10	3.3596
16.12	3.3601
16.14	3.3606
16.16	3.3611
16.18	3.3617
16.19	3.3623
16.21	3.3627
16.23	3.3632
16.25	3.3638
16.26	3.3642
16.27	3.3647
16.29	3.3653
16.30	3.3659
16.32	3.3666
16.34	3.3672
16.36	3.3677
16.38	3.3683
16.39	3.3688
16.41	3.3692
16.42	3.3698
16.44	3.3702
16.46	3.3707
16.48	3.3712
16.50	3.3719
16.51	3.3727
16.53	3.3734
16.54	3.3741
16.56	3.3746
16.57	3.3753
16.59	3.3757
16.61	3.3763
16.63	3.3769
16.64	3.3775
16.66	3.3781
16.68	3.3785
16.69	3.3789
16.70	3.3791
16.72	3.3796
16.75	3.3802
16.76	3.3805
16.77	3.3809
16.79	3.3815
16.80	3.3820
16.82	3.3826
16.84	3.3831
16.86	3.3834
16.88	3.3839
16.89	3.3842
16.90	3.3846
16.93	3.3849
16.94	3.3852
16.96	3.3857
16.98	3.3862
16.99	3.3866
17.01	3.3873
17.02	3.3880
17.05	3.3887
17.06	3.3893
17.07	3.3901
17.09	3.3907
17.11	3.3911
17.13	3.3918
17.14	3.3923
17.16	3.3927
17.17	3.3932
17.19	3.3938
17.20	3.3942
17.22	3.3947
17.24	3.3953
17.25	3.3958
17.27	3.3962
17.29	3.3968
17.30	3.3973
17.32	3.3980
17.34	3.3984
17.36	3.3989
17.37	3.3995
17.39	3.4003
17.41	3.4011
17.43	3.4019
17.44	3.4024
17.46	3.4031
17.47	3.4038
17.49	3.4045
17.51	3.4052
17.53	3.4057
17.54	3.4061
17.56	3.4067
17.57	3.4072
17.59	3.4077
17.61	3.4079
17.63	3.4084
17.64	3.4088
17.65	3.4094
17.67	3.4100
17.68	3.4103
17.70	3.4109
17.73	3.4113
17.74	3.4120
17.76	3.4126
17.77	3.4133
17.78	3.4139
17.80	3.4147
17.82	3.4153
17.84	3.4159
17.86	3.4163
17.87	3.4170
17.89	3.4174
17.91	3.4178
17.93	3.4182
17.94	3.4186
17.95	3.4190
17.97	3.4196
17.99	3.4202
18.01	3.4205
18.03	3.4209
18.04	3.4213
18.06	3.4216
18.07	3.4219
18.09	3.4222
18.11	3.4225
18.13	3.4231
18.14	3.4236
18.16	3.4244
18.18	3.4250
18.20	3.4256
18.21	3.4261
18.23	3.4266
18.24	3.4272
18.25	3.4278
18.27	3.4281
18.29	3.4284
18.31	3.4289
18.32	3.4295
18.34	3.4297
18.35	3.4302
18.37	3.4306
18.39	3.4310
18.40	3.4315
18.42	3.4317
18.44	3.4320
18.46	3.4323
18.47	3.4327
18.49	3.4333
18.50	3.4339
18.53	3.4344
18.54	3.4349
18.56	3.4354
18.57	3.4358
18.59	3.4362
18.60	3.4366
18.63	3.4370
18.64	3.4375
18.65	3.4379
18.67	3.4383
18.69	3.4388
18.70	3.4391
18.72	3.4395
18.74	3.4398
18.75	3.4402
18.77	3.4405
18.79	3.4408
18.80	3.4414
18.82	3.4418
18.84	3.4422
18.86	3.4426
18.88	3.4432
18.89	3.4438
18.90	3.4443
18.93	3.4447
18.94	3.4452
18.95	3.4455
18.97	3.4460
18.98	3.4465
19.00	3.4471
19.02	3.4475
19.03	3.4478
19.06	3.4481
19.07	3.4485
19.09	3.4489
19.10	3.4491
19.12	3.4496
19.14	3.4500
19.16	3.4503
19.17	3.4507
19.19	3.4511
19.20	3.4515
19.22	3.4521
19.23	3.4525
19.25	3.4531
19.26	3.4536
19.28	3.4542
19.31	3.4548
19.32	3.4552
19.34	3.4558
19.35	3.4564
19.37	3.4568
19.39	3.4571
19.40	3.4576
19.42	3.4579
19.44	3.4583
19.45	3.4586
19.47	3.4589
19.49	3.4594
19.51	3.4597
19.52	3.4602
19.54	3.4606
19.55	3.4611
19.57	3.4614
19.59	3.4620
19.60	3.4626
19.62	3.4630
19.64	3.4637
19.65	3.4644
19.68	3.4651
19.69	3.4655
19.71	3.4660
19.73	3.4665
19.74	3.4669
19.75	3.4675
19.77	3.4680
19.79	3.4683
19.80	3.4685
19.82	3.4690
19.84	3.4692
19.85	3.4694
19.87	3.4699
19.88	3.4703
19.90	3.4707
19.92	3.4710
19.94	3.4714
19.95	3.4716
19.97	3.4722
19.99	3.4727
20.00	3.4734
20.02	3.4738
20.03	3.4744
20.05	3.4749
20.07	3.4754
20.09	3.4759
20.10	3.4762
20.12	3.4766
20.13	3.4769
20.15	3.4773
20.17	3.4777
20.18	3.4780
20.20	3.4785
20.22	3.4789
20.23	3.4791
20.25	3.4796
20.27	3.4801
20.29	3.4803
20.30	3.4809
20.32	3.4813
20.34	3.4819
20.35	3.4825
20.37	3.4831
20.39	3.4839
20.40	3.4845
20.41	3.4851
20.43	3.4855
20.45	3.4859
20.47	3.4865
20.48	3.4870
20.50	3.4876
20.52	3.4879
20.53	3.4882
20.55	3.4886
20.56	3.4888
20.58	3.4892
20.60	3.4897
20.62	3.4902
20.63	3.4908
20.65	3.4913
20.67	3.4917
20.69	3.4921
20.70	3.4929
20.72	3.4934
20.74	3.4938
20.75	3.4946
20.77	3.4951
20.79	3.4957
20.80	3.4964
20.82	3.4970
20.83	3.4974
20.85	3.4978
20.86	3.4982
20.88	3.4987
20.90	3.4990
20.91	3.4994
20.93	3.4999
20.95	3.5004
20.97	3.5009
20.98	3.5013
21.00	3.5019
21.02	3.5022
21.03	3.5025
21.05	3.5030
21.07	3.5038
21.08	3.5045
21.10	3.5051
21.12	3.5058
21.13	3.5065
21.15	3.5070
21.17	3.5076
21.18	3.5080
21.20	3.5086
21.22	3.5090
21.23	3.5094
21.25	3.5099
21.27	3.5102
21.28	3.5107
21.30	3.5111
21.32	3.5115
21.33	3.5119
21.35	3.5123
21.37	3.5128
21.38	3.5131
21.40	3.5135
21.42	3.5139
21.43	3.5146
21.45	3.5154
21.47	3.5160
21.48	3.5166
21.50	3.5171
21.52	3.5178
21.53	3.5182
21.55	3.5189
21.56	3.5195
21.58	3.5197
21.59	3.5202
21.61	3.5207
21.62	3.5210
21.65	3.5214
21.66	3.5218
21.68	3.5220
21.70	3.5225
21.71	3.5229
21.73	3.5232
21.75	3.5236
21.77	3.5240
21.78	3.5245
21.80	3.5254
21.82	3.5263
21.83	3.5268
21.84	3.5274
21.86	3.5280
21.88	3.5284
21.90	3.5290
21.91	3.5296
21.93	3.5299
21.95	3.5303
21.97	3.5310
21.98	3.5316
22.00	3.5319
22.01	3.5325
22.03	3.5328
22.05	3.5333
22.06	3.5338
22.08	3.5341
22.09	3.5345
22.11	3.5351
22.13	3.5355
22.15	3.5361
22.16	3.5367
22.18	3.5373
22.20	3.5380
22.21	3.5385
22.23	3.5389
22.25	3.5394
22.26	3.5399
22.28	3.5403
22.30	3.5406
22.32	3.5412
22.33	3.5416
22.34	3.5420
22.36	3.5425
22.38	3.5429
22.40	3.5434
22.41	3.5440
22.43	3.5443
22.45	3.5448
22.46	3.5454
22.48	3.5457
22.50	3.5462
22.51	3.5466
22.53	3.5473
22.55	3.5479
22.56	3.5486
22.58	3.5491
22.60	3.5496
22.61	3.5500
22.63	3.5506
22.65	3.5513
22.66	3.5516
22.68	3.5520
22.69	3.5525
22.71	3.5528
22.73	3.5533
22.75	3.5539
22.76	3.5541
22.78	3.5549
22.80	3.5553
22.81	3.5558
22.83	3.5561
22.84	3.5568
22.86	3.5571
22.88	3.5579
22.90	3.5584
22.91	3.5590
22.93	3.5596
22.95	3.5604
22.96	3.5610
22.98	3.5614
23.00	3.5621
23.01	3.5627
23.03	3.5632
23.04	3.5637
23.06	3.5639
23.07	3.5645
23.09	3.5649
23.10	3.5654
23.12	3.5657
23.14	3.5661
23.16	3.5666
23.18	3.5669
23.20	3.5675
23.21	3.5679
23.23	3.5684
23.24	3.5689
23.26	3.5695
23.28	3.5701
23.30	3.5708
23.31	3.5715
23.33	3.5721
23.34	3.5727
23.36	3.5733
23.38	3.5738
23.39	3.5743
23.42	3.5747
23.43	3.5750
23.44	3.5755
23.46	3.5760
23.48	3.5764
23.50	3.5768
23.51	3.5773
23.53	3.5778
23.55	3.5782
23.56	3.5784
23.57	3.5786
23.59	3.5792
23.61	3.5796
23.63	3.5803
23.64	3.5809
23.65	3.5813
23.67	3.5820
23.69	3.5827
23.70	3.5832
23.72	3.5837
23.74	3.5841
23.76	3.5847
23.77	3.5851
23.78	3.5856
23.80	3.5860
23.82	3.5866
23.84	3.5870
23.86	3.5874
23.87	3.5879
23.89	3.5881
23.91	3.5886
23.93	3.5891
23.94	3.5895
23.95	3.5900
23.97	3.5908
23.99	3.5913
24.01	3.5918
24.03	3.5925
24.04	3.5930
24.06	3.5935
24.07	3.5939
24.09	3.5944
24.10	3.5949
24.13	3.5952
24.15	3.5956
24.16	3.5959
24.18	3.5964
24.19	3.5970
24.20	3.5974
24.23	3.5978
24.24	3.5981
24.26	3.5985
24.28	3.5990
24.29	3.5995
24.30	3.6000
24.32	3.6007
24.34	3.6015
24.36	3.6021
24.37	3.6028
24.39	3.6035
24.41	3.6041
24.43	3.6044
24.44	3.6048
24.45	3.6052
24.48	3.6056
24.49	3.6064
24.50	3.6067
24.52	3.6071
24.54	3.6077
24.55	3.6080
24.57	3.6084
24.59	3.6088
24.60	3.6091
24.63	3.6098
24.64	3.6103
24.65	3.6110
24.68	3.6115
24.68	3.6120
24.70	3.6128
24.72	3.6134
24.73	3.6141
24.75	3.6147
24.78	3.6152
24.79	3.6158
24.80	3.6163
24.82	3.6166
24.84	3.6172
24.85	3.6175
24.87	3.6178
24.89	3.6182
24.90	3.6186
24.92	3.6191
24.94	3.6196
24.96	3.6201
24.97	3.6205
24.99	3.6210
25.00	3.6214
25.02	3.6217
25.04	3.6220
25.05	3.6227
25.07	3.6232
25.08	3.6237
25.11	3.6243
25.12	3.6250
25.13	3.6256
25.15	3.6259
25.17	3.6265
25.19	3.6270
25.20	3.6273
25.22	3.6277
25.23	3.6283
25.25	3.6286
25.27	3.6291
25.28	3.6295
25.30	3.6299
25.32	3.6304
25.34	3.6309
25.35	3.6311
25.37	3.6316
25.39	3.6320
25.40	3.6325
25.42	3.6332
25.44	3.6340
25.45	3.6344
25.47	3.6351
25.49	3.6358
25.50	3.6365
25.52	3.6373
25.53	3.6378
25.55	3.6383
25.57	3.6389
25.58	3.6393
25.60	3.6397
25.61	3.6401
25.63	3.6406
25.65	3.6410
25.67	3.6413
25.68	3.6417
25.70	3.6419
25.72	3.6425
25.73	3.6430
25.75	3.6434
25.76	3.6441
25.78	3.6449
25.80	3.6458
25.82	3.6465
25.83	3.6471
25.85	3.6477
25.87	3.6483
25.89	3.6488
25.90	3.6493
25.92	3.6496
25.94	3.6501
25.95	3.6505
25.96	3.6512
25.98	3.6516
26.00	3.6521
26.02	3.6527
26.03	3.6531
26.05	3.6536
26.07	3.6540
26.08	3.6544
26.10	3.6548
26.12	3.6553
26.13	3.6559
26.15	3.6566
26.16	3.6572
26.18	3.6581
26.20	3.6584
26.22	3.6590
26.23	3.6596
26.25	3.6601
26.27	3.6606
26.29	3.6609
26.30	3.6614
26.32	3.6620
26.33	3.6623
26.34	3.6627
26.37	3.6630
26.38	3.6634
26.40	3.6638
26.41	3.6644
26.43	3.6650
26.45	3.6654
26.46	3.6659
26.48	3.6666
26.50	3.6673
26.52	3.6682
26.53	3.6688
26.55	3.6695
26.56	3.6698
26.58	3.6705
26.59	3.6709
26.61	3.6714
26.63	3.6721
26.65	3.6726
26.67	3.6731
26.68	3.6736
26.70	3.6741
26.72	3.6746
26.73	3.6753
26.75	3.6757
26.77	3.6762
26.78	3.6766
26.80	3.6769
26.82	3.6774
26.83	3.6780
26.85	3.6786
26.86	3.6790
26.88	3.6797
26.90	3.6803
26.91	3.6810
26.93	3.6817
26.95	3.6821
26.96	3.6826
26.98	3.6832
27.00	3.6836
27.01	3.6840
27.03	3.6844
27.05	3.6847
27.07	3.6852
27.08	3.6855
27.10	3.6859
27.12	3.6864
27.13	3.6869
27.15	3.6872
27.16	3.6877
27.18	3.6882
27.20	3.6885
27.22	3.6892
27.23	3.6897
27.25	3.6902
27.26	3.6909
27.28	3.6917
27.30	3.6922
27.31	3.6927
27.33	3.6933
27.34	3.6935
27.36	3.6940
27.38	3.6943
27.40	3.6946
27.42	3.6949
27.43	3.6952
27.45	3.6957
27.47	3.6961
27.48	3.6967
27.50	3.6969
27.51	3.6975
27.53	3.6981
27.55	3.6984
27.57	3.6991
27.58	3.6997
27.60	3.7004
27.62	3.7012
27.63	3.7017
27.65	3.7022
27.66	3.7029
27.68	3.7034
27.70	3.7040
27.72	3.7045
27.73	3.7053
27.75	3.7058
27.77	3.7061
27.78	3.7066
27.80	3.7071
27.82	3.7077
27.83	3.7080
27.85	3.7085
27.87	3.7091
27.88	3.7095
27.90	3.7100
27.92	3.7106
27.93	3.7112
27.95	3.7121
27.96	3.7132
27.98	3.7138
28.00	3.7148
28.02	3.7157
28.03	3.7165
28.05	3.7173
28.07	3.7177
28.08	3.7182
28.10	3.7186
28.12	3.7192
28.13	3.7196
28.15	3.7202
28.17	3.7206
28.18	3.7211
28.20	3.7217
28.22	3.7222
28.23	3.7226
28.25	3.7232
28.26	3.7239
28.28	3.7243
28.30	3.7250
28.32	3.7259
28.33	3.7267
28.35	3.7273
28.36	3.7281
28.38	3.7288
28.40	3.7295
28.42	3.7301
28.43	3.7304
28.45	3.7311
28.46	3.7316
28.48	3.7320
28.50	3.7328
28.52	3.7333
28.53	3.7340
28.55	3.7343
28.57	3.7349
28.58	3.7352
28.59	3.7357
28.61	3.7362
28.64	3.7366
28.65	3.7372
28.67	3.7381
28.68	3.7388
28.70	3.7394
28.72	3.7401
28.73	3.7406
28.75	3.7412
28.76	3.7418
28.78	3.7422
28.80	3.7427
28.82	3.7434
28.84	3.7437
28.85	3.7442
28.86	3.7448
28.88	3.7450
28.90	3.7455
28.92	3.7461
28.94	3.7464
28.95	3.7469
28.96	3.7472
28.98	3.7477
29.00	3.7482
29.02	3.7488
29.03	3.7495
29.05	3.7501
29.07	3.7507
29.08	3.7511
29.10	3.7517
29.11	3.7521
29.13	3.7527
29.15	3.7531
29.16	3.7536
29.18	3.7541
29.20	3.7545
29.22	3.7549
29.23	3.7554
29.25	3.7557
29.27	3.7562
29.29	3.7567
29.30	3.7570
29.31	3.7576
29.33	3.7580
29.35	3.7586
29.37	3.7592
29.38	3.7599
29.40	3.7605
29.42	3.7611
29.44	3.7616
29.45	3.7623
29.47	3.7630
29.48	3.7636
29.50	3.7640
29.52	3.7644
29.53	3.7649
29.55	3.7653
29.56	3.7659
29.58	3.7662
29.59	3.7666
29.62	3.7671
29.63	3.7675
29.65	3.7680
29.66	3.7685
29.68	3.7689
29.70	3.7695
29.71	3.7699
29.73	3.7707
29.75	3.7714
29.77	3.7720
29.78	3.7727
29.80	3.7732
29.81	3.7737
29.83	3.7743
29.84	3.7750
29.86	3.7757
29.88	3.7760
29.90	3.7764
29.91	3.7771
29.93	3.7773
29.95	3.7777
29.97	3.7782
29.98	3.7786
29.99	3.7791
30.01	3.7795
30.03	3.7798
30.05	3.7802
30.06	3.7806
30.08	3.7815
30.09	3.7821
30.11	3.7829
30.13	3.7837
30.15	3.7844
30.16	3.7851
30.18	3.7857
30.20	3.7860
30.21	3.7867
30.23	3.7871
30.25	3.7876
30.27	3.7881
30.28	3.7886
30.30	3.7889
30.31	3.7896
30.33	3.7899
30.34	3.7905
30.37	3.7911
30.38	3.7916
30.40	3.7919
30.42	3.7924
30.43	3.7928
30.45	3.7937
30.46	3.7943
30.48	3.7949
30.50	3.7954
30.51	3.7962
30.53	3.7966
30.55	3.7971
30.57	3.7977
30.58	3.7983
30.60	3.7988
30.61	3.7995
30.63	3.7999
30.64	3.8005
30.66	3.8010
30.68	3.8014
30.70	3.8019
30.71	3.8022
30.73	3.8028
30.75	3.8034
30.77	3.8036
30.79	3.8043
30.80	3.8049
30.82	3.8054
30.83	3.8061
30.85	3.8070
30.86	3.8077
30.88	3.8082
30.90	3.8087
30.91	3.8091
30.93	3.8096
30.95	3.8103
30.96	3.8109
30.98	3.8112
31.00	3.8118
31.01	3.8124
31.03	3.8130
31.05	3.8137
31.06	3.8142
31.08	3.8145
31.10	3.8149
31.11	3.8152
31.13	3.8157
31.15	3.8164
31.16	3.8172
31.18	3.8179
31.19	3.8187
31.21	3.8194
31.23	3.8198
31.25	3.8203
31.26	3.8207
31.28	3.8212
31.30	3.8217
31.32	3.8223
31.33	3.8226
31.35	3.8230
31.35	3.8237
31.38	3.8242
31.39	3.8245
31.41	3.8250
31.43	3.8253
31.44	3.8257
31.46	3.8263
31.48	3.8267
31.50	3.8273
31.51	3.8281
31.53	3.8288
31.54	3.8295
31.56	3.8300
31.58	3.8306
31.59	3.8312
31.61	3.8318
31.63	3.8323
31.64	3.8328
31.66	3.8333
31.68	3.8337
31.69	3.8343
31.71	3.8345
31.73	3.8348
31.75	3.8352
31.76	3.8355
31.78	3.8360
31.79	3.8365
31.81	3.8368
31.83	3.8373
31.85	3.8377
31.86	3.8383
31.88	3.8390
31.89	3.8398
31.91	3.8405
31.93	3.8412
31.95	3.8417
31.96	3.8423
31.98	3.8427
31.99	3.8431
32.01	3.8434
32.02	3.8439
32.05	3.8444
32.06	3.8448
32.08	3.8453
32.09	3.8458
32.11	3.8462
32.13	3.8468
32.14	3.8473
32.16	3.8479
32.17	3.8483
32.19	3.8486
32.21	3.8492
32.23	3.8497
32.24	3.8502
32.26	3.8511
32.27	3.8519
32.29	3.8527
32.30	3.8532
32.33	3.8538
32.34	3.8544
32.36	3.8549
32.38	3.8552
32.40	3.8557
32.41	3.8562
32.43	3.8566
32.45	3.8572
32.46	3.8578
32.48	3.8583
32.49	3.8587
32.51	3.8589
32.53	3.8592
32.55	3.8595
32.57	3.8600
32.58	3.8606
32.59	3.8611
32.60	3.8618
32.62	3.8623
32.64	3.8629
32.65	3.8636
32.67	3.8643
32.69	3.8649
32.71	3.8654
32.73	3.8661
32.74	3.8665
32.76	3.8670
32.77	3.8675
32.79	3.8681
32.81	3.8685
32.83	3.8690
32.84	3.8695
32.86	3.8701
32.87	3.8705
32.89	3.8712
32.91	3.8716
32.93	3.8721
32.95	3.8728
32.96	3.8735
32.98	3.8742
32.99	3.8748
33.01	3.8755
33.02	3.8761
33.04	3.8766
33.06	3.8773
33.08	3.8778
33.09	3.8782
33.11	3.8786
33.13	3.8793
33.14	3.8798
33.16	3.8804
33.17	3.8809
33.19	3.8814
33.21	3.8817
33.23	3.8822
33.24	3.8826
33.26	3.8831
33.27	3.8838
33.29	3.8846
33.31	3.8853
33.33	3.8860
33.34	3.8869
33.36	3.8873
33.37	3.8879
33.39	3.8883
33.40	3.8888
33.42	3.8895
33.44	3.8899
33.46	3.8905
33.48	3.8908
33.49	3.8915
33.50	3.8921
33.52	3.8926
33.55	3.8931
33.56	3.8935
33.57	3.8940
33.59	3.8945
33.61	3.8949
33.63	3.8956
33.64	3.8964
33.65	3.8970
33.67	3.8977
33.69	3.8982
33.71	3.8988
33.72	3.8995
33.74	3.9001
33.75	3.9007
33.77	3.9013
33.78	3.9017
33.80	3.9023
33.82	3.9027
33.84	3.9032
33.85	3.9036
33.88	3.9043
33.89	3.9045
33.90	3.9051
33.92	3.9054
33.94	3.9059
33.95	3.9065
33.97	3.9070
33.99	3.9075
34.00	3.9081
34.02	3.9089
34.04	3.9095
34.05	3.9100
34.07	3.9104
34.09	3.9110
34.11	3.9116
34.13	3.9122
34.14	3.9128
34.16	3.9131
34.18	3.9138
34.19	3.9142
34.21	3.9148
34.23	3.9153
34.24	3.9158
34.25	3.9161
34.27	3.9165
34.29	3.9170
34.31	3.9174
34.33	3.9178
34.34	3.9184
34.35	3.9190
34.37	3.9198
34.39	3.9203
34.40	3.9209
34.42	3.9218
34.43	3.9224
34.45	3.9230
34.47	3.9236
34.48	3.9242
34.50	3.9246
34.52	3.9251
34.54	3.9255
34.56	3.9259
34.58	3.9264
34.59	3.9269
34.61	3.9274
34.63	3.9279
34.64	3.9284
34.65	3.9289
34.67	3.9295
34.69	3.9303
34.70	3.9307
34.72	3.9315
34.74	3.9321
34.76	3.9329
34.77	3.9334
34.79	3.9341
34.81	3.9347
34.82	3.9353
34.83	3.9359
34.85	3.9363
34.87	3.9368
34.89	3.9374
34.90	3.9379
34.92	3.9384
34.93	3.9390
34.95	3.9394
34.96	3.9399
34.98	3.9405
35.00	3.9407
35.02	3.9412
35.04	3.9417
35.05	3.9424
35.07	3.9431
35.09	3.9439
35.10	3.9444
35.12	3.9451
35.14	3.9455
35.15	3.9459
35.17	3.9466
35.18	3.9470
35.20	3.9473
35.22	3.9478
35.24	3.9483
35.25	3.9488
35.27	3.9494
35.29	3.9500
35.30	3.9505
35.32	3.9509
35.34	3.9514
35.35	3.9519
35.36	3.9526
35.38	3.9531
35.40	3.9537
35.42	3.9544
35.44	3.9552
35.45	3.9560
35.46	3.9566
35.48	3.9574
35.50	3.9580
