Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\chunPP.pdid

Temperature (°„C)	Heat Flow Endo Up (mW)
34.80	3.8534
34.82	3.8538
34.83	3.8542
34.85	3.8546
34.87	3.8550
34.89	3.8555
34.90	3.8557
34.92	3.8563
34.93	3.8566
34.95	3.8570
34.97	3.8577
34.99	3.8580
35.00	3.8582
35.02	3.8585
35.03	3.8591
35.05	3.8596
35.07	3.8601
35.08	3.8609
35.09	3.8614
35.12	3.8621
35.13	3.8625
35.15	3.8631
35.17	3.8636
35.18	3.8641
35.20	3.8644
35.22	3.8649
35.24	3.8654
35.25	3.8659
35.27	3.8664
35.28	3.8671
35.30	3.8679
35.32	3.8684
35.33	3.8689
35.35	3.8694
35.37	3.8699
35.38	3.8704
35.40	3.8710
35.42	3.8718
35.43	3.8723
35.45	3.8729
35.47	3.8735
35.48	3.8744
35.50	3.8749
35.52	3.8753
35.53	3.8759
35.55	3.8763
35.57	3.8768
35.58	3.8770
35.60	3.8773
35.62	3.8777
35.63	3.8783
35.65	3.8785
35.67	3.8791
35.68	3.8794
35.70	3.8797
35.71	3.8802
35.73	3.8807
35.74	3.8812
35.76	3.8819
35.78	3.8827
35.80	3.8835
35.82	3.8840
35.83	3.8846
35.85	3.8851
35.87	3.8857
35.89	3.8864
35.90	3.8868
35.92	3.8874
35.93	3.8877
35.95	3.8884
35.97	3.8888
35.98	3.8893
35.99	3.8900
36.02	3.8906
36.03	3.8911
36.05	3.8915
36.07	3.8923
36.08	3.8929
36.10	3.8933
36.12	3.8941
36.13	3.8947
36.15	3.8953
36.17	3.8961
36.18	3.8968
36.20	3.8973
36.22	3.8978
36.23	3.8982
36.25	3.8986
36.27	3.8991
36.28	3.8996
36.30	3.9000
36.32	3.9003
36.33	3.9008
36.35	3.9011
36.37	3.9015
36.38	3.9018
36.40	3.9020
36.42	3.9022
36.43	3.9025
36.45	3.9031
36.46	3.9038
36.48	3.9043
36.50	3.9046
36.52	3.9054
36.53	3.9057
36.55	3.9062
36.56	3.9067
36.58	3.9071
36.60	3.9074
36.61	3.9080
36.63	3.9084
36.65	3.9088
36.67	3.9092
36.68	3.9099
36.70	3.9103
36.72	3.9106
36.73	3.9112
36.74	3.9117
36.77	3.9121
36.78	3.9124
36.80	3.9129
36.82	3.9138
36.83	3.9143
36.84	3.9150
36.86	3.9156
36.88	3.9162
36.90	3.9167
36.92	3.9173
36.94	3.9176
36.95	3.9181
36.97	3.9185
36.99	3.9190
37.00	3.9195
37.02	3.9199
37.03	3.9204
37.05	3.9207
37.07	3.9212
37.08	3.9218
37.09	3.9222
37.11	3.9228
37.13	3.9234
37.15	3.9240
37.17	3.9245
37.18	3.9252
37.20	3.9258
37.22	3.9263
37.23	3.9269
37.24	3.9275
37.26	3.9280
37.28	3.9286
37.30	3.9292
37.32	3.9297
37.33	3.9302
37.34	3.9308
37.36	3.9312
37.38	3.9316
37.40	3.9321
37.41	3.9324
37.43	3.9330
37.45	3.9336
37.46	3.9343
37.48	3.9347
37.50	3.9352
37.53	3.9357
37.54	3.9363
37.55	3.9369
37.56	3.9375
37.58	3.9381
37.59	3.9387
37.61	3.9391
37.63	3.9397
37.65	3.9402
37.67	3.9407
37.68	3.9410
37.70	3.9415
37.72	3.9418
37.73	3.9421
37.75	3.9425
37.77	3.9428
37.78	3.9433
37.80	3.9439
37.81	3.9444
37.83	3.9451
37.85	3.9456
37.87	3.9462
37.88	3.9469
37.90	3.9474
37.92	3.9479
37.93	3.9484
37.95	3.9490
37.97	3.9496
37.98	3.9501
37.99	3.9505
38.02	3.9509
38.03	3.9513
38.04	3.9515
38.06	3.9521
38.08	3.9525
38.10	3.9528
38.12	3.9534
38.13	3.9537
38.15	3.9543
38.16	3.9548
38.18	3.9554
38.20	3.9559
38.22	3.9566
38.24	3.9571
38.25	3.9577
38.27	3.9583
38.28	3.9589
38.30	3.9595
38.31	3.9601
38.33	3.9606
38.34	3.9610
38.36	3.9614
38.38	3.9618
38.40	3.9624
38.42	3.9630
38.43	3.9636
38.45	3.9639
38.47	3.9645
38.48	3.9649
38.50	3.9653
38.52	3.9658
38.53	3.9660
38.55	3.9665
38.57	3.9669
38.58	3.9676
38.59	3.9681
38.62	3.9689
38.63	3.9693
38.65	3.9698
38.66	3.9703
38.68	3.9707
38.70	3.9711
38.71	3.9716
38.73	3.9719
38.74	3.9722
38.75	3.9726
38.77	3.9729
38.80	3.9733
38.81	3.9737
38.83	3.9740
38.84	3.9743
38.86	3.9747
38.88	3.9749
38.90	3.9754
38.91	3.9761
38.93	3.9767
38.94	3.9771
38.96	3.9776
38.98	3.9779
38.99	3.9784
39.01	3.9791
39.03	3.9796
39.05	3.9801
39.07	3.9804
39.08	3.9811
39.09	3.9815
39.11	3.9820
39.13	3.9828
39.15	3.9832
39.16	3.9839
39.18	3.9846
39.19	3.9851
39.21	3.9855
39.23	3.9859
39.24	3.9865
39.27	3.9873
39.28	3.9879
39.30	3.9887
39.31	3.9895
39.33	3.9901
39.34	3.9906
39.36	3.9912
39.38	3.9920
39.40	3.9924
39.41	3.9931
39.43	3.9935
39.45	3.9942
39.46	3.9948
39.48	3.9951
39.50	3.9954
39.52	3.9959
39.53	3.9964
39.55	3.9968
39.57	3.9973
39.58	3.9977
39.59	3.9981
39.62	3.9989
39.63	3.9995
39.65	4.0001
39.66	4.0006
39.68	4.0011
39.70	4.0016
39.72	4.0022
39.73	4.0025
39.74	4.0030
39.76	4.0036
39.78	4.0039
39.80	4.0044
39.81	4.0047
39.83	4.0050
39.85	4.0054
39.87	4.0058
39.88	4.0063
39.90	4.0069
39.91	4.0072
39.93	4.0076
39.95	4.0080
39.96	4.0085
39.98	4.0094
39.99	4.0101
40.01	4.0108
40.03	4.0114
40.04	4.0120
40.06	4.0126
40.08	4.0132
40.09	4.0137
40.11	4.0145
40.13	4.0149
40.15	4.0153
40.16	4.0158
40.18	4.0163
40.19	4.0168
40.22	4.0171
40.23	4.0176
40.24	4.0181
40.26	4.0189
40.27	4.0194
40.30	4.0202
40.31	4.0209
40.33	4.0216
40.34	4.0225
40.36	4.0232
40.38	4.0239
40.40	4.0247
40.41	4.0254
40.43	4.0258
40.45	4.0268
40.46	4.0274
40.48	4.0279
40.49	4.0285
40.51	4.0291
40.53	4.0296
40.54	4.0300
40.56	4.0307
40.58	4.0312
40.59	4.0317
40.61	4.0324
40.63	4.0328
40.65	4.0334
40.66	4.0341
40.68	4.0348
40.70	4.0354
40.71	4.0361
40.73	4.0364
40.74	4.0370
40.76	4.0376
40.78	4.0380
40.80	4.0386
40.81	4.0390
40.83	4.0397
40.84	4.0401
40.86	4.0404
40.88	4.0408
40.90	4.0412
40.91	4.0418
40.93	4.0421
40.95	4.0425
40.96	4.0430
40.98	4.0433
40.99	4.0437
41.01	4.0442
41.03	4.0447
41.04	4.0453
41.06	4.0459
41.08	4.0466
41.09	4.0472
41.11	4.0476
41.13	4.0482
41.15	4.0488
41.16	4.0491
41.18	4.0497
41.19	4.0502
41.21	4.0508
41.23	4.0514
41.24	4.0519
41.26	4.0525
41.27	4.0529
41.29	4.0533
41.31	4.0539
41.33	4.0541
41.34	4.0547
41.36	4.0554
41.38	4.0560
41.39	4.0565
41.41	4.0573
41.43	4.0579
41.45	4.0585
41.46	4.0591
41.48	4.0597
41.49	4.0604
41.51	4.0610
41.52	4.0613
41.54	4.0615
41.56	4.0619
41.58	4.0622
41.59	4.0627
41.61	4.0634
41.63	4.0639
41.64	4.0642
41.66	4.0646
41.68	4.0651
41.69	4.0656
41.71	4.0664
41.73	4.0669
41.74	4.0674
41.76	4.0681
41.77	4.0688
41.79	4.0696
41.81	4.0703
41.83	4.0707
41.84	4.0713
41.86	4.0719
41.88	4.0721
41.90	4.0726
41.91	4.0729
41.93	4.0733
41.95	4.0739
41.96	4.0742
41.98	4.0746
41.99	4.0751
42.01	4.0756
42.02	4.0761
42.04	4.0767
42.06	4.0774
42.08	4.0780
42.09	4.0785
42.11	4.0793
42.13	4.0795
42.15	4.0799
42.16	4.0804
42.18	4.0808
42.20	4.0812
42.21	4.0817
42.23	4.0820
42.24	4.0826
42.26	4.0832
42.28	4.0836
42.29	4.0843
42.31	4.0848
42.33	4.0855
42.34	4.0859
42.36	4.0865
42.38	4.0870
42.39	4.0880
42.41	4.0888
42.43	4.0895
42.44	4.0903
42.46	4.0911
42.48	4.0918
42.49	4.0927
42.51	4.0934
42.52	4.0940
42.54	4.0945
42.56	4.0952
42.58	4.0956
42.59	4.0963
42.61	4.0969
42.63	4.0972
42.64	4.0976
42.65	4.0979
42.68	4.0985
42.69	4.0988
42.71	4.0994
42.73	4.0998
42.74	4.1002
42.76	4.1009
42.77	4.1015
42.79	4.1023
42.80	4.1028
42.82	4.1034
42.84	4.1041
42.85	4.1044
42.87	4.1050
42.89	4.1056
42.91	4.1061
42.93	4.1067
42.94	4.1073
42.96	4.1076
42.98	4.1081
42.99	4.1085
43.01	4.1090
43.02	4.1094
43.04	4.1099
43.06	4.1103
43.07	4.1110
43.09	4.1118
43.11	4.1123
43.13	4.1132
43.14	4.1140
43.16	4.1145
43.18	4.1150
43.20	4.1157
43.21	4.1162
43.23	4.1167
43.24	4.1171
43.26	4.1175
43.27	4.1180
43.29	4.1187
43.30	4.1189
43.33	4.1194
43.34	4.1200
43.36	4.1204
43.38	4.1210
43.39	4.1215
43.41	4.1221
43.42	4.1231
43.44	4.1237
43.45	4.1245
43.47	4.1254
43.49	4.1261
43.50	4.1268
43.52	4.1273
43.54	4.1279
43.55	4.1283
43.57	4.1289
43.59	4.1292
43.61	4.1299
43.63	4.1304
43.64	4.1310
43.66	4.1315
43.67	4.1320
43.68	4.1326
43.70	4.1330
43.72	4.1335
43.74	4.1338
43.76	4.1344
43.77	4.1350
43.79	4.1357
43.80	4.1363
43.82	4.1368
43.84	4.1375
43.85	4.1381
43.88	4.1386
43.88	4.1391
43.90	4.1395
43.92	4.1402
43.94	4.1409
43.95	4.1414
43.98	4.1418
43.99	4.1425
44.00	4.1429
44.02	4.1435
44.04	4.1439
44.06	4.1444
44.08	4.1450
44.09	4.1457
44.10	4.1462
44.12	4.1467
44.14	4.1476
44.15	4.1482
44.18	4.1488
44.19	4.1494
44.20	4.1502
44.22	4.1507
44.24	4.1512
44.25	4.1517
44.27	4.1522
44.29	4.1527
44.30	4.1530
44.32	4.1533
44.34	4.1538
44.36	4.1542
44.37	4.1545
44.39	4.1549
44.40	4.1553
44.42	4.1559
44.43	4.1563
44.46	4.1567
44.47	4.1573
44.48	4.1579
44.50	4.1584
44.52	4.1588
44.54	4.1591
44.55	4.1597
44.57	4.1602
44.58	4.1607
44.60	4.1612
44.62	4.1616
44.64	4.1621
44.65	4.1624
44.67	4.1630
44.69	4.1634
44.70	4.1637
44.72	4.1642
44.74	4.1647
44.76	4.1650
44.77	4.1654
44.79	4.1660
44.80	4.1664
44.82	4.1670
44.83	4.1677
44.85	4.1682
44.87	4.1688
44.89	4.1693
44.90	4.1697
44.92	4.1705
44.93	4.1710
44.95	4.1715
44.97	4.1721
44.99	4.1727
45.00	4.1732
45.02	4.1737
45.04	4.1741
45.05	4.1745
45.07	4.1752
45.09	4.1755
45.10	4.1758
45.12	4.1762
45.13	4.1767
45.15	4.1772
45.18	4.1778
45.19	4.1784
45.20	4.1790
45.22	4.1798
45.24	4.1806
45.25	4.1813
45.27	4.1819
45.29	4.1823
45.30	4.1828
45.32	4.1835
45.34	4.1840
45.35	4.1844
45.37	4.1847
45.39	4.1854
45.40	4.1860
45.42	4.1865
45.44	4.1870
45.46	4.1877
45.47	4.1881
45.48	4.1888
45.50	4.1895
45.52	4.1904
45.53	4.1913
45.55	4.1921
45.57	4.1930
45.59	4.1940
45.60	4.1947
45.62	4.1953
45.64	4.1957
45.65	4.1961
45.67	4.1967
45.68	4.1971
45.70	4.1975
45.73	4.1979
45.74	4.1984
45.75	4.1988
45.77	4.1995
45.79	4.2000
45.80	4.2005
45.82	4.2011
45.83	4.2019
45.85	4.2025
45.87	4.2034
45.89	4.2041
45.90	4.2047
45.92	4.2054
45.94	4.2061
45.95	4.2067
45.97	4.2074
45.99	4.2078
46.00	4.2085
46.02	4.2091
46.04	4.2097
46.05	4.2100
46.07	4.2105
46.08	4.2110
46.10	4.2114
46.12	4.2118
46.14	4.2123
46.15	4.2126
46.17	4.2133
46.18	4.2138
46.20	4.2145
46.22	4.2150
46.24	4.2157
46.25	4.2163
46.27	4.2170
46.29	4.2176
46.30	4.2184
46.33	4.2189
46.34	4.2195
46.35	4.2198
46.37	4.2204
46.38	4.2210
46.40	4.2215
46.43	4.2219
46.44	4.2224
46.46	4.2227
46.48	4.2234
46.49	4.2237
46.50	4.2242
46.52	4.2248
46.54	4.2256
46.55	4.2262
46.57	4.2272
46.59	4.2278
46.60	4.2286
46.62	4.2291
46.64	4.2297
46.65	4.2303
46.67	4.2309
46.69	4.2314
46.70	4.2319
46.72	4.2324
46.74	4.2329
46.75	4.2334
46.77	4.2338
46.78	4.2344
46.80	4.2348
46.82	4.2353
46.83	4.2358
46.85	4.2364
46.86	4.2370
46.89	4.2380
46.90	4.2386
46.92	4.2393
46.94	4.2398
46.95	4.2405
46.97	4.2409
46.98	4.2414
47.00	4.2418
47.02	4.2422
47.04	4.2425
47.05	4.2428
47.07	4.2432
47.09	4.2438
47.11	4.2442
47.12	4.2448
47.14	4.2451
47.15	4.2457
47.18	4.2459
47.19	4.2465
47.20	4.2471
47.22	4.2477
47.23	4.2485
47.25	4.2491
47.27	4.2497
47.29	4.2505
47.30	4.2510
47.32	4.2515
47.34	4.2522
47.36	4.2527
47.38	4.2532
47.39	4.2536
47.40	4.2540
47.42	4.2545
47.44	4.2549
47.45	4.2555
47.47	4.2562
47.48	4.2566
47.50	4.2573
47.52	4.2578
47.53	4.2586
47.55	4.2593
47.57	4.2603
47.58	4.2613
47.60	4.2621
47.62	4.2628
47.63	4.2638
47.65	4.2644
47.67	4.2651
47.68	4.2656
47.70	4.2664
47.72	4.2669
47.74	4.2672
47.75	4.2680
47.77	4.2684
47.79	4.2689
47.80	4.2694
47.82	4.2699
47.84	4.2704
47.85	4.2712
47.87	4.2716
47.88	4.2724
47.90	4.2732
47.92	4.2743
47.94	4.2751
47.95	4.2760
47.97	4.2767
47.99	4.2774
48.00	4.2781
48.02	4.2786
48.03	4.2793
48.05	4.2799
48.07	4.2802
48.08	4.2806
48.10	4.2813
48.12	4.2816
48.13	4.2823
48.15	4.2823
48.17	4.2830
48.18	4.2828
48.20	4.2835
48.22	4.2844
48.23	4.2847
48.25	4.2851
48.27	4.2859
48.28	4.2870
48.30	4.2875
48.32	4.2882
48.34	4.2885
48.35	4.2893
48.37	4.2899
48.39	4.2905
48.40	4.2910
48.42	4.2910
48.43	4.2918
48.45	4.2924
48.47	4.2924
48.48	4.2931
48.50	4.2939
48.52	4.2940
48.53	4.2948
48.55	4.2950
48.56	4.2955
48.58	4.2962
48.60	4.2967
48.62	4.2975
48.63	4.2983
48.65	4.2992
48.67	4.2998
48.68	4.3006
48.70	4.3010
48.72	4.3015
48.73	4.3020
48.75	4.3025
48.76	4.3029
48.78	4.3034
48.80	4.3038
48.81	4.3042
48.83	4.3047
48.85	4.3049
48.87	4.3056
48.88	4.3058
48.90	4.3061
48.92	4.3068
48.94	4.3073
48.95	4.3080
48.97	4.3087
48.98	4.3092
49.00	4.3100
49.02	4.3105
49.03	4.3111
49.05	4.3119
49.07	4.3124
49.08	4.3128
49.10	4.3134
49.12	4.3139
49.14	4.3142
49.15	4.3147
49.17	4.3151
49.18	4.3155
49.20	4.3161
49.22	4.3166
49.23	4.3169
49.25	4.3176
49.27	4.3183
49.29	4.3189
49.30	4.3196
49.32	4.3201
49.33	4.3207
49.35	4.3212
49.37	4.3217
49.38	4.3221
49.40	4.3228
49.42	4.3233
49.43	4.3238
49.45	4.3242
49.47	4.3248
49.48	4.3252
49.50	4.3256
49.52	4.3260
49.53	4.3265
49.55	4.3269
49.57	4.3275
49.58	4.3279
49.60	4.3285
49.62	4.3291
49.63	4.3296
49.65	4.3303
49.67	4.3309
49.69	4.3315
49.70	4.3319
49.71	4.3325
49.73	4.3330
49.75	4.3337
49.77	4.3343
49.79	4.3346
49.80	4.3352
49.82	4.3358
49.84	4.3363
49.85	4.3367
49.87	4.3372
49.88	4.3378
49.90	4.3384
49.92	4.3387
49.94	4.3392
49.95	4.3399
49.97	4.3406
49.98	4.3413
50.00	4.3421
50.02	4.3427
50.03	4.3433
50.05	4.3440
50.06	4.3446
50.08	4.3452
50.10	4.3457
50.12	4.3462
50.13	4.3467
50.15	4.3474
50.17	4.3480
50.18	4.3484
50.20	4.3489
50.21	4.3496
50.23	4.3500
50.25	4.3506
50.27	4.3510
50.29	4.3518
50.30	4.3524
50.32	4.3532
50.34	4.3541
50.35	4.3549
50.37	4.3555
50.38	4.3562
50.40	4.3568
50.42	4.3575
50.43	4.3581
50.45	4.3585
50.47	4.3590
50.48	4.3596
50.50	4.3604
50.51	4.3608
50.53	4.3614
50.55	4.3619
50.57	4.3623
50.59	4.3630
50.60	4.3636
50.62	4.3644
50.63	4.3651
50.65	4.3659
50.67	4.3666
50.68	4.3673
50.70	4.3679
50.72	4.3686
50.74	4.3692
50.75	4.3695
50.77	4.3701
50.78	4.3706
50.80	4.3713
50.81	4.3719
50.83	4.3723
50.84	4.3727
50.86	4.3732
50.88	4.3736
50.90	4.3742
50.92	4.3747
50.93	4.3753
50.95	4.3757
50.97	4.3763
50.98	4.3769
51.00	4.3776
51.01	4.3782
51.03	4.3789
51.05	4.3795
51.07	4.3802
51.08	4.3808
51.10	4.3815
51.12	4.3821
51.13	4.3828
51.15	4.3834
51.17	4.3839
51.18	4.3844
51.20	4.3852
51.22	4.3857
51.23	4.3862
51.25	4.3868
51.26	4.3872
51.28	4.3878
51.30	4.3884
51.32	4.3891
51.33	4.3898
51.34	4.3905
51.36	4.3913
51.38	4.3919
51.40	4.3927
51.42	4.3935
51.43	4.3943
51.45	4.3950
51.46	4.3956
51.48	4.3960
51.50	4.3966
51.52	4.3971
51.53	4.3976
51.55	4.3980
51.57	4.3985
51.58	4.3989
51.60	4.3997
51.62	4.4000
51.63	4.4005
51.65	4.4012
51.67	4.4019
51.68	4.4026
51.70	4.4031
51.72	4.4039
51.73	4.4045
51.75	4.4053
51.76	4.4061
51.78	4.4070
51.80	4.4077
51.81	4.4084
51.83	4.4088
51.84	4.4093
51.86	4.4099
51.88	4.4103
51.90	4.4107
51.91	4.4111
51.93	4.4116
51.95	4.4121
51.96	4.4124
51.98	4.4128
52.00	4.4134
52.01	4.4138
52.03	4.4145
52.05	4.4151
52.06	4.4157
52.08	4.4164
52.10	4.4170
52.12	4.4177
52.13	4.4181
52.15	4.4183
52.17	4.4188
52.18	4.4193
52.20	4.4198
52.22	4.4202
52.23	4.4207
52.25	4.4211
52.27	4.4216
52.28	4.4220
52.30	4.4226
52.32	4.4230
52.34	4.4235
52.35	4.4242
52.37	4.4250
52.38	4.4258
52.40	4.4265
52.41	4.4272
52.43	4.4278
52.45	4.4285
52.47	4.4293
52.48	4.4298
52.50	4.4306
52.51	4.4311
52.53	4.4316
52.55	4.4322
52.57	4.4327
52.58	4.4331
52.59	4.4338
52.61	4.4342
52.63	4.4347
52.65	4.4353
52.66	4.4359
52.68	4.4366
52.70	4.4372
52.72	4.4379
52.73	4.4387
52.75	4.4395
52.76	4.4404
52.78	4.4413
52.80	4.4418
52.81	4.4425
52.83	4.4431
52.84	4.4435
52.86	4.4442
52.88	4.4446
52.90	4.4450
52.91	4.4454
52.93	4.4457
52.94	4.4463
52.96	4.4465
52.98	4.4470
53.00	4.4474
53.01	4.4479
53.03	4.4484
53.05	4.4490
53.06	4.4498
53.08	4.4502
53.09	4.4509
53.11	4.4514
53.13	4.4521
53.14	4.4528
53.16	4.4532
53.18	4.4537
53.20	4.4544
53.21	4.4548
53.23	4.4552
53.25	4.4557
53.26	4.4562
53.27	4.4568
53.30	4.4575
53.32	4.4580
53.33	4.4586
53.34	4.4592
53.37	4.4599
53.38	4.4606
53.40	4.4615
53.41	4.4624
53.43	4.4631
53.45	4.4639
53.46	4.4644
53.48	4.4650
53.49	4.4657
53.51	4.4662
53.52	4.4666
53.54	4.4671
53.56	4.4675
53.58	4.4681
53.60	4.4687
53.62	4.4691
53.63	4.4697
53.65	4.4702
53.67	4.4707
53.68	4.4711
53.69	4.4717
53.71	4.4722
53.73	4.4729
53.74	4.4738
53.76	4.4744
53.77	4.4749
53.79	4.4754
53.81	4.4761
53.83	4.4767
53.84	4.4770
53.86	4.4775
53.88	4.4780
53.89	4.4786
53.91	4.4789
53.93	4.4795
53.95	4.4801
53.96	4.4806
53.98	4.4811
54.00	4.4816
54.01	4.4821
54.02	4.4827
54.04	4.4834
54.06	4.4840
54.08	4.4848
54.09	4.4856
54.11	4.4860
54.13	4.4868
54.14	4.4874
54.16	4.4880
54.18	4.4887
54.20	4.4893
54.21	4.4897
54.23	4.4902
54.24	4.4909
54.26	4.4915
54.28	4.4920
54.30	4.4927
54.31	4.4935
54.33	4.4939
54.34	4.4945
54.36	4.4950
54.38	4.4956
54.40	4.4963
54.41	4.4970
54.43	4.4976
54.45	4.4983
54.46	4.4990
54.48	4.4995
54.50	4.5000
54.51	4.5003
54.52	4.5007
54.55	4.5011
54.56	4.5017
54.58	4.5023
54.59	4.5029
54.61	4.5032
54.63	4.5037
54.65	4.5042
54.66	4.5045
54.68	4.5051
54.69	4.5058
54.71	4.5062
54.73	4.5071
54.74	4.5078
54.75	4.5085
54.77	4.5093
54.80	4.5098
54.81	4.5105
54.83	4.5110
54.84	4.5117
54.86	4.5120
54.88	4.5125
54.90	4.5130
54.91	4.5134
54.93	4.5140
54.95	4.5145
54.96	4.5153
54.98	4.5158
55.00	4.5164
55.01	4.5170
55.03	4.5175
55.05	4.5181
55.06	4.5188
55.08	4.5194
55.09	4.5200
55.11	4.5204
55.13	4.5209
55.14	4.5216
55.16	4.5221
55.18	4.5227
55.20	4.5232
55.21	4.5237
55.23	4.5241
55.25	4.5247
55.26	4.5251
55.27	4.5256
55.30	4.5261
55.31	4.5264
55.33	4.5269
55.34	4.5273
55.36	4.5277
55.38	4.5282
55.40	4.5288
55.40	4.5295
55.43	4.5301
55.45	4.5305
55.46	4.5311
55.46	4.5318
55.48	4.5326
55.51	4.5331
55.52	4.5338
55.54	4.5343
55.55	4.5349
55.57	4.5354
55.58	4.5359
55.62	4.5363
55.63	4.5367
55.64	4.5372
55.67	4.5377
55.67	4.5382
55.70	4.5387
55.71	4.5393
55.73	4.5399
55.75	4.5409
55.76	4.5415
55.77	4.5423
55.79	4.5429
55.81	4.5436
55.83	4.5441
55.84	4.5444
55.86	4.5449
55.88	4.5454
55.89	4.5459
55.91	4.5463
55.93	4.5470
55.94	4.5476
55.96	4.5479
55.98	4.5484
55.99	4.5490
56.01	4.5496
56.02	4.5502
56.04	4.5508
56.06	4.5513
56.08	4.5521
56.09	4.5530
56.12	4.5536
56.13	4.5542
56.15	4.5548
56.16	4.5554
56.18	4.5559
56.19	4.5566
56.21	4.5571
56.22	4.5576
56.25	4.5582
56.26	4.5587
56.27	4.5593
56.30	4.5600
56.31	4.5606
56.33	4.5611
56.34	4.5617
56.36	4.5623
56.38	4.5628
56.39	4.5632
56.41	4.5638
56.43	4.5645
56.45	4.5651
56.46	4.5657
56.48	4.5665
56.49	4.5674
56.51	4.5679
56.52	4.5685
56.55	4.5688
56.56	4.5692
56.58	4.5698
56.59	4.5705
56.61	4.5711
56.63	4.5719
56.65	4.5725
56.66	4.5730
56.68	4.5736
56.70	4.5742
56.71	4.5748
56.73	4.5753
56.75	4.5760
56.76	4.5768
56.77	4.5776
56.79	4.5782
56.81	4.5791
56.83	4.5797
56.84	4.5803
56.86	4.5808
56.88	4.5814
56.90	4.5820
56.91	4.5824
56.93	4.5830
56.94	4.5838
56.96	4.5842
56.98	4.5848
56.99	4.5852
57.01	4.5858
57.03	4.5863
57.05	4.5869
57.06	4.5872
57.08	4.5879
57.09	4.5885
57.11	4.5891
57.13	4.5897
57.14	4.5905
57.16	4.5910
57.18	4.5915
57.20	4.5921
57.21	4.5925
57.23	4.5931
57.24	4.5937
57.26	4.5942
57.28	4.5946
57.30	4.5952
57.31	4.5954
57.33	4.5960
57.34	4.5964
57.36	4.5967
57.38	4.5974
57.39	4.5980
57.41	4.5986
57.43	4.5992
57.45	4.6000
57.46	4.6007
57.48	4.6015
57.49	4.6021
57.51	4.6027
57.52	4.6033
57.54	4.6040
57.56	4.6045
57.58	4.6052
57.59	4.6059
57.61	4.6067
57.63	4.6073
57.64	4.6080
57.66	4.6085
57.68	4.6091
57.69	4.6098
57.71	4.6102
57.73	4.6108
57.74	4.6114
57.75	4.6119
57.77	4.6127
57.79	4.6136
57.80	4.6144
57.83	4.6152
57.84	4.6159
57.85	4.6163
57.88	4.6168
57.89	4.6175
57.91	4.6180
57.93	4.6185
57.94	4.6191
57.96	4.6195
57.98	4.6197
58.00	4.6202
58.01	4.6206
58.02	4.6212
58.04	4.6217
58.06	4.6220
58.08	4.6224
58.09	4.6229
58.11	4.6235
58.13	4.6240
58.15	4.6248
58.16	4.6256
58.18	4.6261
58.19	4.6269
58.21	4.6272
58.23	4.6277
58.24	4.6282
58.26	4.6285
58.28	4.6288
58.30	4.6293
58.31	4.6297
58.33	4.6301
58.34	4.6303
58.35	4.6307
58.37	4.6311
58.39	4.6315
58.41	4.6320
58.43	4.6324
58.44	4.6330
58.46	4.6337
58.47	4.6344
58.49	4.6349
58.51	4.6356
58.52	4.6362
58.54	4.6366
58.56	4.6372
58.58	4.6378
58.59	4.6384
58.61	4.6391
58.62	4.6397
58.64	4.6402
58.66	4.6405
58.68	4.6411
58.69	4.6418
58.70	4.6422
58.73	4.6426
58.74	4.6432
58.75	4.6438
58.77	4.6445
58.79	4.6452
58.81	4.6459
58.83	4.6465
58.84	4.6470
58.86	4.6478
58.88	4.6484
58.90	4.6489
58.91	4.6496
58.93	4.6501
58.95	4.6508
58.96	4.6513
58.97	4.6520
58.99	4.6526
59.01	4.6531
59.03	4.6535
59.04	4.6539
59.06	4.6543
59.07	4.6548
59.09	4.6553
59.11	4.6560
59.13	4.6567
59.14	4.6574
59.16	4.6580
59.18	4.6586
59.19	4.6592
59.20	4.6600
59.23	4.6605
59.24	4.6611
59.26	4.6615
59.27	4.6622
59.29	4.6628
59.30	4.6633
59.32	4.6639
59.34	4.6644
59.35	4.6651
59.37	4.6655
59.39	4.6659
59.40	4.6665
59.42	4.6671
59.44	4.6677
59.46	4.6685
59.48	4.6693
59.49	4.6700
59.51	4.6707
59.52	4.6715
59.54	4.6722
59.56	4.6728
59.57	4.6735
59.59	4.6740
59.60	4.6746
59.62	4.6751
59.64	4.6756
59.65	4.6762
59.68	4.6767
59.69	4.6772
59.70	4.6777
59.72	4.6784
59.74	4.6790
59.75	4.6797
59.77	4.6802
59.79	4.6809
59.80	4.6815
59.82	4.6823
59.84	4.6829
59.85	4.6836
59.87	4.6843
59.89	4.6846
59.90	4.6852
59.93	4.6856
59.94	4.6860
59.96	4.6866
59.98	4.6871
59.99	4.6873
60.00	4.6878
60.02	4.6880
60.04	4.6884
60.05	4.6888
60.07	4.6893
60.09	4.6897
60.11	4.6903
60.12	4.6911
60.14	4.6915
60.16	4.6921
60.17	4.6925
60.19	4.6930
60.21	4.6935
60.22	4.6939
60.24	4.6943
60.25	4.6948
60.27	4.6953
60.29	4.6957
60.31	4.6959
60.32	4.6963
60.34	4.6967
60.35	4.6973
60.37	4.6973
60.38	4.6977
60.40	4.6981
60.42	4.6984
60.44	4.6988
60.46	4.6994
60.48	4.7003
60.49	4.7010
60.50	4.7015
60.52	4.7020
60.54	4.7023
60.55	4.7029
