Filename:	D:\TGAdata\„∆√ŒœÈ\20150506\chunPP.pdid

Temperature (°„C)	Heat Flow Endo Up (mW)
60.57	4.7035
60.59	4.7040
60.60	4.7046
60.62	4.7051
60.64	4.7054
60.65	4.7061
60.67	4.7066
60.69	4.7071
60.70	4.7074
60.72	4.7082
60.74	4.7086
60.75	4.7091
60.77	4.7099
60.79	4.7104
60.80	4.7110
60.82	4.7118
60.84	4.7124
60.85	4.7129
60.87	4.7138
60.88	4.7143
60.90	4.7150
60.93	4.7159
60.94	4.7164
60.96	4.7169
60.98	4.7175
60.99	4.7178
61.00	4.7183
61.02	4.7188
61.04	4.7191
61.06	4.7194
61.08	4.7198
61.09	4.7204
61.10	4.7208
61.12	4.7214
61.14	4.7218
61.15	4.7225
61.17	4.7230
61.19	4.7236
61.20	4.7244
61.22	4.7249
61.24	4.7254
61.25	4.7258
61.27	4.7263
61.29	4.7265
61.30	4.7270
61.32	4.7273
61.34	4.7277
61.35	4.7281
61.37	4.7285
61.39	4.7289
61.40	4.7294
61.42	4.7299
61.44	4.7307
61.45	4.7312
61.47	4.7317
61.48	4.7323
61.50	4.7328
61.52	4.7334
61.54	4.7342
61.55	4.7346
61.57	4.7352
61.59	4.7358
61.60	4.7363
61.62	4.7369
61.64	4.7374
61.65	4.7381
61.67	4.7388
61.69	4.7394
61.70	4.7401
61.72	4.7407
61.73	4.7412
61.75	4.7417
61.77	4.7424
61.79	4.7431
61.80	4.7439
61.81	4.7446
61.84	4.7454
61.85	4.7461
61.88	4.7467
61.89	4.7474
61.90	4.7481
61.92	4.7488
61.94	4.7492
61.95	4.7497
61.97	4.7501
61.98	4.7506
62.00	4.7513
62.02	4.7518
62.04	4.7525
62.05	4.7531
62.07	4.7537
62.09	4.7541
62.10	4.7547
62.11	4.7551
62.13	4.7556
62.15	4.7563
62.17	4.7570
62.19	4.7575
62.20	4.7581
62.22	4.7583
62.24	4.7588
62.25	4.7595
62.27	4.7600
62.28	4.7605
62.30	4.7609
62.32	4.7616
62.33	4.7620
62.35	4.7626
62.37	4.7631
62.39	4.7636
62.40	4.7642
62.42	4.7646
62.43	4.7654
62.45	4.7661
62.47	4.7670
62.48	4.7675
62.51	4.7681
62.52	4.7688
62.54	4.7694
62.56	4.7699
62.57	4.7705
62.59	4.7710
62.60	4.7716
62.62	4.7721
62.64	4.7726
62.65	4.7730
62.68	4.7733
62.69	4.7737
62.70	4.7744
62.72	4.7748
62.73	4.7753
62.75	4.7760
62.77	4.7766
62.78	4.7771
62.80	4.7779
62.81	4.7787
62.84	4.7796
62.85	4.7803
62.87	4.7810
62.88	4.7815
62.90	4.7822
62.93	4.7830
62.94	4.7834
62.95	4.7839
62.97	4.7846
62.98	4.7851
63.00	4.7856
63.02	4.7861
63.04	4.7863
63.06	4.7867
63.07	4.7872
63.08	4.7877
63.10	4.7881
63.12	4.7889
63.14	4.7897
63.15	4.7905
63.17	4.7912
63.19	4.7919
63.20	4.7926
63.22	4.7932
63.23	4.7936
63.25	4.7942
63.27	4.7946
63.29	4.7951
63.30	4.7955
63.32	4.7961
63.34	4.7966
63.36	4.7972
63.37	4.7979
63.38	4.7984
63.40	4.7988
63.42	4.7994
63.44	4.8000
63.45	4.8006
63.47	4.8011
63.48	4.8019
63.50	4.8027
63.52	4.8033
63.54	4.8038
63.55	4.8044
63.57	4.8049
63.58	4.8055
63.60	4.8061
63.62	4.8066
63.63	4.8072
63.65	4.8077
63.67	4.8081
63.68	4.8085
63.70	4.8091
63.72	4.8096
63.74	4.8100
63.75	4.8107
63.77	4.8112
63.79	4.8118
63.80	4.8124
63.82	4.8131
63.84	4.8136
63.85	4.8142
63.87	4.8146
63.88	4.8152
63.90	4.8155
63.92	4.8160
63.94	4.8166
63.95	4.8170
63.98	4.8175
63.99	4.8179
64.00	4.8183
64.02	4.8187
64.04	4.8192
64.05	4.8197
64.07	4.8200
64.08	4.8205
64.10	4.8209
64.12	4.8214
64.14	4.8222
64.16	4.8230
64.17	4.8236
64.19	4.8242
64.21	4.8248
64.22	4.8252
64.24	4.8258
64.25	4.8267
64.27	4.8270
64.29	4.8276
64.30	4.8282
64.32	4.8287
64.33	4.8293
64.35	4.8299
64.37	4.8307
64.38	4.8310
64.40	4.8315
64.42	4.8322
64.43	4.8328
64.45	4.8335
64.47	4.8341
64.49	4.8349
64.50	4.8356
64.52	4.8361
64.54	4.8369
64.56	4.8374
64.57	4.8381
64.59	4.8387
64.60	4.8391
64.62	4.8395
64.64	4.8400
64.66	4.8405
64.67	4.8409
64.69	4.8413
64.70	4.8417
64.72	4.8421
64.74	4.8425
64.75	4.8430
64.77	4.8435
64.79	4.8443
64.81	4.8449
64.83	4.8457
64.84	4.8464
64.86	4.8470
64.87	4.8477
64.89	4.8484
64.90	4.8492
64.92	4.8499
64.94	4.8505
64.96	4.8512
64.97	4.8518
64.99	4.8524
65.00	4.8530
65.02	4.8537
65.04	4.8541
65.05	4.8546
65.07	4.8550
65.08	4.8554
65.10	4.8558
65.12	4.8563
65.14	4.8567
65.15	4.8576
65.17	4.8581
65.19	4.8589
65.20	4.8593
65.22	4.8598
65.24	4.8604
65.25	4.8610
65.27	4.8616
65.29	4.8619
65.30	4.8625
65.32	4.8631
65.33	4.8635
65.35	4.8640
65.37	4.8644
65.38	4.8648
65.40	4.8653
65.41	4.8658
65.43	4.8663
65.45	4.8670
65.47	4.8677
65.49	4.8687
65.50	4.8693
65.52	4.8697
65.54	4.8703
65.55	4.8711
65.57	4.8717
65.59	4.8723
65.60	4.8727
65.62	4.8731
65.63	4.8736
65.65	4.8741
65.67	4.8747
65.69	4.8751
65.70	4.8755
65.72	4.8760
65.74	4.8766
65.75	4.8773
65.77	4.8777
65.79	4.8783
65.80	4.8790
65.82	4.8797
65.83	4.8804
65.85	4.8809
65.87	4.8815
65.89	4.8820
65.90	4.8825
65.92	4.8830
65.93	4.8833
65.95	4.8837
65.97	4.8841
65.99	4.8845
66.00	4.8851
66.02	4.8855
66.03	4.8861
66.05	4.8864
66.07	4.8869
66.09	4.8874
66.10	4.8880
66.12	4.8883
66.14	4.8890
66.15	4.8898
66.17	4.8904
66.19	4.8912
66.20	4.8920
66.22	4.8926
66.24	4.8934
66.25	4.8939
66.27	4.8944
66.28	4.8951
66.30	4.8957
66.32	4.8962
66.33	4.8964
66.35	4.8968
66.37	4.8971
66.39	4.8975
66.40	4.8979
66.42	4.8983
66.44	4.8987
66.45	4.8991
66.47	4.8997
66.49	4.9002
66.50	4.9008
66.52	4.9015
66.54	4.9022
66.55	4.9028
66.57	4.9033
66.59	4.9038
66.60	4.9042
66.62	4.9047
66.64	4.9051
66.65	4.9057
66.67	4.9062
66.69	4.9068
66.70	4.9074
66.72	4.9081
66.74	4.9086
66.75	4.9093
66.77	4.9098
66.78	4.9106
66.80	4.9114
66.82	4.9120
66.83	4.9127
66.85	4.9134
66.87	4.9141
66.89	4.9149
66.90	4.9156
66.92	4.9159
66.93	4.9167
66.95	4.9173
66.97	4.9178
66.99	4.9185
67.00	4.9192
67.02	4.9195
67.04	4.9202
67.05	4.9208
67.07	4.9213
67.09	4.9218
67.10	4.9226
67.12	4.9232
67.14	4.9239
67.15	4.9247
67.17	4.9254
67.19	4.9263
67.20	4.9267
67.22	4.9273
67.23	4.9280
67.25	4.9285
67.27	4.9292
67.29	4.9296
67.30	4.9302
67.32	4.9307
67.34	4.9311
67.35	4.9316
67.37	4.9322
67.38	4.9327
67.40	4.9331
67.42	4.9336
67.44	4.9342
67.45	4.9347
67.47	4.9351
67.49	4.9355
67.50	4.9359
67.52	4.9364
67.53	4.9367
67.55	4.9374
67.57	4.9379
67.59	4.9384
67.60	4.9390
67.62	4.9397
67.63	4.9404
67.65	4.9409
67.67	4.9412
67.68	4.9418
67.70	4.9423
67.72	4.9429
67.74	4.9433
67.75	4.9440
67.77	4.9445
67.78	4.9453
67.80	4.9462
67.82	4.9469
67.83	4.9476
67.85	4.9483
67.87	4.9490
67.88	4.9498
67.90	4.9504
67.92	4.9511
67.94	4.9516
67.95	4.9522
67.97	4.9526
67.99	4.9532
68.00	4.9537
68.02	4.9542
68.03	4.9549
68.05	4.9554
68.07	4.9557
68.08	4.9562
68.10	4.9571
68.12	4.9578
68.14	4.9583
68.15	4.9591
68.17	4.9598
68.18	4.9602
68.20	4.9607
68.22	4.9614
68.23	4.9621
68.25	4.9626
68.27	4.9633
68.28	4.9639
68.30	4.9643
68.32	4.9648
68.33	4.9651
68.35	4.9657
68.37	4.9660
68.39	4.9664
68.40	4.9670
68.42	4.9676
68.44	4.9683
68.45	4.9690
68.47	4.9697
68.49	4.9705
68.50	4.9713
68.52	4.9719
68.54	4.9726
68.55	4.9729
68.57	4.9735
68.58	4.9739
68.60	4.9744
68.62	4.9748
68.63	4.9753
68.65	4.9759
68.67	4.9766
68.68	4.9770
68.70	4.9775
68.72	4.9780
68.73	4.9785
68.75	4.9789
68.77	4.9794
68.78	4.9801
68.80	4.9807
68.82	4.9814
68.84	4.9818
68.85	4.9824
68.87	4.9830
68.89	4.9836
68.90	4.9842
68.92	4.9848
68.94	4.9852
68.95	4.9859
68.97	4.9863
68.98	4.9867
69.00	4.9872
69.02	4.9878
69.04	4.9885
69.05	4.9888
69.07	4.9892
69.09	4.9899
69.10	4.9904
69.12	4.9912
69.14	4.9918
69.15	4.9924
69.17	4.9931
69.19	4.9940
69.20	4.9944
69.22	4.9952
69.24	4.9958
69.25	4.9964
69.27	4.9971
69.29	4.9978
69.30	4.9983
69.32	4.9989
69.34	4.9994
69.35	4.9998
69.37	5.0004
69.39	5.0009
69.40	5.0014
69.42	5.0019
69.44	5.0024
69.45	5.0031
69.47	5.0037
69.49	5.0045
69.50	5.0048
69.52	5.0056
69.54	5.0063
69.55	5.0067
69.57	5.0073
69.59	5.0078
69.60	5.0085
69.62	5.0091
69.64	5.0098
69.65	5.0102
69.67	5.0107
69.68	5.0111
69.70	5.0115
69.72	5.0118
69.73	5.0125
69.75	5.0130
69.77	5.0137
69.78	5.0146
69.80	5.0152
69.82	5.0160
69.84	5.0170
69.85	5.0178
69.87	5.0185
69.89	5.0190
69.90	5.0197
69.92	5.0204
69.93	5.0209
69.95	5.0215
69.97	5.0222
69.99	5.0228
70.00	5.0233
70.02	5.0238
70.03	5.0243
70.05	5.0248
70.06	5.0254
70.08	5.0262
70.10	5.0268
70.12	5.0274
70.13	5.0282
70.15	5.0287
70.17	5.0295
70.18	5.0301
70.20	5.0307
70.22	5.0313
70.24	5.0317
70.25	5.0323
70.27	5.0329
70.28	5.0334
70.30	5.0340
70.32	5.0345
70.33	5.0352
70.35	5.0355
70.37	5.0360
70.39	5.0364
70.40	5.0369
70.42	5.0375
70.43	5.0381
70.45	5.0388
70.47	5.0395
70.48	5.0401
70.50	5.0407
70.52	5.0412
70.53	5.0419
70.55	5.0425
70.56	5.0429
70.58	5.0436
70.59	5.0441
70.62	5.0444
70.63	5.0452
70.65	5.0458
70.67	5.0463
70.68	5.0467
70.70	5.0471
70.72	5.0478
70.73	5.0483
70.75	5.0490
70.77	5.0497
70.78	5.0504
70.80	5.0510
70.82	5.0515
70.83	5.0520
70.85	5.0526
70.87	5.0531
70.88	5.0537
70.90	5.0540
70.92	5.0547
70.93	5.0550
70.95	5.0555
70.97	5.0559
70.98	5.0563
71.00	5.0569
71.02	5.0572
71.04	5.0576
71.05	5.0578
71.07	5.0581
71.08	5.0589
71.10	5.0591
71.12	5.0599
71.13	5.0605
71.15	5.0611
71.17	5.0617
71.18	5.0624
71.20	5.0629
71.22	5.0635
71.23	5.0641
71.25	5.0647
71.27	5.0652
71.28	5.0658
71.30	5.0662
71.32	5.0670
71.34	5.0675
71.35	5.0680
71.36	5.0685
71.38	5.0691
71.40	5.0696
71.42	5.0703
71.43	5.0709
71.45	5.0716
71.47	5.0725
71.48	5.0731
71.50	5.0739
71.52	5.0747
71.54	5.0754
71.55	5.0759
71.57	5.0766
71.59	5.0771
71.59	5.0777
71.61	5.0782
71.63	5.0787
71.65	5.0791
71.67	5.0797
71.68	5.0803
71.70	5.0810
71.72	5.0815
71.73	5.0821
71.75	5.0826
71.76	5.0832
71.78	5.0839
71.80	5.0845
71.82	5.0852
71.83	5.0859
71.85	5.0864
71.87	5.0871
71.88	5.0879
71.90	5.0886
71.92	5.0891
71.93	5.0897
71.95	5.0902
71.97	5.0909
71.99	5.0916
72.00	5.0921
72.02	5.0928
72.03	5.0935
72.05	5.0941
72.07	5.0948
72.08	5.0956
72.10	5.0963
72.12	5.0971
72.13	5.0979
72.14	5.0986
72.16	5.0991
72.18	5.0998
72.20	5.1005
72.22	5.1010
72.24	5.1016
72.25	5.1022
72.27	5.1027
72.28	5.1032
72.30	5.1036
72.31	5.1039
72.33	5.1041
72.34	5.1042
72.37	5.1044
72.38	5.1048
72.40	5.1052
72.42	5.1058
72.43	5.1065
72.45	5.1069
72.46	5.1075
72.48	5.1081
72.50	5.1086
72.52	5.1092
72.53	5.1099
72.55	5.1102
72.57	5.1109
72.59	5.1114
72.60	5.1119
72.62	5.1123
72.63	5.1128
72.65	5.1132
72.67	5.1137
72.68	5.1143
72.70	5.1146
72.72	5.1154
72.73	5.1159
72.75	5.1165
72.76	5.1173
72.78	5.1180
72.80	5.1186
72.82	5.1192
72.83	5.1200
72.85	5.1206
72.87	5.1213
72.88	5.1220
72.90	5.1227
72.92	5.1233
72.93	5.1242
72.95	5.1247
72.97	5.1253
72.98	5.1260
73.00	5.1265
73.02	5.1270
73.04	5.1277
73.05	5.1281
73.07	5.1290
73.09	5.1298
73.10	5.1307
73.12	5.1315
73.13	5.1322
73.15	5.1328
73.17	5.1336
73.18	5.1345
73.20	5.1351
73.22	5.1354
73.24	5.1359
73.25	5.1369
73.27	5.1374
73.28	5.1380
73.30	5.1385
73.31	5.1391
73.33	5.1398
73.35	5.1404
73.37	5.1410
73.39	5.1415
73.40	5.1423
73.42	5.1432
73.44	5.1440
73.45	5.1448
73.47	5.1456
73.48	5.1464
73.50	5.1471
73.51	5.1478
73.53	5.1483
73.55	5.1489
73.57	5.1497
73.59	5.1503
73.60	5.1511
73.62	5.1516
73.64	5.1522
73.65	5.1529
73.67	5.1535
73.69	5.1542
73.70	5.1547
73.71	5.1553
73.73	5.1559
73.75	5.1566
73.77	5.1574
73.79	5.1581
73.80	5.1588
73.82	5.1596
73.84	5.1599
73.85	5.1608
73.87	5.1614
73.89	5.1621
73.90	5.1627
73.92	5.1635
73.93	5.1638
73.95	5.1645
73.97	5.1652
73.99	5.1656
74.00	5.1663
74.02	5.1669
74.04	5.1674
74.05	5.1680
74.07	5.1687
74.09	5.1693
74.11	5.1700
74.12	5.1708
74.14	5.1715
74.15	5.1723
74.17	5.1730
74.18	5.1735
74.20	5.1742
74.22	5.1747
74.24	5.1754
74.25	5.1759
74.27	5.1768
74.29	5.1772
74.30	5.1778
74.32	5.1782
74.34	5.1787
74.35	5.1792
74.37	5.1798
74.39	5.1806
74.40	5.1812
74.42	5.1820
74.44	5.1826
74.46	5.1833
74.48	5.1840
74.49	5.1843
74.50	5.1847
74.52	5.1853
74.54	5.1856
74.55	5.1862
74.57	5.1869
74.59	5.1873
74.60	5.1879
74.62	5.1884
74.63	5.1888
74.65	5.1893
74.67	5.1899
74.68	5.1902
74.70	5.1906
74.72	5.1913
74.74	5.1918
74.75	5.1925
74.77	5.1930
74.79	5.1936
74.80	5.1942
74.82	5.1949
74.84	5.1952
74.85	5.1959
74.87	5.1965
74.89	5.1970
74.90	5.1976
74.92	5.1982
74.94	5.1985
74.95	5.1992
74.98	5.1998
74.99	5.2003
75.00	5.2008
75.02	5.2017
75.04	5.2021
75.05	5.2029
75.07	5.2039
75.08	5.2046
75.10	5.2052
75.12	5.2059
75.13	5.2065
75.15	5.2072
75.17	5.2080
75.19	5.2087
75.20	5.2094
75.22	5.2102
75.24	5.2109
75.26	5.2117
75.27	5.2120
75.29	5.2127
75.30	5.2133
75.32	5.2142
75.33	5.2147
75.35	5.2155
75.37	5.2161
75.39	5.2169
75.40	5.2175
75.42	5.2182
75.43	5.2187
75.45	5.2192
75.46	5.2200
75.48	5.2206
75.51	5.2212
75.52	5.2217
75.54	5.2222
75.55	5.2227
75.57	5.2232
75.58	5.2236
75.59	5.2242
75.62	5.2245
75.63	5.2250
75.65	5.2252
75.67	5.2257
75.69	5.2260
75.70	5.2269
75.72	5.2274
75.74	5.2281
75.76	5.2286
75.77	5.2293
75.79	5.2300
75.80	5.2305
75.82	5.2313
75.83	5.2319
75.85	5.2327
75.87	5.2334
75.89	5.2339
75.90	5.2344
75.92	5.2351
75.94	5.2357
75.95	5.2365
75.97	5.2370
75.99	5.2375
76.00	5.2381
76.02	5.2387
76.04	5.2394
76.05	5.2403
76.07	5.2411
76.08	5.2418
76.10	5.2427
76.12	5.2434
76.14	5.2439
76.15	5.2447
76.17	5.2454
76.19	5.2462
76.20	5.2468
76.22	5.2473
76.24	5.2480
76.26	5.2488
76.28	5.2494
76.30	5.2501
76.31	5.2508
76.32	5.2515
76.34	5.2521
76.36	5.2532
76.37	5.2539
76.38	5.2548
76.40	5.2558
76.42	5.2567
76.44	5.2573
76.45	5.2579
76.47	5.2587
76.49	5.2591
76.50	5.2597
76.52	5.2603
76.53	5.2609
76.55	5.2615
76.57	5.2621
76.59	5.2625
76.61	5.2630
76.62	5.2635
76.64	5.2640
76.65	5.2646
76.67	5.2653
76.68	5.2661
76.71	5.2668
76.72	5.2676
76.73	5.2684
76.75	5.2692
76.77	5.2700
76.79	5.2707
76.80	5.2713
76.82	5.2717
76.83	5.2722
76.85	5.2728
76.87	5.2733
76.89	5.2737
76.90	5.2744
76.92	5.2748
76.94	5.2753
76.95	5.2760
76.97	5.2766
76.99	5.2772
77.00	5.2777
77.03	5.2785
77.04	5.2793
77.06	5.2800
77.07	5.2806
77.09	5.2811
77.10	5.2817
77.12	5.2823
77.13	5.2830
77.15	5.2834
77.17	5.2840
77.18	5.2844
77.20	5.2849
77.22	5.2855
77.24	5.2858
77.25	5.2865
77.27	5.2870
77.29	5.2875
77.30	5.2882
77.32	5.2887
77.34	5.2893
77.35	5.2899
77.37	5.2908
77.39	5.2915
77.40	5.2921
77.42	5.2928
77.44	5.2934
77.45	5.2941
77.47	5.2947
77.48	5.2953
77.50	5.2958
77.53	5.2965
77.54	5.2972
77.55	5.2977
77.57	5.2985
77.59	5.2990
77.60	5.2998
77.63	5.3004
77.64	5.3010
77.65	5.3016
77.67	5.3024
77.69	5.3031
77.70	5.3037
77.72	5.3045
77.73	5.3051
77.75	5.3058
77.78	5.3068
77.79	5.3074
77.81	5.3082
77.82	5.3088
77.84	5.3095
77.86	5.3101
77.88	5.3106
77.88	5.3112
77.90	5.3120
77.92	5.3127
77.93	5.3133
77.95	5.3141
77.97	5.3146
77.99	5.3151
78.00	5.3159
78.02	5.3167
78.04	5.3171
78.05	5.3177
78.08	5.3185
78.09	5.3191
78.10	5.3197
78.12	5.3204
78.13	5.3209
78.16	5.3213
78.17	5.3222
78.19	5.3226
78.20	5.3233
78.22	5.3238
78.24	5.3243
78.25	5.3249
78.27	5.3254
78.29	5.3260
78.30	5.3263
78.32	5.3269
78.34	5.3276
78.35	5.3285
78.37	5.3292
78.39	5.3300
78.40	5.3306
78.42	5.3314
78.44	5.3321
78.45	5.3327
78.47	5.3333
78.48	5.3339
78.50	5.3344
78.52	5.3348
78.54	5.3355
78.55	5.3359
78.57	5.3363
78.59	5.3369
78.60	5.3373
78.62	5.3378
78.64	5.3383
78.65	5.3388
78.67	5.3394
78.69	5.3401
78.71	5.3409
78.73	5.3415
78.74	5.3422
78.75	5.3428
78.77	5.3432
78.78	5.3439
78.80	5.3446
78.82	5.3449
78.84	5.3452
78.85	5.3457
78.87	5.3461
78.89	5.3465
78.90	5.3470
78.92	5.3476
78.94	5.3482
78.96	5.3488
78.97	5.3495
78.99	5.3501
79.00	5.3510
79.02	5.3518
79.04	5.3527
79.06	5.3535
79.07	5.3542
79.09	5.3550
79.10	5.3558
79.12	5.3564
79.14	5.3572
79.15	5.3575
79.17	5.3581
79.19	5.3588
79.21	5.3594
79.22	5.3602
79.23	5.3608
79.25	5.3615
79.27	5.3623
79.29	5.3630
79.30	5.3639
79.32	5.3648
79.34	5.3656
79.35	5.3664
79.37	5.3673
79.39	5.3681
79.40	5.3688
79.42	5.3695
79.44	5.3703
79.45	5.3709
79.47	5.3716
79.49	5.3723
79.50	5.3729
79.52	5.3735
79.54	5.3740
79.55	5.3746
79.57	5.3751
79.58	5.3755
79.59	5.3762
79.62	5.3766
79.64	5.3774
79.66	5.3782
79.67	5.3788
79.69	5.3795
79.70	5.3799
79.73	5.3805
79.74	5.3812
79.76	5.3817
79.77	5.3823
79.78	5.3829
79.80	5.3834
79.82	5.3837
79.84	5.3842
79.85	5.3848
79.87	5.3854
79.89	5.3860
79.90	5.3867
79.92	5.3872
79.94	5.3878
79.95	5.3885
79.97	5.3892
79.98	5.3900
80.00	5.3908
80.02	5.3915
80.03	5.3924
80.05	5.3932
80.07	5.3939
80.08	5.3947
80.10	5.3954
80.13	5.3961
80.14	5.3967
80.15	5.3974
80.17	5.3979
80.19	5.3987
80.20	5.3992
80.22	5.3998
80.23	5.4005
80.25	5.4015
80.27	5.4023
80.29	5.4034
80.30	5.4043
80.32	5.4052
80.34	5.4060
80.36	5.4067
80.37	5.4073
80.39	5.4082
80.40	5.4088
80.42	5.4096
80.43	5.4105
80.45	5.4111
80.47	5.4118
80.49	5.4125
80.51	5.4132
80.53	5.4140
80.54	5.4147
80.55	5.4155
80.57	5.4162
80.58	5.4170
80.60	5.4180
80.62	5.4187
80.64	5.4193
80.65	5.4202
80.67	5.4208
80.69	5.4215
80.70	5.4223
80.72	5.4230
80.74	5.4233
80.75	5.4241
80.77	5.4247
80.78	5.4255
80.80	5.4264
80.82	5.4272
80.84	5.4276
80.85	5.4285
80.87	5.4289
80.89	5.4298
80.90	5.4305
80.92	5.4311
80.93	5.4318
80.95	5.4324
80.97	5.4329
80.98	5.4336
81.00	5.4343
81.02	5.4347
81.03	5.4355
81.05	5.4364
81.07	5.4371
81.09	5.4377
81.10	5.4384
81.12	5.4392
81.14	5.4401
81.15	5.4408
81.17	5.4412
81.18	5.4420
81.20	5.4425
81.22	5.4430
81.23	5.4436
81.25	5.4443
81.27	5.4449
81.28	5.4456
81.30	5.4465
81.32	5.4474
81.34	5.4483
81.35	5.4491
81.36	5.4500
81.38	5.4509
81.40	5.4517
81.42	5.4525
81.44	5.4536
81.45	5.4544
81.46	5.4554
81.48	5.4563
81.50	5.4572
81.52	5.4577
81.53	5.4586
81.55	5.4595
81.57	5.4606
81.59	5.4616
81.60	5.4622
81.62	5.4629
81.63	5.4637
81.65	5.4643
81.67	5.4649
81.68	5.4655
81.70	5.4661
81.72	5.4666
81.73	5.4673
81.75	5.4677
81.77	5.4682
81.78	5.4688
81.80	5.4695
81.82	5.4701
81.83	5.4708
81.84	5.4714
81.87	5.4719
81.88	5.4726
81.89	5.4730
81.92	5.4734
81.93	5.4739
81.95	5.4744
81.96	5.4748
81.98	5.4751
82.00	5.4757
82.02	5.4759
82.03	5.4764
82.05	5.4773
82.07	5.4780
82.08	5.4786
82.09	5.4794
82.12	5.4800
82.13	5.4805
82.15	5.4810
82.16	5.4813
82.18	5.4818
82.20	5.4823
82.22	5.4827
82.23	5.4830
82.25	5.4836
82.27	5.4841
82.28	5.4844
82.30	5.4852
82.31	5.4858
82.33	5.4865
82.34	5.4870
82.36	5.4877
82.38	5.4883
82.39	5.4889
82.41	5.4894
82.43	5.4899
82.45	5.4902
82.46	5.4906
82.48	5.4910
82.50	5.4915
82.51	5.4918
82.53	5.4924
82.55	5.4928
82.57	5.4934
82.58	5.4942
82.59	5.4949
82.61	5.4955
82.63	5.4962
82.64	5.4969
82.66	5.4976
82.68	5.4981
82.70	5.4988
82.71	5.4992
82.73	5.4999
82.75	5.5005
82.76	5.5010
82.78	5.5014
82.79	5.5020
82.81	5.5027
82.83	5.5032
82.84	5.5040
82.86	5.5047
82.88	5.5053
82.89	5.5059
82.91	5.5064
82.93	5.5071
82.94	5.5075
82.96	5.5079
82.98	5.5086
83.00	5.5090
83.01	5.5096
83.03	5.5100
83.05	5.5105
83.06	5.5111
83.08	5.5117
83.10	5.5125
83.11	5.5133
83.13	5.5141
83.14	5.5148
83.16	5.5156
83.18	5.5162
83.20	5.5172
83.21	5.5179
83.23	5.5187
83.25	5.5193
83.26	5.5201
83.28	5.5207
83.30	5.5212
83.31	5.5216
83.33	5.5223
83.35	5.5228
83.37	5.5233
83.38	5.5240
83.39	5.5246
83.41	5.5251
83.43	5.5256
83.45	5.5262
83.46	5.5267
83.48	5.5273
83.50	5.5279
83.51	5.5282
83.53	5.5286
83.55	5.5289
83.56	5.5296
83.58	5.5301
83.59	5.5306
83.61	5.5313
83.63	5.5321
83.64	5.5329
83.66	5.5336
83.68	5.5343
83.70	5.5349
83.71	5.5357
83.73	5.5365
83.75	5.5371
83.76	5.5380
83.78	5.5390
83.80	5.5397
83.81	5.5406
83.83	5.5416
83.84	5.5425
83.86	5.5435
83.88	5.5444
83.89	5.5453
83.91	5.5461
83.93	5.5468
83.94	5.5476
83.96	5.5482
83.98	5.5488
83.99	5.5496
84.01	5.5502
84.03	5.5509
84.05	5.5514
84.06	5.5521
84.08	5.5529
84.09	5.5535
84.11	5.5542
84.13	5.5549
84.14	5.5556
84.16	5.5563
84.18	5.5570
84.19	5.5574
84.21	5.5583
84.23	5.5591
84.24	5.5597
84.26	5.5604
84.28	5.5609
84.29	5.5615
84.31	5.5619
84.33	5.5624
84.34	5.5627
84.35	5.5634
84.38	5.5638
84.39	5.5644
84.41	5.5653
84.42	5.5660
84.44	5.5665
84.46	5.5671
84.48	5.5675
84.49	5.5679
84.51	5.5684
84.53	5.5689
84.54	5.5696
84.56	5.5700
84.58	5.5706
84.59	5.5711
84.61	5.5717
84.63	5.5724
84.64	5.5734
84.66	5.5739
84.67	5.5746
84.70	5.5753
84.71	5.5762
84.72	5.5770
84.75	5.5776
84.76	5.5786
84.78	5.5792
84.80	5.5799
84.81	5.5806
84.83	5.5812
84.84	5.5820
84.86	5.5827
84.88	5.5837
84.89	5.5846
84.91	5.5854
84.93	5.5865
84.94	5.5872
84.96	5.5883
84.98	5.5891
84.99	5.5897
85.00	5.5907
85.03	5.5915
85.05	5.5923
85.06	5.5929
85.08	5.5938
85.09	5.5946
85.11	5.5953
85.13	5.5962
85.14	5.5968
85.16	5.5976
85.17	5.5983
85.19	5.5989
85.20	5.5995
85.22	5.6003
85.24	5.6010
85.26	5.6016
85.28	5.6024
85.29	5.6027
85.30	5.6035
85.32	5.6041
85.34	5.6047
85.36	5.6056
85.38	5.6064
85.39	5.6071
85.41	5.6080
85.42	5.6088
85.44	5.6095
85.45	5.6102
85.48	5.6108
85.49	5.6115
85.51	5.6122
85.53	5.6130
85.54	5.6136
85.56	5.6145
85.58	5.6152
85.59	5.6159
85.61	5.6167
85.63	5.6176
85.64	5.6184
85.65	5.6192
85.67	5.6201
85.69	5.6208
85.71	5.6215
85.73	5.6223
85.74	5.6229
85.75	5.6236
85.77	5.6243
85.79	5.6249
85.80	5.6254
85.82	5.6261
85.84	5.6266
85.86	5.6273
85.88	5.6280
85.89	5.6288
85.90	5.6292
85.92	5.6300
85.94	5.6307
85.95	5.6314
85.97	5.6321
85.99	5.6326
86.00	5.6335
86.03	5.6341
86.04	5.6348
86.05	5.6355
86.08	5.6362
86.09	5.6369
86.11	5.6373
86.12	5.6380
86.14	5.6387
86.15	5.6395
86.17	5.6403
86.19	5.6412
86.21	5.6417
86.22	5.6425
86.23	5.6430
86.25	5.6435
86.27	5.6439
86.29	5.6446
86.30	5.6451
86.32	5.6456
86.34	5.6463
